tag	current_zh	ja	en	post_count
shin_jigen_game_neptune_vii	新次元游戏 海王星VII	新次元ゲイムネプテューヌVII	Shin Jigen Game Neptune VII	1755
shin_megami_tensei	真女神转生	真・女神転生	Shin Megami Tensei	4176
shin_megami_tensei_v	真·女神转生V	真・女神転生V	Shin Megami Tensei V	1101
shin_sangoku_musou	真三国无双	真・三國無双	Dynasty Warriors	1183
shin_sangoku_musou:_eiketsuden	真三国无双英杰传	真三國無双英傑伝	Shin Sangoku Musou: Eiketsuden	5
shin_sangoku_musou_origins	真三国无双起源	真・三國無双ORIGINS	Shin Sangoku Musou Origins	141
shin_seiki_inma_seiden	新世纪淫魔圣传	新世紀淫魔聖伝	Shin Seiki Inma Seiden	43
shin_shinobi_den	新忍传	新忍伝	Shin Shinobi Den	2
shin_takarajima_(song)	新宝岛	新宝島	Shin Takarajima	32
shin_taketori_monogatari_sennen_joou	新竹取物语1000年女王	新竹取物語1000年女王	Shin Taketori Monogatari Sennen Joou	16
shin_yomawari	深夜廻	深夜廻	Shin Yomawari	80
shinengumi	深渊组	深淵組	Shinengumi	18
shingeki_no_bahamut	神击的巴哈姆特	神撃のバハムート	Shingeki No Bahamut	4162
shingeki_no_kyojin	进击的巨人	進撃の巨人	Attack on Titan	15357
shining_nikki	闪耀暖暖	シャイニングニキ	Shining Nikki	4428
shining_shooting_star	东方夏夜祭	東方夏夜祭	Shining Shooting Star	2
shinjidai_(ado)	新时代	新時代	Shinjidai (ado)	3
shinjinrui_(game)	新人类	新人類	Shinjinrui (game)	2
shinjinrui_(vocaloid)	新人类	新人類	Shinjinrui (vocaloid)	4
shinka_musume_channel	新科娘	新科娘	Shinka Musume Channel	44
shinkai_shoujo_(vocaloid)	深海少女	深海少女	Shinkai Shoujo (vocaloid)	806
shinkansen_0	新干线0号	新幹線0号	Shinkansen 0	2
shinki_musume	神器娘	神器娘	Divine Tool Daughter	22
shinkisekai_evolution	神机世界Evolution	神機世界エヴォリューション	Shinkisekai Evolution	12
shinkuu_yuusetsu	真空融接	真空融接	Shinkuu Yuusetsu	1
shinnazuki	神无月	神無月(ゲーム)	Shinnazuki	18
shinobi_(arcade)	忍	忍	Shinobi (arcade)	2
shinobi_ryuu	忍流	忍流	Shinobi Ryuu	1
shinobumonogatari	忍物语	忍物語	Shinobumonogatari	26
shinpakusuu_#0822_(vocaloid)	心拍数♯0822	心拍数♯0822	Shinpakusuu 0822	14
shinra-bansho_(circle)	森罗万象	森羅万象	Shinra-bansho (circle)	137
shinrabanshou	神罗万象	神羅万象	Shinrabanshou	3519
shinrei_chousa_shitsu:_office_rei	心灵调查室OFFICE丽	心霊調査室OFFICE麗	Shinrei Chousa Shitsu: Office Rei	1
shinrei_tantei_yakumo	心灵探侦八云	心霊探偵八雲	Shinrei Tantei Yakumo	4
shinryaku!_ikamusume	侵略！乌贼娘	侵略!イカ娘	Shinryaku! Ikamusume	2495
shinsekai:_into_the_depths	深世海	深世海	Shinsekai: Into The Depths	1
shinsenden	神仙传	神仙伝	Shinsenden	2
shinsengumi_wasurenagusa	新撰组勿忘草	新撰組勿忘草	Shinsengumi Wasurenagusa	10
shinsetsu_ryouki_no_ori	真说	真説	Shinsetsu Ryouki No Ori	2
shinshi_doumei_cross	绅士同盟†	紳士同盟†	Shinshi Doumei Cross	20
shinshoku	浸蚀	浸蝕	Shinshoku	3
shinshoku_(cevio)	侵蚀	侵蝕	Shinshoku (cevio)	3
shinsougumi	深层组	深層組	Shinsougumi	220
shintaisou	新体操（真）	新体操(真)	Shintaisou	52
shinzui	真髓	真髄	Shinzui	15
shippaisaku_shoujo_(vocaloid)	失败作少女	失敗作少女	Shippaisaku Shoujo (vocaloid)	10
shirahime-shou	白姬抄	白姫抄	Shirahime-shou	4
shiratori_mirei_monogatari	白鸟美丽物语	白鳥美麗物語	Shiratori Mirei Monogatari	1
shiri_zhong_yan	十日终焉	十日终焉	Shiri Zhong Yan	3
shiritsu_horitsuba_gakuen	私立堀镡学园	私立堀鐔学園	Shiritsu Horitsuba Gakuen	2
shiritsu_kangoku_youchien	私立监狱幼稚园	私立監獄幼稚園	Shiritsu Kangoku Youchien	3
shiritsu_momojiri_gakuen_seitokai!	私立桃尻学园生徒会！	私立桃尻学園生徒会!	Shiritsu Momojiri Gakuen Seitokai!	5
shiro_bara_gakuen_satsujin_jiken	白蔷薇学园杀人事件	白薔薇学園殺人事件	The Murder At White Rose Academy	2
shiro_seijo_to_kuro_bokushi	白圣女与黑牧师	白聖女と黒牧師	White Saint and Black Pastor	409
shirobako	白箱	SHIROBAKO	Shirobako	1403
shirokami_project	白发教团	白髪教団	Shirokami Project	468
shironeko_project	白猫计划	白猫プロジェクト	White Cat Project	1826
shirotsume_souwa	白诘草话	白詰草話	Shirotsume Souwa	63
shirotsume_yubiwa	白诘指轮	白詰指輪	White Knuckle Ring	18
shiryoku_kyousei_shoujo_ren'ai_gaku	视力矫正少女恋爱学	視力矯正少女恋愛學	Shiryoku Kyousei Shoujo Ren'ai Gaku	1
shishunki_shounen_shoujo_(vocaloid)	思春期少年少女	思春期少年少女	Shishunki Shounen Shoujo (Vocaloid)	1
shitenou-1	四天王-1	四天王-1	Shitenou-1	1
shitsurakuen	失乐园	失楽園	Shitsurakuen	5
shiyan_pin_jiating	实验品家族	実験品家族	Shiyan Pin Jiating	1
shiyi_yiwenlu	拾遗轶闻录	拾遺軼聞録	Shiyi Yiwenlu	1
shogun_(2024_series)	SHOGUN将军	SHOGUN将軍	Shogun (2024 Series)	2
shojohime	猩猩姬	猩猩姫	Shojohime	1
shoka_(ado)	初夏	初夏	Shoka	25
shokei_hakushu_(synthesizer_v)	处刑拍手	処刑拍手	Execution Clap	41
shokuba_shoujyo	职场少女	職場少女	Shokuba Shoujyo	12
shokugeki_no_souma	食戟之灵	食戟のソーマ	Food Wars!	2065
shokujin_joshikousei_tantei	食人女子高生探侦	食人女子高生探偵	Shokujin Joshikousei Tantei	9
shoot_shoot_nitori	搜集荷取	収集荷取	Shoot Shoot Nitori	2
shoot_the_bullet	东方文花帖	東方文花帖	Shoot The Bullet	51
shoshikantetsu_(idolmaster)	初志贯彻	初志貫徹	Shoshikantetsu (Idolmaster)	13
shota_oni	正太哥哥	ショタおに	Shota Oni	69
shougaku_ichinensei	小学一年生	小学一年生	Shougaku Ichinensei	1
shoujo_a_(vocaloid)	少女A	少女A	Shoujo A (Vocaloid)	22
shoujo_byou	少女病	少女病	Shoujo Byou	19
shoujo_fujuubun	少女不十分	少女不十分	Shoujo Fujuubun	4
shoujo_hatsudouki	少女发动机	少女発動機	Shoujo Hatsudouki	50
shoujo_jian	少女事案	少女事案	Shoujo Jian	9
shoujo_jiten	少女辞典	少女辞典	Shoujo Jiten	18
shoujo_juuki_-_maria_children	少女戎机	少女戎機	Shoujo Juuki - Maria Children	9
shoujo_kageki_revue_starlight	少女歌剧	少女☆歌劇レヴュースタァライト	Revue Starlight	6505
shoujo_kageki_revue_starlight_-re_live-	少女歌剧 Revue Starlight -Re Live-	スタリラ	Shoujo Kageki Revue Starlight -re Live-	1593
shoujo_kaisen	少女回战	少女廻戦	Shoujo Kaisen	7
shoujo_kakumei_utena	少女革命	少女革命ウテナ	Revolutionary Girl Utena	1697
shoujo_kowloon-jou	少女九龙城	少女九竜城	Shoujo Kowloon-jou	2
shoujo_kyouiku	少女教育	少女教育	Shoujo Kyouiku	13
shoujo_null	少女null	少女null	Shoujo Null	3
shoujo_shuumatsu_jugyou	少女周末授业	少女週末授業	Shoujo Shuumatsu Jugyou	5
shoujo_shuumatsu_ryokou	少女终末旅行	少女終末旅行	Girls Last Tour	1858
shoujo_teien_(ttrpg_scenario)	少女庭园	少女庭園	Shoujo Teien (ttrpg Scenario)	4
shoujo_tsubaki	少女椿	少女椿	Shoujo Tsubaki	109
shoujo_yoshitsune_den	少女义经传	少女義経伝	Shoujo Yoshitsune Den	2
shoukan_shoujo	召唤少女	召喚少女	Shoukan Shoujo	2
shoukoujo	少交女	少交女	Shoukoujo	577
shoumetsu_toshi	消灭都市0.	消滅都市0.	Shoumetsu Toshi	77
shoumetsu_toshi_2	消灭都市2	消滅都市2	Shoumetsu Toshi 2	47
shounan_no_kaze	湘南乃风	湘南乃風	Shounan No Kaze	2
shounen_oujo	少年王女	少年王女	Shounen Oujo	1
shounen_shoujo	症年症女	症年症女	Shounen Shoujo	4
shounenki_no_owari	少年的终结	少年期の終り	Boyhood's End	19
shouryuu_senki_tenmu	升龙战姬天梦	昇龍戦姫天夢	Shouryuu Senki Tenmu	146
shoushimin_series	小市民	小市民シリーズ	Shoushimin Series	194
shouten	笑点	笑点	Shouten	28
shouwa_genroku_rakugo_shinjuu	昭和元禄落语心中	昭和元禄落語心中	Shouwa Genroku Rakugo Shinjuu	19
shouwa_monogatari	昭和物语	昭和物語	Shouwa Monogatari	1
show-ha_shoten!	笑波冲天	ショーハショーテン!	Show-ha Shoten!	2
show_(ado)	唱	唱	Show (Ado)	61
showkinkubi_angel	赏金首angel	賞金首angel	Showkinkubi Angel	11
shrek_(series)	史莱克	シュレック	Shrek	580
shueisha	集英社	集英社	Shueisha	14
shugo_chara!	守护甜心	しゅごキャラ!	Shugo Chara!	1505
shukei_(hishida_shunsou)	秋溪	秋溪	Shukei (hishida Shunsou)	1
shukketsubo	出血簿	出血簿	Shukketsubo	25
shukushou_gakuen	缩小学园	縮小学園	Shukushou Gakuen	45
shun-ran_(vocaloid)	春岚	春嵐	Shun-Ran	34
shunkashuutou_daikousha	春夏秋冬代行者	春夏秋冬代行者	Spring Summer Autumn Winter Proxy	59
shura_bara_(vocaloid)	修罗蔷薇	修羅薔薇	Shura Bara (vocaloid)	1
shurayuki-hime	修罗雪姬	修羅雪姫	Shurayuki-hime	2
shuten_order	终天教团	終天教団	Shuten Order	109
shuuen_touhikou_(vocaloid)	终焉逃避行	終焉逃避行	Shuuen Touhikou	4
shuumatsu_no_valkyrie	终末的女武神	終末のワルキューレ	Record of Ragnarok	378
shuuniichido_classmate_wo_kau_hanashi	我买下了与她的每周密会	週に一度クラスメイトを買う話~ふたりの時間、言い訳の五千円~	shuukura	1479
shuusaku	臭作	臭作	Shuusaku	35
shuusou_gyoku	秋霜玉	秋霜玉	Shuusou Gyoku	73
shuuten_(vocaloid)	终点	終点	Shuuten (Vocaloid)	1
siam_neko_azukisan	暹罗猫小豆泥	シャム猫あずきさんは世界の中心	Siam Neko Azukisan	30
sidonia_no_kishi	希德尼娅的骑士	シドニアの騎士	Sidonia No Kishi	323
siege_of_fort_zeelandia_(board_game)	鹿耳门征伐	鹿耳門征伐	Siege Of Fort Zeelandia (Board Game)	1
silent_hill_(series)	寂静岭	サイレントヒルシリーズ	Silent Hill	2354
silent_hill_f	寂静岭f	サイレントヒルf	Silent Hill F	876
silent_reading	默读	默读	Silent Reading	16
silent_sinner_in_blue	东方儚月抄	東方儚月抄	Silent Sinner in Blue	154
silver_and_blood	银与绯	シルバー・アンド・ブラッド	Silver And Blood	53
silver_palace	白银之城	白銀の城	SilverPalace	286
silverhawks	银鹰战士	銀鷹戦士	SilverHawks	10
sinsegye	新世界	新しき世界	Sinsegye	6
sinsekai_record	深脊界计划	深脊界計画	SINSEKAI	419
sirotsumekusa	白爪草	白爪草	Sirotsumekusa	3
sissy_(188_group)	娘娘腔	娘娘腔	Sissy (188 Group)	1
sister_princess	妹妹公主	シスタープリンセス	Sister Princess	1049
sixiwanzi	四禧丸子	四禧丸子	Sixiwanzi	65
sk8_the_infinity	无限滑板	SK∞エスケーエイト	SK∞	596
skip_to_loafer	跃动青春	スキップとローファー	Skip To Loafer	238
skullgirls	骷髅女孩	スカルガールズ	Skullgirls	5424
sky:_children_of_the_light	光遇	Sky星を紡ぐ子どもたち	Sky: Children of the Light	597
sky_diver_xipuria	青空之刃	青空のサィフュリア	Aozora No Xipuria	44
slam_dunk_(series)	灌篮高手	スラムダンク	Slam Dunk	2228
slay_the_princess	杀死公主	スレイ・ザ・プリンセス	Slay The Princess	230
slay_the_spire	杀戮尖塔	殺戮尖塔	SlaytheSpire	881
slay_the_spire_2	杀戮尖塔2	殺戮尖塔2	SlaytheSpire2	537
slayers	秀逗魔导士	スレイヤーズ	Slayers	1672
smile_on_rainbow_flower!!	村上隆	村上隆	Smile On Rainbow Flower!!	11
smile_precure!	smile光之美少女！	スマイルプリキュア!	Smile Precure!	9457
snail_shell_studio	蜗之壳	蝸之殻	Snail Shell Studio	9
snake_in_the_eagle's_shadow	蛇形刁手	スネーキーモンキー蛇拳	Snake In The Eagle's Shadow	4
snow_brandia	雪精剑布兰迪亚	スノウブランディア	Snow Brandia	1
snow_white_(fairy_tale)	白雪公主	白雪姫	Snow White (Fairy Tale)	575
snowbreak:_containment_zone	尘白禁区	スノウブレイク:禁域降臨	Snowbreak Containment Zone	1045
snowdome	青箱	青箱	Snowdome	1
snowdreams_-lost_in_winter-	花落冬阳-lost_in_winter-	花落冬陽-lost_in_winter-	Snowdreams -lost In Winter-	39
soccer_spirits	银河足球队	サッカースピリッツ	Soccer Spirits	650
sofia_the_first	小公主苏菲亚	ちいさなプリンセスソフィア	Sofia the First	31
soka_gakkai_international	创价学会	創価学会	Soka Gakkai International	15
solo_leveling	我独自升级	俺だけレベルアップな件	Solo Leveling	917
song_of_the_south	南方之歌	南部の唄	Song Of The South	76
song_of_time	时之歌	時之歌	Song Of Time	29
sonic.exe	索尼克exe	索尼克exe	Sonic.exe	37
sonic_(series)	索尼克	ソニック・ザ・ヘッジホッグ	Sonic The Hedgehog	18415
sonic_x	索尼克x	ソニックX	Sonic X	202
sono_bisque_doll_wa_koi_wo_suru	更衣人偶坠入爱河	その着せ替え人形は恋をする	My Dress-Up Darling	8054
sonoda-ya	园田屋	園田屋	Sonoda-ya	3
sora_no_kiseki	空之轨迹	空の軌跡	Sora No Kiseki	2040
sotsugyou_graduation	卒业 ~Graduation~	卒業 ~Graduation~	Sotsugyou Graduation	20
sotsugyou_ii:_neo_generation	卒业II	卒業II	Sotsugyou Ii: Neo Generation	42
soukou_akki_muramasa	装甲恶鬼村正	装甲悪鬼村正	fmdm	954
soukou_musume_senki	装甲娘	装甲娘戦機	LBXGirls	8
soukou_x_shoujo	装甲×少女	装甲×少女	Soukou X Shoujo	1
soukyuu_no_fafner	苍穹的法芙娜	蒼穹のファフナー	Soukyuu No Fafner	755
soul_eater	噬魂师	ソウルイーター	Soul Eater	3599
soul_knight	元气骑士	元気騎士	Soul Knight	9
soul_land_ii	绝世唐门	絶世唐門	Douluo Dalu Ii	4
soul_taker	魂狩	魂狩	Soul Taker	17
soul_tide	灵魂潮汐	ソウルタイド	Soul Tide	38
soulcalibur	灵魂能力	ソウルキャリバー	Soulcalibur	3013
soulworker	灵魂行者	ソウルワーカー	Soulworker	1445
soumatou	苍魔灯	蒼魔灯	Deception III	1
sound_voltex	音律炫动	サウンドボルテックス	Sound Voltex	1229
sousai_shoujo_teien	创彩少女庭园	創彩少女庭園	Sousai Shoujo Teien	245
soushinjutsu_gaiden	操心术外传	操心術外伝	Soushinjutsu Gaiden	1
soushinjutsu_rei	操心术0	操心術0	Soushinjutsu Rei	7
soushisouai_lolita_no_seikatsu	与小萝莉相思相爱的生活	相思相愛ロリータの生活	Soushisouai Lolita No Seikatsu	181
soushitsukyou	丧失乡	喪失郷	Soushitsukyou	2
soushuu_renbo_(vocaloid)	苏州恋慕	蘇州恋慕	Soushuu Renbo	1
soushuu_senshinkan_gakuen_hachimyoujin	相州战神馆学园八命阵	相州戦神館學園八命陣	Soushuu Senshinkan Gakuen Hachimyoujin	33
sousou_no_frieren	葬送的芙莉莲	葬送のフリーレン	Frieren Beyond Journeys End	27026
souten_kouro	苍天航路	蒼天航路	Souten Kouro	12
south_park	南方公园	サウスパーク	South Park	1729
sp-lover	SP→LOVER_天点编	SP→LOVER_山葵マグロ編	SP→Lover	2
spacex	太空探索技术公司	スペースX	SpaceX	56
spice_and_wolf	狼与香辛料	狼と香辛料	Spice and Wolf	4612
spider-man:_across_the_spider-verse	蜘蛛侠纵横宇宙	スパイダーマン:アクロス・ザ・スパイダーバース	Spider-Man: Across the Spider-Verse	1443
spider-man:_into_the_spider-verse	蜘蛛侠：平行宇宙	スパイダーマン:スパイダーバース	Spider-Man: Into The Spider-Verse	1503
spider-man_(series)	蜘蛛侠	スパイダーマン	Spider-Man	9107
spider-verse	蜘蛛宇宙	蜘蛛宇宙	Spider-Verse	3130
spiral_knights	螺旋骑士团	スパイラルナイト	Spiral Knights	3
spirit_animals_in_disguise	千变灵兽	千変霊獣	Spirit Animals in Disguise	80
spirit_realm	灵域	霊域	Spirit Realm	1
spiritpact	灵契	スピリットパクト	Spiritpact	22
splatoon_(series)	喷射战士	スプラトゥーン	Splatoon	33616
splatoon_1	斯普拉遁			6500
splatoon_2	斯普拉遁2	スプラトゥーン2	Splatoon 2	6185
splatoon_3	斯普拉遁3	スプラトゥーン3	Splatoon 3	9638
spongebob_squarepants_(series)	海绵宝宝	スポンジ・ボブ	SpongeBob SquarePants (Series)	1345
springfish_studio	春鱼工作室	春魚工作室	Springfish Studio	40
spy_x_family	间谍过家家	スパイファミリー	SPY×FAMILY	16841
sq_(series)	她们的故事	SQ 君の名前から始まる	SQ	132
square_enix	史克威尔艾尼克斯			1106
squirrel_and_hedgehog	松鼠和刺猬	リスとハリネズミ	Squirrel And Hedgehog	3
ss_kabushikigaisha	SS株式会社	SS株式会社	Ss Kabushikigaisha	101
ssaumdokak	格斗实况	喧嘩独学	Viral Hit	14
ssss.dynazenon	SSSS.电光机王	ダイナゼノン	SSSS.DYNAZENON	1473
ssss.gridman	电光超人古立特	グリッドマン	SSSS.GRIDMAN	6783
star_fox	星际火狐	スターフォックス	Star Fox	1679
star_guardians	星海镖师	星海镖师	Star Guardians	9
star_ocean	星之海洋	スターオーシャン	Star Ocean	4134
star_ocean:_the_second_story	星之海洋2	スターオーシャン2	Star Ocean: The Second Story	1477
star_ocean:_till_the_end_of_time	星之海洋3	スターオーシャン3	Star Ocean: Till The End Of Time	1156
star_school	星耀学园	星耀学園	Star School	6
star_trail_(vtuber)	星轨工作室	星軌工作室	Star Trail (vtuber)	3
star_trek:_the_original_series	宇宙大作战	宇宙大作戦	Star Trek: The Original Series	59
star_twinkle_precure	星奈光	スター☆トゥインクルプリキュア	Star Twinkle Precure	2560
star_wars	星球大战	スター・ウォーズ	Star Wars	5861
starbucks	星巴克	スターバックス	Starbucks	1508
stardew_valley	星露谷物语	スターデューバレー	StardewValley	817
stardust_crusaders	星尘斗士	スターダストクルセイダース	Stardust Crusaders	12951
stardust_crusaders_(ova)	星尘斗士(OVA)	星塵闘士(OVA)	Stardust Crusaders (OVA)	57
stardust_project	星云社	StarDust星云社	Stardust Project	134
starly_girls	星娘	スターリーガールズ	Starly Girls	21
starry_night_(van_gogh)	星空（梵高）	星空(梵高)	Starry Night	163
starseed:_asnia_trigger	星链计划未来少女	スターシード:_アスニア_トリガー	Starseed: Asnia Trigger	43
starshine_academy	星耀学园	星耀学園	Starshine Academy	1
starward	星之翼	星の翼	Starward	649
stay_(love_live!)	Stay(天王寺璃奈)	Stay(天王寺璃奈)	Stay	23
steel_ball_run	飙马野郎	スティール・ボール・ラン	Steel Ball Run	5638
steel_battalion	铁骑	鉄騎	Steel Battalion	11
steelblue_mirage	苍青幻影	蒼青のミラージュ	Steelblue Mirage	122
steins;gate	命运石之门	シュタインズ・ゲート	Steins;Gate	9253
steins;gate_0	命运石之门0	シュタインズゲート・ゼロ	Steins;Gate 0	2474
stella_eater	星喰	ホシクイ	Stella Eater	2
stella_sora	星塔旅人	ステラソラ	Stella Sora	3879
stellar_blade	剑星	ステラブレイド	Stellar Blade	1379
stellar_blade:_blood_rain	剑星血雨	剣星血雨	Stellar Blade: Blood Rain	123
stellaris_(game)	群星	ステラリス	Stellaris	27
stellart.	StellArt观测记	StellArt観測記	StellArt.	3
steven_universe	神脐小卷毛	スティーブン・ユニバース	Steven Universe	2111
stone_ocean	石之海	ストーンオーシャン	Stone Ocean	6133
storm_of_shots_and_shells	惊爆校园	驚爆校園	Storm Of Shots And Shells	26
story_of_eastern_wonderland	东方封魔录	東方封魔録	Story Of Eastern Wonderland	436
strange_creators_of_outer_world	东方外来韦编	東方外來韋編	Strange Creators Of Outer World	167
strawberry_shortcake_(series)	草莓甜心	草莓甜心	Strawberry Shortcake	73
street_fighter	街霸	ストリートファイター	Street Fighter	33970
street_fighter:_duel	街头霸王：决斗	ストリートファイター:デュエル	Street Fighter: Duel	69
street_fighter_6	街头霸王6	ストリートファイター6	Street Fighter 6	9082
street_fighter_ii_(series)	街头霸王II	ストリートファイターII	Street Fighter II	1377
street_fighter_iii_(series)	街头霸王3	ストリートファイターIII	Street Fighter III	1953
street_fighter_iv_(series)	街头霸王4	ストリートファイターIV	Street Fighter IV	2637
street_fighter_v	街头霸王V	ストリートファイターV	Street Fighter V	4398
strike_the_blood	噬血狂爱	ストライク・ザ・ブラッド	Strike The Blood	1005
strike_witches	强袭魔女	ストライクウィッチーズ	Strike Witches	17663
strinova	卡拉彼丘	ストリノバ	Strinova	661
studio_ghibli	吉卜力工作室	スタジオジブリ	Studio Ghibli	1281
subarashiki_hibi	美好的每一天	素晴らしき日々~不連続存在~	Subarashiki Hibi	1762
subterranean_animism	东方地灵殿	東方地霊殿	Subterranean Animism	1194
sugar_coating	糖衣	糖衣	Sugar Coating	1
suichoku_rakka_(vocaloid)	垂直落下	垂直落下	Suichoku Rakka	9
suicide_boy	自杀少年	自殺少年	Suicide Boy	183
suicide_squad	自杀小队	スーサイド・スクワッド	Suicide Squad	423
suicide_squad_isekai	异世界自杀小队	異世界スーサイド・スクワッド	Suicide Squad ISEKAI	91
suiei_kyoushitsu	水泳教室	水泳教室	Suiei Kyoushitsu	3
suika_(visual_novel)	水夏	水夏~SUIKA~	Suika (Visual Novel)	48
suika_game	合成大西瓜	スイカゲーム	Suika Game	191
suisai_sekai	水彩世界	水彩世界	Suisai Sekai	160
suite_precure	Suite光之美少女	スイートプリキュア♪	Suite Precure	4327
sujikoi	筋恋	筋恋	Sujikoi	16
sultan's_game	苏丹的游戏	スルタンのゲーム	Sultan's Game	101
sumisora	澄空学园	澄空学園	Sumisora	1
summer_pockets	夏日口袋	サマーポケッツ	Summer Pockets	4147
summertime_render	夏日重现	サマータイムレンダ	Summertime Render	666
summon_night	召唤之夜	サモンナイト	Summon Night	1734
summoners_war	魔灵召唤	サマナーズウォー	Summoners War: Sky Arena	8
sun_meiqi_mystery	孙美琪疑案	孫美琪疑案	Sun Meiqi Mystery	6
sunadokei_(vocaloid)	砂时计	砂時計	Sunadokei (vocaloid)	2
sunahama_tsuushin	砂滨通信	砂濱通信	Sunahama Tsuushin	5
sunken_fossil_world	东方刚欲异闻	東方剛欲異聞	Sunken Fossil World	531
sunshine_ranch	阳光牧场	サンシャイン牧場	Sunshine Ranch	1
super_danganronpa_another_2	弹丸论破A2	スーパーダンガンロンパアナザー2	Super Danganronpa Another 2	314
super_impassioned_net_generation	SING女团	SING女団	Super Impassioned Net Generation	1
super_mario_galaxy	超级马力欧银河	スーパーマリオギャラクシー	Super Mario Galaxy	2299
super_mecha_champions	机动都市X	機動都市X	Super Mecha Champions	105
super_robot_wars	超级机器人大战	スーパーロボット大戦	Super Robot Wars	5221
super_robot_wars_og_saga_masou_kishin_f_coffin_of_the_end	魔装机神F	魔装機神F	Super Robot Wars OG Saga Masou Kishin F	9
super_robot_wars_original_generation	超级机器人大战OG	スーパーロボット大戦 オリジナルジェネレーション	Super Robot Wars Original Generation	1544
super_sentai	超级战队系列	スーパー戦隊シリーズ	Super Sentai	2467
super_smash_bros.	任天堂明星大乱斗	大乱闘スマッシュブラザーズ	Super Smash Bros. Ultimate	11707
super_virtual_high_school	超V学园	超V学园	Super Virtual High School	1
super_wings	超级飞侠	スーパーウィングス	Super Wings	16
superman_(series)	超人	スーパーマン	Superman	2779
suzuka	凉风	涼風	Suzuka	56
suzuki_bakuhatsu	铃木爆发	鈴木爆発	Suzuki Bakuhatsu	1
suzumiya_haruhi_no_shoushitsu	凉宫春日的消失	涼宮ハルヒの消失	Suzumiya Haruhi No Shoushitsu	1813
suzumiya_haruhi_no_yuuutsu	凉宫春日的忧郁	涼宮ハルヒの憂鬱	Suzumiya Haruhi No Yuuutsu	25552
sweet_home_(chinese_game)	纸房子	紙房子	Sweet Home (Chinese Game)	6
sword_art_online	刀剑神域	ソードアート・オンライン	Sword Art Online	19209
sword_art_online:_alicization	刀剑神域：Alicization	アリシゼーション	Sword Art Online: Alicization	2894
symposium_of_post-mysticism	东方求闻口授	東方求聞口授	Symposium Of Post-mysticism	70
ta_ga_tame_no_alchemist	为了谁的炼金术师	誰ガ為のアルケミスト	The Alchemist Code	1396
tabikaeru	旅行青蛙	旅かえる	Tabikaeru	16
taboo_japan_disentanglement	七夕坂梦幻能	七夕坂夢幻能	Taboo Japan Disentanglement	307
taida_na_akujoku_kizoku_ni_tensei_shita_ore_scenario_wo_bukkowa_shitara_kikaku-gai_no_maryoku_de_saikyou_ni_natta	恶辱贵族	怠惰な悪辱貴族に転生した俺、シナリオをぶっ壊したら規格外の魔力で最凶になった	Taida Na Akujoku Kizoku Ni Tensei Shita Ore Scenario Wo Bukkowa Shitara Kikaku-gai No Maryoku De Saikyou Ni Natta	3
taihaiteki_jinsei_sanka_(utau)	退废的人生讃歌	退廃的人生讃歌	Taihaiteki Jinsei Sanka (utau)	50
taikaisyu	胎界主	胎界主	Taikaisyu	1
taikakiden	大华纪传	大華紀伝	Taikakiden	2
taiko_pharmaceutical	大幸药品	大幸薬品	Taiko Pharmaceutical	1
taikou_risshiden	太合立志传	太閤立志伝	Taikou Risshiden	3
taimadou_gakuen_35_shiken_shoutai	对魔导学园35试验小队	対魔導学園35試験小隊	Taimadou Gakuen 35 Shiken Shoutai	116
taimanin_(series)	对魔忍	対魔忍	Taimanin (series)	4984
taimanin_kurenai	对魔忍红	対魔忍紅	Taimanin Kurenai	31
taimanin_rpgx	对魔忍RPGX	対魔忍RPGX	Taimanin Rpgx	1104
taimanin_senki_saki	退魔忍战姬樱姬	退魔忍戦姫桜姫	Taimanin Senki Saki	0
taimanin_yukikaze	对魔忍雪风	対魔忍ユキカゼ	Taimanin Yukikaze	1125
taimashi_ayano	退魔师绫乃	退魔師綾乃	Taimashi Ayano	298
taimashi_tensei	退魔师转生	退魔師転生	Taimashi Tensei	6
tairiku_eiyuu_senki	大陆英雄战记	大陸英雄戦記	Tairiku Eiyuu Senki	7
taisen_hot_gimmick_5	未来永劫	対戦ホットギミック5	Taisen Hot Gimmick 5	8
taisho_kitan_majo	大正忌惮魔女	大正忌憚魔女	Taisho Kitan Majo	3
taishou_roman_(yoasobi)	大正浪漫	大正浪漫	Taishou Roman (YOASOBI)	1
taishou_yakyuu_musume	大正野球娘。	大正野球娘。	Taishou Yakyuu Musume	158
taisui_(priest)	太岁	太歳	Taisui (priest)	2
takanaka_masayoshi	高中正义	高中正義	Takanaka Masayoshi	6
takarajima	宝岛	宝島	Takarajima	8
takarajima_z:_barbaros_no_hihou	宝岛Z	宝島Z	Takarajima Z: Barbaros No Hihou	2
takarazuka_revue	宝冢歌剧团	宝塚歌劇団	Takarazuka Revue	5
takefuji	武富士	武富士	Takefuji	2
taketori_monogatari	竹取物语	竹取物語	Taketori Monogatari	142
takopii_no_genzai	章鱼噼的原罪	タコピーの原罪	Takopii No Genzai	718
takt_op.	宿命回响	タクトオーパス	Takt Op.	233
tales_of_(series)	传说系列	テイルズオブシリーズ	Tales Of (series)	20847
tales_of_erin	苍蓝境界	サファイア・スフィア	Tales of Erin	11
tales_of_graces	圣恩传说	テイルズ・オブ・グレイセス	Tales of Graces	1935
