tag	current_zh	ja	en	series	post_count
gran_(granblue_fantasy)	古兰	グラン（グランブルーファンタジー）	Gran	碧蓝幻想	2765
gran_alegria_(umamusume)	放声欢呼	グランアレグリア（ウマ娘プリティーダービー）	Gran Alegria	闪耀!优俊少女	584
grani_(arknights)	格拉尼	グラニ	Grani	明日方舟	585
grass_wonder_(umamusume)	草上飞	グラスワンダー（ウマ娘プリティーダービー）	Grass Wonder	闪耀!优俊少女	2945
gravel_(arknights)	砾	グラベル（アークナイツ）	Gravel	明日方舟	903
graves_(league)	格雷福斯	格雷福斯	Graves		383
grea_(shingeki_no_bahamut)	古蕾雅	グレア（神撃のバハムート）	Grea		563
grecale_(kancolle)	格雷卡莱	グレカーレ	Grecale		1101
gregor_(project_moon)	格里高尔	グレゴール	Gregor	月亮计划	1857
greninja	甲贺忍蛙	ゲッコウガ	Greninja		1336
griffith_(berserk)	格里菲斯	グリフィス	Griffith	剑风传奇	788
grim_reaper	死神（grim）	死神（grim）	Grim Reaper		450
griselle_(pokemon)	古丽兹	グリーズ	Griselle	宝可梦	358
griseo_(starry_impression)	格蕾修（繁星·绘世之卷）	グレーシュ(群星・絵世の巻)	Griseo		679
grisham_(pokemon)	古历	グリ（ポケットモンスター）	Grisham	宝可梦	322
grizzly_mkv_(girls'_frontline)	灰熊MKV(少女前线)	グリズリー(ドールズフロントライン)	Grizzly Mkv	少女前线	807
grookey	敲音猴	サルノリ	Grookey		1581
groza_(girls'_frontline_2)	闪电（少女前线2）	グローザ(ドールズフロントライン2)	Groza		493
grusha_(pokemon)	亚北	グルーシャ	Grusha	宝可梦	1731
guam_(azur_lane)	关岛	グアム（アズールレーン）	Guam	碧蓝航线	283
guan_chao_(false_memory)	关潮	関潮	Guan Chao	记忆管理局	293
guido_mista	盖多·米斯达	グイード・ミスタ	Guido Mista		1507
guinaifen_(honkai:_star_rail)	桂乃芬	ケナイフン	Guinaifen	崩坏:星穹铁道	466
guizhong_(genshin_impact)	归终	帰終	Guizhong	原神	333
gummy_(arknights)	古米	グム	Gummy	明日方舟	722
gundou_mirei	郡道美玲	3年0組黒板新聞	Gundou Mirei		353
guts_(berserk)	格斯	ガッツ	Guts	剑风传奇	1441
guzma_(pokemon)	古斯	グズマ	Guzma	宝可梦	1107
gwen_stacy	格温·斯黛西	グウェン・ステーシー	Gwen Stacy		1533
gyro_zeppeli	杰洛·齐贝林	ジャイロ・ツェペリ	Gyro Zeppeli		2072
hachijou_(kancolle)	八丈	八丈	Hachijou		387
hachiouji_naoto	八王子直人	八王子直人	Hachiouji Naoto		492
hagakure_toru	叶隐透	葉隠透	Hagakure Toru		1305
hagakure_yasuhiro	叶隐康比吕	葉隠康比呂	Hagakure Yasuhiro		364
hagikaze_(kancolle)	萩风	萩風	Hagikaze		1593
hagoromo_lala	羽衣拉拉	羽衣ララ	Hagoromo Lala		1080
haguro_(kancolle)	羽黑（舰队Collection）	羽黒（舰队Collection）	Haguro		2590
haguro_kai_ni_(kancolle)	羽黑改二	羽黒改二	Haguro Kai Ni		671
hakamichi_shizune	羽加道静音	羽加道静音	Hakamichi Shizune		300
hakase_fuyuki	叶加濑冬雪	葉加瀬冬雪	Hakase Fuyuki		1048
hakase_fuyuki_(1st_costume)	叶加濑冬雪（通常）	葉加瀬冬雪(通常)	Hakase Fuyuki		289
hakaze_kaoru	羽风薰	羽風薫	Hakaze Kaoru		427
hakos_baelz	哈珂斯·贝尔丝	ハコス・ベールズ	Hakos Baelz		7554
hakos_baelz_(1st_costume)	哈珂斯·贝尔兹	ハコス・ベールズ(通常)	Hakos Baelz		2173
haku_(sen_to_chihiro_no_kamikakushi)	饶速水琥珀主	饒速水琥珀主	Haku	千与千寻	457
hakuhou_(azur_lane)	白凤（碧蓝航线）	白鳳（アズールレーン）	Hakuhou	碧蓝航线	362
hakui_koyori	博衣小夜璃	博衣こより	Hakui Koyori		5200
hakui_koyori_(1st_costume)	博衣小夜璃（初始服装）	博衣こより(通常)	Hakui Koyori		2112
hakurei_reimu	博丽灵梦	博麗霊夢	Hakurei Reimu		100510
hakurei_reimu_(pc-98)	旧作灵梦	博麗霊夢（pc-98）	Hakurei Reimu		1215
hakuryuu_(azur_lane)	白龙（碧蓝航线）	白龍(アズールレーン)	Hakuryuu	碧蓝航线	307
hakuryuu_(inazuma_eleven)	白龙（闪电十一人）	白竜	Hakuryuu	闪电十一人	580
hamakaze_(kancolle)	滨风（舰队Collection）	浜風（舰队Collection）	Hamakaze		10889
haman_karn	哈曼	ハマーン・カーン	Haman Karn		852
hamanami_(kancolle)	滨波	浜波	Hamanami		772
hammann_(azur_lane)	哈曼（碧蓝航线）	ハムマン(アズールレーン)	Hammann	碧蓝航线	1018
han_sooyoung	韩秀英	韓秀英	Han Sooyoung		822
hanae_(blue_archive)	朝颜花绘	朝顔ハナエ	Hanae	碧蓝档案	926
hanako_(blue_archive)	花子	浦和ハナコ	Hanako	碧蓝档案	7568
hanako_(jibaku_shounen_hanako-kun)	柚木普	柚木普	Hanako	地缚少年花子君	322
hanako_(swimsuit)_(blue_archive)	浦和花子	浦和ハナコ（泳装）	Hanako (swimsuit)	碧蓝档案	3349
hanakuma_chifuyu	花隈千冬	千冬ギャラリー	Hanakuma Chifuyu		427
hanami_ume	花海佑芽	花海佑芽	Hanami Ume		3119
hanamiya_nina	花宫初奈	初奈の日	Hanamiya Nina		340
hanamura_teruteru	花村辉辉	花村輝々	Hanamura Teruteru		365
hanamura_yousuke	花村阳介	花村陽介	Hanamura Yousuke		2765
hanasaki_tsubomi	花咲蕾	花咲つぼみ	Hanasaki Tsubomi		1927
hanasato_minori	花里实乃理	花里みのり	Hanasato Minori		1608
hanayagi_kaoruko	花柳香子	ふたかお	Hanayagi Kaoruko		380
hanazawa_teruki	花泽辉气	花沢輝気	Hanazawa Teruki		315
hanazono_hahari	花园羽羽里	パパ羽々	Hanazono Hahari		329
hanazono_hakari	花园羽香里	花園羽香裏	Hanazono Hakari		510
handa_roco	伴田路子	ロコ	Handa Roco		748
hanemiya_kazutora	羽宫一虎	羽宮一虎	Hanemiya Kazutora		297
haneyama_kazuho	羽根山和步	羽根山和歩	Haneyama Kazuho		288
hange_zoe	汉吉·佐耶	ハンジ・ゾエ	Hange Zoe		1051
haniyasushin_keiki	埴安神袿姬	埴安神袿姫	Haniyasushin Keiki		2432
hans_christian_andersen_(fate)	汉斯·克里斯蒂安·安徒生	ハンス・クリスチャン・アンデルセン	Hans Christian Andersen		772
hanyuu	羽入	羽入	Hanyuu		1945
hanzo_(overwatch)	岛田半藏	島田半蔵	Hanzo	守望先锋2	602
harada_minoru	原田实	原田実	Harada Minoru		1850
harada_mutei	原田无谛	ハラダムテイ	Harada Mutei		400
harada_sanosuke_(fate)	原田左之助(Fate)	原田左之助(Fate)	Harada Sanosuke		412
hare_(blue_archive)	小钩晴	小鈎ハレ	Hare	碧蓝档案	1491
hare_(camp)_(blue_archive)	小钩晴（野营）	小鈎ハレ(キャンプ)	Hare (camp)	碧蓝档案	385
harime_nui	针目缝	針目縫	Harime Nui		868
harley_quinn	哈莉·奎茵	ハーレイ・クイン	Harley Quinn		1384
harmonie_(arknights)	和弦	ハーモニー（アークナイツ）	Harmonie	明日方舟	640
haro	哈罗	ハロ	Haro		2866
harry_potter	哈利·波特	ハリー・ポッター	Harry Potter		485
haru_urara_(bestest_prize)_(umamusume)	春丽（bestest prize·闪耀！优俊少女）	うららん一等賞♪	Haru Urara (bestest Prize)	闪耀!优俊少女	1698
haruka_(arknights)	遥（明日方舟）	ハルカ（アークナイツ）	Haruka	明日方舟	523
haruka_(blue_archive)	伊草遥香	伊草ハルカ	Haruka	碧蓝档案	3105
haruka_(dress)_(blue_archive)	伊草遥香（礼服）	伊草ハルカ(ドレス)	Haruka (dress)	碧蓝档案	294
haruka_(new_year)_(blue_archive)	伊草遥香（新年）	ハルカ(正月)	Haruka (new Year)	碧蓝档案	292
haruka_(senran_kagura)	春花	春花(閃乱カグラ)	Haruka	闪乱神乐	711
harukawa_maki	春川魔姬	春川魔姫	Harukawa Maki		3490
harukaze_(kancolle)	春风	春風（舰队Collection）	Harukaze		940
haruna_(2016_swimsuit)_(kancolle)	夏服榛名	夏服榛名	Haruna (2016 Swimsuit)		351
haruna_(blue_archive)	黑馆晴奈	黒舘ハルナ	Haruna	碧蓝档案	2852
haruna_(kancolle)	榛名	榛名（舰队Collection）	Haruna		10445
haruno_sakura	春野樱	春野サクラ	Haruno Sakura		5455
harusame_(kancolle)	春雨	春雨	Harusame		2836
harusaruhi	春猿火	春猿火	Harusaruhi		294
hasegawa_kobato	羽濑川小鸠	羽瀬川小鳩	Hasegawa Kobato		749
hashibira_inosuke	猪子	嘴平伊之助	Hashibira Inosuke		787
hashida_itaru	桥田至	橋田至	Hashida Itaru		503
hassan_of_serenity_(fate)	静谧哈桑	静謐のハサン	Hassan Of Serenity		2240
hassan_of_the_cursed_arm_(fate)	咒腕哈桑	呪腕のハサン	Hassan Of The Cursed Arm		458
hasshaku-sama	八尺大人	八尺様	Hasshaku-sama		540
hasumi_(blue_archive)	羽川莲见	羽川ハスミ	Hasumi	碧蓝档案	6937
hasumi_leia	莲见蕾雅	蓮見レイア	Hasumi Leia		1010
hata_no_kokoro	秦心	秦こころ	Hata No Kokoro		8059
hatakaze_(kancolle)	旗风（舰队Collection）	旗風（舰队Collection）	Hatakaze		694
hatake_kakashi	旗木卡卡西	はたけカカシ	Hatake Kakashi		1508
hatsuharu_(kancolle)	初春（舰队Collection）	初春（舰队Collection）	Hatsuharu		1029
hatsukaze_(kancolle)	初风	初風	Hatsukaze		1358
hatsume_mei	发目明	発目明	Hatsume Mei		425
hatsune_(princess_connect!)	柏崎初音	ハツネ（プリンセスコネクト!Re:Dive）	Hatsune	公主连结	450
hatsune_miku	初音未来	初音ミク	Hatsune Miku		145405
hatsune_miku_(append)	初音未来（append）	初音ミク（append）	Hatsune Miku		1621
hatsushimo_(kancolle)	初霜（舰队Collection）	初霜（舰队Collection）	Hatsushimo		1302
hatsutori_hajime	初鸟创	初鳥創	Hatsutori Hajime		4637
hatsuyuki_(kancolle)	初雪（舰队Collection）	初雪（舰队Collection）	Hatsuyuki		2952
hatsuzuki_(kancolle)	初月（舰队Collection）	初月	Hatsuzuki		2879
hattori_shizuka	服部静夏	服部静夏	Hattori Shizuka		294
hau_(pokemon)	哈乌	ハウ（ポケットモンスター）	Hau	宝可梦	1290
haunter	鬼斯通	ゴースト	Haunter		1066
haurchefant_greystone	奥尔什方	オルシュファン	Haurchefant Greystone		317
hawks_(boku_no_hero_academia)	鹰见启悟	ホークス	Hawks	我的英雄学院	1988
hayakawa_aki	早川秋	アキ姫	Hayakawa Aki		3144
hayanami_(kancolle)	早波	早波	Hayanami		429
hayasaka_mirei	早坂美玲	早坂美玲	Hayasaka Mirei		831
hayashimo_(kancolle)	早霜	早霜	Hayashimo		1624
hayashio_(kancolle)	早潮	早潮	Hayashio		552
hayasui_(kancolle)	速吸	速吸	Hayasui		1301
hazuki_(tsukuyomi)	叶月（tsukuyomi）	葉月（tsukuyomi）	Hazuki		374
hazuki_nagisa	叶月渚	葉月渚	Hazuki Nagisa		329
heanna_sumire	平安名堇	平安名すみれ	Heanna Sumire		1806
heavy_cruiser_princess	重巡栖姬	重巡棲姫	Heavy Cruiser Princess		315
hebi_nyoubou_(fate)	蛇女房	おみぃさん	Hebi Nyoubou		1096
hecatia_lapislazuli	赫卡提亚·拉碧斯拉祖利	ヘカーティア・ラピスラズリ	Hecatia Lapislazuli		5865
hei_(darker_than_black)	黑（darker than black）	黒(DTB)	Hei		658
heiwajima_shizuo	平和岛静雄	平和島静雄	Heiwajima Shizuo		694
heixiu	黑咻	黒咻	Heixiu		790
helen_(girls'_frontline_2)	海伦（girls' frontline 2）	ヘレン	Helen		290
helena_(azur_lane)	海伦娜（碧蓝航线）	ヘレナ（アズールレーン）	Helena	碧蓝航线	816
helena_blavatsky_(fate)	海伦娜·布拉瓦茨基	エレナ・ブラヴァツキー	Helena Blavatsky		1658
helianthus_(girls'_frontline)	赫丽安图丝（少女前线）	ヘリアントス(ドールズフロントライン)	Helianthus	少女前线	313
hellagur_(arknights)	赫拉格	ヘラグ	Hellagur	明日方舟	445
hello_kitty_(character)	凯蒂猫	ハローキティ	Hello Kitty		1902
helm_(nikke)	海伦（NIKKE）	ヘルム（NIKKE）	Helm		1082
heracles_(fate)	赫拉克勒斯（Fate）	ヘラクレス（Fate）	Heracles		994
herlock_sholmes	大逆转裁判福尔摩斯	1月6日アノシャロ生誕祭	Herlock Sholmes		360
hermione_granger	赫敏·格兰杰	ハーマイオニー・グレンジャー	Hermione Granger		634
hermit_purple	紫色隐者	ハーミットパープル	Hermit Purple		429
hero's_daughter_(dq5)	青发王女	青髪王女	Hero's Daughter		532
hero_(dq1)	勇者(DQ1)	勇者(DQ1)	Hero		372
hero_(dq11)	主人公（dq11）	イレブン(DQ11)	Hero		900
hero_(dq3)	勇者(DQ3)	勇者ロト	Hero		643
hero_(dq4)	男勇者(DQ4)	男勇者(DQ4)	Hero		460
hero_(dq5)	主人公(DQ5)	主人公(DQ5)	Hero		664
hero_(dq8)	主人公(DQ8)	主人公(DQ8)	Hero		304
heroine_(dq3)	女勇者	勇者ロト	Heroine		437
heroine_(dq4)	女勇者(DQ4)	女勇者(DQ4)	Heroine		341
heroine_(lovebrush_chronicles)	小画家	小画家	Heroine	时空中的绘旅人	510
herrscher_of_sentience	识之律者	識の律者	Herrscher Of Sentience		2098
heshikiri_hasebe	压切长谷部	圧切長谷部	Heshikiri Hasebe		611
hestia_(danmachi)	赫斯提亚（在地下城寻求邂逅是否搞错了什么）	ヘスティア（在地下城寻求邂逅是否搞错了什么）	Hestia		4154
hex_maniac_(pokemon)	阴阳少女	オカルトマニア（ポケットモンスター）	Hex Maniac	宝可梦	4475
hibari_(senran_kagura)	云雀（闪乱神乐）	雲雀	Hibari	闪乱神乐	859
hibiki_(blue_archive)	猫冢响	猫塚ヒビキ	Hibiki	碧蓝档案	3527
hibiki_(cheer_squad)_(blue_archive)	猫冢响（应援团）	猫塚ヒビキ(応援団)	Hibiki (cheer Squad)	碧蓝档案	2275
hibiki_(kancolle)	响（舰队Collection）	響（舰队Collection）	Hibiki		18043
hibiki_ryouga	响良牙	響良牙	Hibiki Ryouga		949
hibiki_wataru	日日树涉	日々樹渉	Hibiki Wataru		400
hibiki_yuuta	响裕太	響裕太	Hibiki Yuuta		654
hibiscus_(arknights)	芙蓉（明日方舟）	ハイビスカス(アークナイツ)	Hibiscus	明日方舟	460
hiburi_(kancolle)	日振	日振	Hiburi		681
hidaka_ai	日高爱	日高愛	Hidaka Ai		629
hidaka_hokuto	冰鹰北斗	氷鷹北斗	Hidaka Hokuto		485
hidan_(naruto)	飞段	飛段	Hidan		327
hie_(hiememiko)	日枝	日枝	Hie		301
hieda_no_akyuu	稗田阿求	稗田阿求	Hieda No Akyuu		6414
hiei_(kancolle)	比叡	比叡	Hiei		4897
hiei_(yu_yu_hakusho)	飞影	飛影	Hiei	幽白	305
hierophant_green	绿色法皇	ハイエロファントグリーン	Hierophant Green		593
hifumi_(blue_archive)	阿慈谷日富美	阿慈谷ヒフミ	Hifumi	碧蓝档案	4846
higashikata_josuke	东方仗助	仗億	Higashikata Josuke		3765
higashikata_josuke_(jojolion)	东方定助	東方定助	Higashikata Josuke	乔乔福音	881
higashiyama_kobeni	东山小红	東山コベニ	Higashiyama Kobeni		3191
higekiri_(touken_ranbu)	髭切（刀剑乱舞）	髭切	Higekiri	刀剑乱舞	400
high_elf_archer_(goblin_slayer!)	妖精弓手	妖精弓手(ゴブリンスレイヤー)	High Elf Archer	哥布林杀手(漫画)	659
higuchi_kaede_(1st_costume)	樋口枫（初始服装）	樋口楓	Higuchi Kaede		956
higuchi_madoka	樋口圆香	樋口円香	Higuchi Madoka		5930
higurashi_kagome	日暮戈薇	日暮かごめ	Higurashi Kagome		1030
higuruma_hiromi	日车宽见	日車寛見	Higuruma Hiromi		309
hiiragi_kagami	柊镜	柊かがみ	Hiiragi Kagami		6501
hiiragi_kozue	柊木梢	柊木梢	Hiiragi Kozue		290
hiiragi_tsukasa	柊司	柊つかさ	Hiiragi Tsukasa		3718
hiiragi_yuzu	柊柚子	柊柚子	Hiiragi Yuzu		714
hiizumi_rinne	樋泉凛音	ひいずみりんね	Hiizumi Rinne		293
hijikata_toshizou_(fate)	土方岁三（Fate）	土方歳三(Fate)	Hijikata Toshizou		833
hijikata_toushirou	土方十四郎	土方十四郎	Hijikata Toushirou		835
hikage_(senran_kagura)	日影	日影	Hikage	闪乱神乐	979
hikari_(arcaea)	光（韵律源点）	光(Arcaea)	Hikari	韵律源点	772
hikari_(blue_archive)	橘光	橘ヒカリ	Hikari	碧蓝档案	6234
hikawa_hina	冰川日菜	氷川日菜	Hikawa Hina		2018
hikawa_sayo	冰川纱夜	氷川紗夜	Hikawa Sayo		2418
hikigaya_hachiman	比企谷八幡	比企谷八幡	Hikigaya Hachiman		719
hikigaya_komachi	比企谷小町	比企谷小町	Hikigaya Komachi		305
hilbert_(pokemon)	透也	トウトウ	Hilbert	宝可梦	3337
hilda_valentine_goneril	希尔达	ヒルダ=ヴァレンティン=ゴネリル	Hilda Valentine Goneril		3090
himari_(armed)_(blue_archive)	明星日鞠（临战）	明星ヒマリ(臨戦)	Himari (armed)	碧蓝档案	551
himari_(blue_archive)	明星日鞠	明星ヒマリ	Himari	碧蓝档案	2962
himekawa_yoshino	小四	小四	Himekawa Yoshino		551
himekawa_yuki	姬川友纪	姫川友紀	Himekawa Yuki		817
himeko_(honkai:_star_rail)	姬子	姫子（崩壊:スターレイル）	Himeko	崩坏:星穹铁道	2254
himeko_(nova)_(honkai:_star_rail)	姬子·启行	姫子・旅立ち	Himeko (nova)	崩坏:星穹铁道	282
himemiya_anthy	姬宫安希	姫宮アンシー	Himemiya Anthy		816
himemiya_chikane	姬宫千歌音	姫宮千歌音	Himemiya Chikane		403
himemiya_tori	姬宫桃李	姫宮桃李	Himemiya Tori		574
himemori_luna	姬森璐娜	姫森ルーナ	Himemori Luna		2788
himemushi_momoyo	姬虫百百世	姫虫百々世	Himemushi Momoyo		1358
himeno_(chainsaw_man)	姬野	姫野	Himeno	电锯人	2075
himeragi_yukina	姬柊雪菜	姫柊雪菜	Himeragi Yukina		519
himesaka_noa	姬坂乃爱	姫坂乃愛	Himesaka Noa		966
himesaki_rinami	姬崎莉波	莉波ぬい	Himesaki Rinami		2329
himiko_(fate)	卑弥呼（Fate）	卑弥呼（Fate）	Himiko		557
himmel_(sousou_no_frieren)	辛美尔	辛美爾	Himmel	葬送的芙莉莲	2359
himura_kenshin	绯村剑心	緋村剣心	Himura Kenshin		486
hina_(blue_archive)	空崎日奈	空崎ヒナ	Hina	碧蓝档案	19489
hinami_(pageratta)	日波	日波	Hinami		419
hinamori_amu	日奈森亚梦	日奈森あむ	Hinamori Amu		985
hinamori_momo	雏森桃	雛森桃	Hinamori Momo		378
hinanawi_tenshi	比那名居天子	比那名居天子	Hinanawi Tenshi		17877
hinase_(cookie)	HNS姉贵	怒りの日の奏者と化したALC	Hinase		651
hinata_(blue_archive)	若叶日向	若葉ヒナタ	Hinata	碧蓝档案	1652
hinata_(swimsuit)_(blue_archive)	若叶日向（泳装）	若葉ヒナタ（泳装）	Hinata (swimsuit)	碧蓝档案	571
hinata_hideki	日向	日向	Hinata Hideki		876
hinata_kaho	日向夏帆	日向夏帆	Hinata Kaho		629
hinata_natsumi	日向夏美	日向夏美	Hinata Natsumi		403
hinata_shouyou	日向翔阳	日向翔陽	Hinata Shouyou		904
hinata_yukari	日向缘	日向縁	Hinata Yukari		619
hindenburg_(azur_lane)	兴登堡	ヒンデンブルク	Hindenburg	碧蓝航线	938
hindenburg_(delirious_duel)_(azur_lane)	微醺胜负	パラリティク・バーサス	Hindenburg (delirious Duel)	碧蓝航线	435
hino_akane_(idolmaster)	日野茜（偶像大师）	日野茜	Hino Akane	偶像大师	875
hino_akane_(precure)	日野茜（precure）	日野あかね	Hino Akane		2368
hino_rei	火野丽	火野レイ	Hino Rei		2310
hinomori_shiho	日野森志步	日野森志歩	Hinomori Shiho		1070
hinomori_shizuku	日野森雫	日野森雫	Hinomori Shizuku		1344
hinoshita_kaho	日野下花帆	日野下花帆	Hinoshita Kaho		9046
hiodoshi_ao_(1st_costume)	火威青（通常）	火威青(通常)	Hiodoshi Ao		522
hippolyta_(fate)	希波吕忒	ヒッポリュテ	Hippolyta		298
hiraga_saito	平贺才人	平賀才人	Hiraga Saito		352
hirako_shinji	平子真子	平子真子	Hirako Shinji		415
hirano_toushirou	平野藤四郎（刀剑乱舞）	平野藤四郎	Hirano Toushirou		370
hirasawa_ui	平泽忧	平沢憂	Hirasawa Ui		1596
hirasawa_yui	平泽唯	平沢唯	Hirasawa Yui		8936
hirato_(kancolle)	平户	平戸	Hirato		545
hiro_(darling_in_the_franxx)	广	ヒロ(ダリフラ)	Hiro		1736
hirose_koichi	广濑康一	広瀬康一	Hirose Koichi		889
hirose_yasuho	广濑康穗	広瀬康穂	Hirose Yasuho		498
hiryuu_(kancolle)	飞龙	飛龍	Hiryuu		4372
hiryuu_kai_ni_(kancolle)	飞龙改二	飛龍改二	Hiryuu Kai Ni		438
hisaishi_kanade	久石奏	久石奏	Hisaishi Kanade		437
hisau_maiya	久宇舞弥	久宇舞弥	Hisau Maiya		339
hishi_akebono_(umamusume)	菱曙	ヒシアケボノ	Hishi Akebono	闪耀!优俊少女	560
hishi_amazon_(umamusume)	菱亚马逊	ヒシアマゾン（ウマ娘プリティーダービー）	Hishi Amazon	闪耀!优俊少女	1491
hishi_miracle_(umamusume)	菱钻奇宝	ヒシミラクル（ウマ娘プリティーダービー）	Hishi Miracle	闪耀!优俊少女	2035
hissabeth	冷周六	サーベス	Hissabeth		348
hisui_(tsukihime)	翡翠	翡翠	Hisui	月姬	1465
hitachi_mako	常陆茉子	常陸茉子	Hitachi Mako		696
hitomi_(doa)	瞳（死或生）	瞳（死或生）	Hitomi		452
hitotsuyanagi_riri	一柳梨璃	一柳梨璃	Hitotsuyanagi Riri		722
hitoyo_(baffu)	一夜	一夜	Hitoyo		300
hitsugaya_toushirou	日番谷冬狮郎	日番谷冬獅郎	Hitsugaya Toushirou		784
hiyama_kiyoteru	冰山清辉	氷山キヨテル	Hiyama Kiyoteru		288
hiyori_(blue_archive)	槌永日和	槌永ヒヨリ	Hiyori	碧蓝档案	1889
hiyori_(swimsuit)_(blue_archive)	槌永日和（泳装）	槌永ヒヨリ(水着)	Hiyori (swimsuit)	碧蓝档案	873
hiyori_sou	日和飒	日和颯	Hiyori Sou		297
hiyou_(kancolle)	飞鹰	飛鷹	Hiyou		928
hiyuki_(wuthering_waves)	绯雪（鸣潮）	緋雪（鸣潮）	Hiyuki	鸣潮	1555
hizamaru_(touken_ranbu)	膝丸（刀剑乱舞）	膝丸	Hizamaru	刀剑乱舞	374
hk416_(girls'_frontline)	HK416(少女前线)	HK416(ドールズフロントライン)	Hk416	少女前线	6696
ho'olheyak_(arknights)	霍尔海雅	霍爾海雅	Ho'olheyak	明日方舟	2300
hojo_sophy	北条索菲	北条そふぃ	Hojo Sophy		342
hokko_tarumae_(umamusume)	北港火山	ホッコータルマエ（ウマ娘プリティーダービー）	Hokko Tarumae	闪耀!优俊少女	1895
homura_(senran_kagura)	焰	焔	Homura	闪乱神乐	951
honebami_toushirou	骨喰藤四郎	骨喰藤四郎	Honebami Toushirou		1231
hong_lu_(project_moon)	鸿璐	ホンル	Hong Lu	月亮计划	4173
hong_meiling	红美铃	ホン・メイリン	Hong Meiling		28111
honma_himawari	本间向日葵	本間ひまわり	Honma Himawari		985
honolulu_(azur_lane)	火奴鲁鲁	ホノルル（アズールレーン）	Honolulu	碧蓝航线	1937
honolulu_(umbrella_girl)_(azur_lane)	阳伞下的同桌	日傘のカノジョ	Honolulu (umbrella Girl)	碧蓝航线	345
hood_(azur_lane)	胡德（碧蓝航线）	フッド（アズールレーン）	Hood	碧蓝航线	753
hoozuki_(hoozuki_no_reitetsu)	鬼灯	鬼灯	Hoozuki	鬼灯的冷彻	535
hop_(pokemon)	哈普	ホップ（ポケットモンスター）	Hop	宝可梦	1674
hori_masayuki	堀政行	堀政行	Hori Masayuki		323
hori_yuko	堀裕子	堀裕子	Hori Yuko		651
horikawa_kunihiro	堀川国广	堀川国広	Horikawa Kunihiro		1045
horikita_suzune	堀北铃音	堀北鈴音	Horikita Suzune		392
horizon_(apex_legends)	地平线	ホライゾン	Horizon		324
hornet_(azur_lane)	大黄蜂（碧蓝航线）	ホーネット（アズールレーン）	Hornet	碧蓝航线	351
hornet_(kancolle)	大黄蜂（舰队Collection）	ホーネット（舰队Collection）	Hornet		1384
hoshi_ryoma	星龙马	星竜馬	Hoshi Ryoma		889
hoshiguma_(arknights)	星陈	ホシグマ	Hoshiguma	明日方舟	2306
hoshiguma_yuugi_(kimono)	着物勇仪	着物勇儀	Hoshiguma Yuugi		695
hoshimachi_suisei	星街彗星	星街すいせい	Hoshimachi Suisei		15231
hoshimachi_suisei_(1st_costume)	星街彗星（初始服装）	星街すいせい(通常)	Hoshimachi Suisei		2817
hoshimachi_suisei_(casual)	星街彗星（便服）	星街すいせい(ライブ)	Hoshimachi Suisei		1238
hoshimachi_suisei_(sailor)	星街彗星（水手服）	星街すいせい(制服)	Hoshimachi Suisei		1312
hoshimi_junna	星见纯那	じゅんななな	Hoshimi Junna		842
hoshina_soshiro	保科宗四郎	保科宗四郎	Hoshina Soshiro		287
hoshina_tomoko	保科智子	保科智子	Hoshina Tomoko		329
hoshino_(armed)_(blue_archive)	小鸟游星野（临战）	小鳥遊ホシノ(臨戦)	Hoshino (armed)	碧蓝档案	632
hoshino_(blue_archive)	小鸟游星野	小鳥遊ホシノ	Hoshino	碧蓝档案	15110
hoshino_(girls_und_panzer)	星野庆子	ホシノ	Hoshino	少女与战车	835
hoshino_(second_year)_(blue_archive)	小鸟游星野（二年级）	小鳥遊星野(二年級)	Hoshino (second Year)	碧蓝档案	284
hoshino_(swimsuit)_(blue_archive)	小鸟游星野（泳装）	小鳥遊星野	Hoshino (swimsuit)	碧蓝档案	3058
hoshino_ai	星野爱	星野アイ	Hoshino Ai		2402
hoshino_ichika_(project_sekai)	星乃一歌	星乃一歌	Hoshino Ichika	世界计划	1616
hoshizora_ikuyo	星空育代	星空育代	Hoshizora Ikuyo		451
hoshizora_miyuki	星空美雪	星空みゆき	Hoshizora Miyuki		2175
hosomi_shizuko	细见	細見静子	Hosomi Shizuko		482
hot_pants_(sbr)	赫特·潘兹	ホット・パンツ	Hot Pants		437
hotarumaru	萤丸	蛍丸	Hotarumaru		946
hoto_cocoa	保登心爱	保登心愛	Hoto Cocoa		3767
houjou_satoshi	北条悟史	北条悟史	Houjou Satoshi		439
houjuu_chimi	封兽魑魅	封獣チミ	Houjuu Chimi		343
houjuu_nue	封兽鵺	封獣ぬえ	Houjuu Nue		14068
houlen_yabusame	凤联薮雨	鳳連藪雨	Houlen Yabusame		829
hououji_fuu	凤凰寺风	鳳凰寺風	Hououji Fuu		407
houraisan_kaguya	蓬莱山辉夜	蓬莱山輝夜	Houraisan Kaguya		17945
housho_margo	宝生玛格	宝生マーゴ	Housho Margo		953
houshou_(kancolle)	凤翔	鳳翔	Houshou		8319
houshou_marine	宝钟玛琳	宝鐘マリン	Houshou Marine		17930
houshou_marine_(1st_costume)	宝钟玛琳（初始服装）	宝鐘マリン(通常)	Houshou Marine		6187
houshou_marine_(summer)	宝钟玛琳（夏日）	宝鐘マリン(水着)	Houshou Marine		2354
hsin_(wuthering_waves)	心（鸣潮）	心（鸣潮）	Hsin	鸣潮	406
