tag	current_zh	ja	en	post_count
bishoujo_senshi_sailor_moon_r	美少女战士R	美少女戦士セーラームーンR	Bishoujo Senshi Sailor Moon R	1055
bishoujo_senshi_sailor_moon_s	美少女战士S	美少女戦士セーラームーンスーパー	Bishoujo Senshi Sailor Moon S	2358
bishoujo_terror	HORROR美少女	HORROR美少女	Bishoujo Terror	112
bitter_choco_decoration_(vocaloid)	苦巧克力装饰	ビターチョコデコレーション	Bitter Choco Decoration	52
black_beacon	黑色信标	黑色信标	Black Beacon	144
black_cat_strange_society	黑猫奇闻社	黒猫奇聞社	Black Cat Strange Society	3
black_clover	黑色五叶草	ブラッククローバー	Black Clover	2050
black_lagoon	黑礁	ブラックラグーン	Black Lagoon	2388
black_myth:_wukong	黑神话：悟空	黒神話:悟空	Black Myth: Wukong	137
black_rock_shooter	黑岩射手	ブラック★ロックシューター	Black★Rock Shooter	6654
black_saint	黑瞳圣女	黑瞳圣女	Saintess	6
black_star_-theater_starless-	黑星剧场	ブラックスターTheaterStarless	Black Star -Theater Starless-	28
black_surge_night	深海战线	ブラック・サージナイト	Black Surge Night	359
black_survival	黑色幸存者	ブラックサバイバル	Black Survival	4181
blade_&_soul	剑灵	ブレイドアンドソウル	Blade & Soul	1161
blazblue	苍翼默示录	ブレイブルー	BlazBlue	12391
bleach	死神	死神	BLEACH	21595
bleach:_sennen_kessen-hen	千年血战篇	千年血戦篇	Bleach: Thousand Year Blood War	4568
blend_s	调教咖啡厅	ブレンド・S	Blend S	1449
bloodborne	血源诅咒	ブラッドボーン	Bloodborne	4113
bloodline	血族BLOODLINE	血族BLOODLINE	BLOODLINE	134
blue_archive	碧蓝档案	ブルーアーカイブ	Blue Archive	451488
blue_archive_the_animation	蔚蓝档案THE ANIMATION	ブルーアーカイブ THE ANIMATION	Blue Archive The Animation	1188
blue_blood_lagoon	她和他和她的澎湖湾	彼女と僕と彼女の澎湖湾	Blue Blood Lagoon	4
blue_devil_in_the_belvedere.	东方栖霞园	東方棲霞園	Blue Devil In The Belvedere.	1
blue_lock	蓝色监狱	ブルーロック	Blue Lock	3036
blue_oath	苍蓝誓约	蒼藍の誓い	Blue Oath	519
blue_reflection_ray	BLUE_REFLECTION_澪	BLUE_REFLECTION_澪	Blue Reflection Ray	40
blue_reflection_sun	BLUE_REFLECTION_灿	BLUE_REFLECTION_燦	Blue Reflection Sun	263
blue_reflection_tie	BLUE_REFLECTION_帝	BLUE_REFLECTION_帝	Blue Reflection Tie	88
bluebeard_(fairy_tale)	青髭	青髭	Bluebeard	1
bluey	布鲁伊	ブルーイ	Bluey	149
bocchi_the_rock!	孤独摇滚！	ぼっち・ざ・ろっく!	Bocchi The Rock!	31717
bohemian_archive_in_japanese_red	东方文花帖	東方文花帖	Bohemian Archive in Japanese Red	14
boku_boku_sensei	仆仆先生	僕僕先生	Boku Boku Sensei	5
boku_dake_ga_inai_machi	只有我不存在的城市	僕だけがいない街	Boku Dake Ga Inai Machi	483
boku_no_hero_academia	我的英雄学院	僕のヒーローアカデミア	My Hero Academia	44202
boku_wa_tomodachi_ga_sukunai	我的朋友很少	僕は友達が少ない	Boku wa Tomodachi ga Sukunai	3721
bokujou_monogatari	牧场物语	牧場物語	Bokujou Monogatari	552
bokujou_monogatari_2	牧场物语2	牧場物語2	Bokujou Monogatari 2	23
bokujou_monogatari_3:_heart_ni_hi_wo_tsukete	牧场物语3	牧場物語3	Bokujou Monogatari 3: Heart Ni Hi Wo Tsukete	7
bokusatsu_tenshi_dokuro-chan	扑杀天使	撲殺天使ドクロちゃん	Bokusatsu Tenshi Dokuro-chan	416
bombergirl	炸弹少女	ボンバーガール	Bombergirl	1875
bongu_(voisona)	凡愚	凡愚	Bongu	3
bonnou_saiyuuki	烦恼☆西游记	煩悩☆西遊記	Bonnou Saiyuuki	4
book_of_genesis	创世记	創世記	Book Of Genesis	87
book_of_star_mythology	东方魔宝城	東方魔宝城	Book of Star Mythology	40
book_of_yog	依盖之书	依蓋之書	Book Of Yog	78
boonie_bears	熊出没	熊出没	Boonie Bears	1
border_break	边境保卫战	ボーダーブレイク	Border Break	232
boruto:_naruto_next_generations	博人传		Boruto: Naruto Next Generations	3493
boruto_(series)	博人传			4261
botsuraku_yotei_no_kizoku_dakedo_hima_datta_kara_mahou_o_kiwamete_mita	没落贵族	没落予定の貴族だけど、暇だったから魔法を極めてみた	Botsuraku Yotei No Kizoku Dakedo Hima Datta Kara Mahou O Kiwamete Mita	6
bougyaku_gakuen	暴虐学园	暴虐学園	Bougyaku Gakuen	1
boukyaku_seijo	忘却圣女	忘却聖女	Boukyaku Seijo	7
bouquet_for_the_dead	东方天棺嶋	東方天棺嶋	Bouquet For The Dead	3
bouryoku_banzai	暴力万岁	暴力万歳	Bouryoku Banzai	33
boushi_sekai_a_little_world	帽子世界	新約・帽子世界	Boushi Sekai A Little World	7
brave_fencer_musashiden	勇敢的剑士武藏传	ブレイヴフェンサー武蔵伝	Brave Fencer Musashiden	90
breaking_bad	绝命毒师	ブレイキング・バッド	Breaking Bad	626
breath_of_fire	火焰之息	ブレスオブファイア	Breath of Fire	2828
brilliant_pagoda_or_haze_castle	联缘天影战记	連縁天影戦記	Brilliant Pagoda Or Haze Castle	100
brown_dust	棕色尘埃	ブラウンダスト	Brave Nine	177
brown_dust_(series)	棕色尘埃（系列）	棕色塵埃(系列)	Brown Dust	2738
brown_dust_2	棕色尘埃2	ブラウンダスト2	Brown Dust 2	2647
bubble_bath_babes	魔术泡泡	魔術泡泡	Bubble Bath Babes	1
buddha_saitan	佛陀再诞	仏陀再誕	Buddha Saitan	4
buka_manhua	布卡漫画	布卡漫画	Buka Manhua	1
bungaku_shoujo	“文学少女”	“文学少女”シリーズ	Bungaku Shoujo	80
bungou_stray_dogs	文豪野犬	文豪ストレイドッグス	Bungou Stray Dogs	1965
bunmei_kaika_aoiza_ibunroku	文明开华葵座异闻录	文明開華葵座異聞録	Bunmei Kaika Aoiza Ibunroku	2
buraiden_gai	无赖传涯	無頼伝涯	Buraiden Gai	90
burger_king	汉堡王	バーガーキング	Burger King	256
buried_stars	深埋之星	ベリード・スターズ	Buried Stars	103
buriki_one	武力ONE	武力ONE	Buriki One	35
burn_(movie)	炎上	炎上	Burn	2
burst_witch	爆裂魔女	爆裂魔女	Burst Witch	9
bushi_seiryuuden:_futari_no_yuusha	BUSHI青龙传	BUSHI青龍伝〜二人の勇者〜	Bushi Seiryuuden: Futari No Yuusha	3
bushin_renkei_zero	武神联携ZERO	武神連携ZERO	Bushin Renkei Zero	21
busitama	武士的魂	武士的魂	Busitama	1
busou_kanojo	武装彼女	武装彼女	Armed Girlfriend	63
busou_renkin	武装炼金	武装錬金	Busou Renkin	289
busou_shinki	武装神姬	武装神姫	Busou Shinki	1218
butai_touken_ranbu	舞台刀剑乱舞	舞台刀剣乱舞	Butai Touken Ranbu	6
butaotome	豚乙女	豚乙女	Solo Buta-R	53
butcher_vanity_(synthesizer_v)	虚荣屠夫	ブチャーバニティー	BUTCHERVANITY	175
byoushin_(song)	秒针	秒針	Byoushin (song)	5
c2_kikan	C2机关	C2機関	C2 Kikan	200
c_(control)	金钱掌控	C(アニメ)	Control	354
c_danshi	C团地	C団地	Housing Complex C	2
cabbage_soft	卷心菜社	きゃべつそふと	Cabbage Soft	44
cage_in_lunatic_runagate	东方儚月抄	東方儚月抄	Cage In Lunatic Runagate	36
cajiva's_gadget_shop	梶迫小道具店	梶迫小道具店	Cajiva's_Gadget_Shop	3
cakegirl_(synthesizer_v)	蛋糕女孩	蛋糕女孩	cakegirl	1
call_of_cthulhu	克苏鲁的呼唤	クトゥルフの呼び声	Call of Cthulhu	989
call_of_duty	使命召唤	コールオブデューティ	Call of Duty	2382
call_of_duty:_mobile	使命召唤手游	コールオブデューティモバイル	Call of Duty: Mobile	68
call_of_duty:_modern_warfare_2	使命召唤：现代战争2	コールオブデューティモダン・ウォーフェア2	Call Of Duty: Modern Warfare 2	1845
call_up_girls	呼唤少女	呼喚少女	Call Up Girls	44
callsign:_cedar	呼号：雪松	呼号:雪松	Callsign: Cedar	122
can_ci_pin	残次品	残次品	Can Ci Pin	1
can_i_replay_a_missed_summer?	错过的暑假可以放第二次吗	錯過的暑仮可以放第二次嗎	Can I Replay A Missed Summer?	9
cang_miao_shan_yi_hua	沧渺山轶话	滄渺山軼話	Cang Miao Shan Yi Hua	3
cang_yuan_tu	沧元图	滄元図	Cang Yuan Tu	1
capcom	卡普空	カプコン	Capcom	1488
cardcaptor_sakura	魔卡少女樱	カードキャプターさくら	Cardcaptor Sakura	11068
cardcaptor_sakura:_memory_key	魔卡少女樱：回忆钥匙	カードキャプターさくら:思い出の鍵	Cardcaptor Sakura: Memory Key	116
cardfight!!_vanguard	卡片战斗先导者	カードファイト!! ヴァンガード	Cardfight!! Vanguard	1670
cartoon_network	卡通频道	カートゥーンネットワーク	Cartoon Network	178
case266	CASE266~266号事件~	CASE266~266号事件~	Case266	1
castlevania_(series)	恶魔城	悪魔城ドラキュラ	Castlevania (series)	2405
castlevania_iii:_dracula's_curse	恶魔城传说	悪魔城伝説	Castlevania Iii: Dracula's Curse	48
casualties:_unknown	未知伤亡	未知傷亡	Casualties: Unknown	3
cat_fantasy	猫之城	キャットファンタジー	Cat Fantasy	40
catbox_reverse	猫箱反转	猫箱反転	Catbox Reverse	1
catulus_syndrome	猫娘症候群	猫娘症候群	Catulus Syndrome	32
cave_story	洞窟物语	洞窟物語	Cave Story	657
ccg_expo	中国国际动漫游戏博览会	中国国際動漫遊戯博覧会	CCG EXPO	27
celestial_(vtuber)	瑟拉斯蒂欧	瑟拉斯蒂欧	Celestial (vtuber)	8
cell_(card_game)	生物学TCG『CELL』	生物学TCG『CELL』	Cell (card Game)	12
chainsaw_man	电锯人	チェンソーマン	Chainsaw Man	45863
champaign_of_unfinished_dreams	东方莳梦原	東方蒔夢原	Champaign Of Unfinished Dreams	11
changeability_of_strange_dream	梦违科学世纪	夢違科学世紀	Changeability Of Strange Dream	85
changed	兽屋之龙	獣屋之竜	Changed	40
changge_xing	长歌行	長歌行	The Long Ballad	3
chaos_hunt:_seele	混沌狩猎：魂之座	混沌狩猟:魂之座	Chaos Hunt: Seele	3
chaos_zero_nightmare	卡厄思梦境	カオスゼロナイトメア	ChaosZeroNightmare	909
char's_counterattack	机动战士高达：逆袭的夏亚	機動戦士ガンダム逆襲のシャア	Char's Counterattack	2043
charlie_ix_&_dodomo	查理九世	査理九世	Charlie IX & Dodomo	3
charlotte_(anime)	夏洛特	Charlotte(アニメ)	Charlotte	1096
cheese_in_the_trap	奶酪陷阱	チーズ・イン・ザ・トラップ	Cheese in the Trap	7
chen_yue_zhi_yao	沉月之钥	沉月之鑰	Chen Yue Zhi Yao	1
chi.:_chikyuu_no_undou_ni_tsuite	关于地球的运动	チ。-地球の運動について-	Chi.: Chikyuu No Undou Ni Tsuite	877
chi_bi_(red_cliff)	赤壁	レッドクリフ	Chi Bi (red Cliff)	3
chicago_bulls	芝加哥公牛	シカゴ・ブルズ	Chicago Bulls	49
chiccha_na_watashi_(synthesizer_v)	小小的我	ちっちゃな私	Chiccha Na Watashi	123
chijoku_shinsatsushitsu	耻辱诊察室	恥辱診察室	Chijoku Shinsatsushitsu	4
chika_ni_umaru_kyouka_to_ao_denwa_(synthesizer_v)	地下埋藏的桥架与青电话	地下に埋まる橋架とあおでんわ	Chika Ni Umaru Kyouka To Ao Denwa (synthesizer V)	6
chikan_otoko	痴汉男	痴漢男	Chikan Otoko	2
chikan_saresou_ni_natteiru_s-kyuu_bishoujo_wo_tasuketara_tonari_no_seki_no_osananajimi_datta	S级幼驯染	痴漢されそうになっているS級美少女を助けたら隣の席の幼馴染だった	Chikan Saresou Ni Natteiru S-kyuu Bishoujo Wo Tasuketara Tonari No Seki No Osananajimi Datta	54
chikan_sen'you_sharyou	痴汉专用车辆	痴漢専用車両	Chikan Sen'you Sharyou	26
chikarataro	力太郎	力太郎	Chikarataro	1
chikyuu_bouei_kazoku	地球防卫家族	地球防衛家族	Chikyuu Bouei Kazoku	13
chikyuugai_shounen_shoujo	地球外少年少女	地球外少年少女	The Orbital Children	32
children_of_mana	圣剑传说DS	聖剣伝説DS	Children of Mana	12
children_of_the_rune	符文之子	ルーンの子供たち	Children Of The Rune	41
chill_with_you:_lo-fi_story	放松时光插画征集大赛	チルユー	Chill With You: Lo Fi Story	12
china_post	中国邮政	中国郵政	China Post	2
china_railway_girl	天朝铁道少女	中華鉄道少女	China Railway Girl	36
chinchikurin_(masuda_wakako)	增田村	増田村	Chinchikurin (masuda Wakako)	4
chinese_mythology	中国神话	中国神話	Chinese Mythology	132
ching_nu_yu_hun	倩女幽魂	倩女幽魂	Ching Nu Yu Hun	28
ching_nu_yu_hun_2	倩女幽魂2	倩女幽魂2	Ching Nu Yu Hun 2	24
chinyuki	珍游记	珍遊記	Chinyuki	5
cho-shibuya_project	超涩谷计划	超渋谷計画	Cho-Shibuya Project	1
cho_aniki	超兄贵	超兄貴	Cho Aniki	36
cho_kaguya-hime!	超时空辉夜姬	超かぐや姫!	Cosmic_Princess_Kaguya!	13239
chobits	人形电脑天使心	ちょびっツ	Chobits	804
chong_shengzhang_gongchu_de_richang	重生长公主的日常	重生長公主的日常	Chong Shengzhang Gongchu De Richang	1
chou_eshi_ten_~if_no_gakkyoku_sekai_ten~	超绘师展	超絵師展	Chou Eshi Ten ~If No Gakkyoku Sekai Ten~	40
chou_makaimura	超魔界村	超魔界村	Chou Makaimura	3
chou_no_doku_hana_no_kusari	蝶之毒华之锁	蝶の毒華の鎖	Chou No Doku Hana No Kusari	4
chou_uchuu_keiji_gavan_infinity	超次元英雄谭	超宇宙刑事ギャバンインフィニティ	Hyperspace Sheriff Gavan Infinity	82
choubatsu_yobikou_zenryousei	惩罚予备校全凌制	懲罰予備校全凌制	Choubatsu Yobikou Zenryousei	3
choudokyuu_shoujo_4946	超弩级少女4946	超弩級少女4946	Choudokyuu Shoujo 4946	6
choujigen_gakuin	超次元学院	超次元学院	Choujigen Gakuin	1
choujigen_game_neptune	超次元游戏海王星	超次元ゲイムネプテューヌ	Choujigen Game Neptune	1734
choujikuu_kidan_southern_cross	超时空骑团	超時空騎団サザンクロス	Choujikuu Kidan Southern Cross	71
choujikuu_yousai_macross	超时空要塞	超時空要塞マクロス	Choujikuu Yousai Macross	1071
choujin_gakuen:_konton_mouryou_seishun_jihen	超人学园～混沌魍魉青春事变～	超人学園～混沌魍魎青春事変～	Choujin Gakuen: Konton Mouryou Seishun Jihen	2
choujin_x	超人X	超人X	Choujin X	334
choujun!_choujou_senpai	超巡！超条先辈	超巡!超条先輩	Choujun! Choujou Senpai	46
choujuu_giga	鸟兽戏画	鳥獣戯画	Choujuu Giga	20
choukou_taisen_escalation_heroines	超昂大战	超昂大戦	Choukou Taisen Escalation Heroines	1035
choukyou_shidou_nisshi_~gakuen_touseiroku~	超狂指导日志~学园统制录~	超狂指導日誌~学園統制録~	Choukyou Shidou Nisshi ~gakuen Touseiroku~	4
choushoujo_asuka	超少女明日香	超少女明日香	Super Girl Asuka	2
choushujinnkou_(vocaloid)	超主人公	超主人公	Super Superhero	14
christmas_tina	泡沫冬景	泡沫冬景	Christmas Tina	3
chronicle_of_immortals	红尘问仙	紅塵問仙	Chronicle Of Immortals	4
chronicle_of_myers	迈尔斯编年史	クロニクル・オフ・マイヤーズ	ChronicleofMyers	61
chrono_trigger	时空之轮	クロノ・トリガー	Chrono Trigger	1683
chronos_gate	时空之门	時空之門	Chronos Gate	8
chui_er_zhi_shi	垂耳执事	垂耳執事	Chui Er Zhi Shi	1
chuka_taisen	中华大仙	中華大仙	Cloud Master	2
chunghwa_telecom	中华电信	中華電信	Chunghwa Telecom	2
chungking_express	重庆森林	重慶森林	Chungking Express	2
chuokyousyoujo	调教少女	調教少女	Chuokyousyoujo	15
chuugakusei_kanoke	中学生棺桶	中学生棺桶	Chuugakusei Kanoke	14
chuugoku_yome_nikki	中国嫁日记	中国嫁日記	Chuugoku Yome Nikki	441
chuuka_ichiban!	中华一番！	中華一番!	Cooking Master Boy	51
chuunibyou_demo_koi_ga_shitai!	中二病也要谈恋爱	中二病でも恋がしたい!	Chuunibyou Demo Koi Ga Shitai!	3888
chuushingura_46+1	忠臣藏46+1	忠臣蔵46+1	Chuushingura 46+1	6
cinderella_girls_gekijou	灰姑娘女孩剧场	シンデレラガールズ劇場	Cinderella Girls Gekijou	2441
circle_of_inevitability	宿命之环	宿命之環	Circle of Inevitability	144
citrus_(saburouta)	橘香	シトラス	Citrus	474
civilization_(series)	席德·梅尔的文明	シヴィライゼーション	Civilization	107
cj7	长江七号	長江七号	Cj7	2
clair_obscur:_expedition_33	光与影:33号远征队	光与影:33号遠征隊	ClairObscurExpedition33	406
clamp_gakuen_tanteidan	CLAMP学园探侦团	CLAMP学園探偵団	Clamp Gakuen Tanteidan	9
clannad	团子大家族	クラナド	CLANNAD	6401
closers	封印者	クローザーズ	Closers	3198
cloud_horizon	云际线工作室	雲際線工作室	Cloud Horizon	40
cloudhorizon_studios	云际线工作室	雲際線工作室	Cloudhorizon Studios	7
clover_theater	四叶草剧场	クローバーシアター	Clover Theater	490
club_suicide	自杀同好会	クラブ・スーサイド	Club Suicide	45
coca-cola	可口可乐	コカ・コーラ	Coca-Cola	2492
coco_ichibanya	CoCo壹番屋	CoCo壱番屋	Coco Ichibanya	43
code:_chimera	代号：奇美拉	代号:奇美拉	Code: Chimera	3
code:_dragon_blood	龙族幻想	ドラブライラコンFA	Code: Dragon Blood	53
code:_kite	代号鸢	代号鳶	Ashes Of The Kingdom	400
code:seed_a_song_of_spark	星火之歌	星火之歌	Code:seed A Song Of Spark	10
code_geass	叛逆的鲁鲁修	コードギアス反逆のルルーシュ	Code Geass	15091
code_vein	噬血代码	コードヴェイン	Code Vein	369
codename:_bakery_girl	面包房少女	麪包房少女	Codename: Bakery Girl	113
collage_(band)	珂拉琪	珂拉琪	Collage	25
collection_villa	搜集别庄	収集別荘	Collection Villa	7
combat_girls_regiment	战斗少女联队	戦闘少女聯隊	Combat Girls Regiment	21
comic_gaira	COMIC外乐	COMIC外楽	Comic Gaira	20
comic_kaien	COMIC快艶	COMIC快艶	Comic Kaien	7
comic_kairakuten	快乐天	快楽天	Comic Kairakuten	725
comic_maimu	COMIC舞梦	COMIC舞夢	Comic Maimu	1
comic_mugen_tensei	COMIC梦幻转生	COMIC夢幻転生	Comic Mugen Tensei	8
comic_ouka	COMIC樱花	COMIC桜花	Comic Ouka	2
comic_rex	月刊ComicREX	コミックREX	Comic REX	1
comic_shingeki	COMIC真激	COMIC真激	Comic Shingeki	82
comic_shitsurakuten	月刊COMIC失乐天	失楽天	Comic Shitsurakuten	108
comic_tsuyahime	COMIC 艶姬	COMIC 艶姫	Comic Tsuyahime	1
command_&_conquer	命令与征服	コマンド&コンカー	Command & Conquer	272
communist_party_of_china	中国共产党	中国共産党	Communist Party Of China	31
company_of_heroes	英雄连	カンパニー・オブ・ヒーローズ	Company Of Heroes	154
company_of_heroes_2	英雄连2	カンパニー・オブ・ヒーローズ2	Company of Heroes 2	55
computer_terminal_girl	终端少女	終端少女	Computer Terminal Girl	6
concealed_the_conclusion	东方梦终剧	東方夢終劇	Concealed The Conclusion	18
condor_trilogy	射雕三部曲	射鵰三部曲	Condor Trilogy	47
confession_to_sister_(synthesizer_v)	向重音忏悔吧	シスターに懺悔を	Confession To Sister (synthesizer V)	35
conquer_(2003_tv_series)	征服(2003)	征服(2003)	Conquer (2003 Tv Series)	3
consciousness_unity_of_opposites	东方灵守祀	東方霊守祀	Consciousness Unity Of Opposites	4
conspiracy_field_snow_trap	雪之本境	雪之本境	Conspiracy Field Snow Trap	3
contra	魂斗罗	魂斗羅	Contra	66
cookie_run	跑跑姜饼人	クッキーラン	Cookie Run	5846
cookie_run:_kingdom	姜饼人王国	クッキーランキングダム	Cookie Run: Kingdom	3394
cool_doji_danshi	呆萌酷男孩	クールドジ男子	Cool Doji Danshi	159
cool_hand_luke	暴力脱狱	暴力脱獄	Cool Hand Luke	2
counter:side	异界事务所	カウンターサイド	Counter:Side	2131
countryball	波兰球	ポーランドボール	Polandball	63
couple_of_mirrors	双镜	双鏡	Couple Of Mirrors	2
cowboy_bebop	星际牛仔	カウボーイビバップ	Cowboy Bebop	1529
crave_saga	神绊的导师	クレイヴ・サーガ	Crave Saga	1053
crayon_shin-chan	蜡笔小新	クレヨンしんちゃん	Crayon Shin-chan	887
crazy_ones	奇点时代	シンギュラリティ×ラブストーリー	Crazy Ones	133
creatures_family_days	实验品家族	実験品家族	Creatures Family Days	1
crisis_core:_final_fantasy_vii	核心危机：最终幻想VII	クライシスコア	Crisis Core: Final Fantasy VII	2194
crystal_sky_of_yesterday	昨日青空	昨日青空	Crystal Sky Of Yesterday	9
cthulhu_mythos	克苏鲁神话	クトゥルフ神話	Cthulhu Mythos	1072
cubic_loop_records	永久立体	キュービックループ	Cubic Loop Records	1
cubivore	动物番长	動物番長	Cubivore	4
cuisine_dimension	料理次元	キュイディメ	Cuisine Dimension	45
cupcakes_(my_little_pony)	杯糕	杯糕	Cupcakes	11
cuphead_(game)	茶杯头	カップヘッド	Cuphead	377
cupid's_chocolates	爱神巧克力	愛神巧克力	Cupid's Chocolates	6
curiosities_of_lotus_asia	东方香霖堂	東方香霖堂	Curiosities Of Lotus Asia	1065
cursenday's_dark_carnival	卡森德拉的黑色嘉年华	卡森徳拉的黒色嘉年華	Cursenday's Dark Carnival	15
cyber_city_oedo_808	电脑都市OEDO808	電脳都市OEDO808	Cyber City Oedo 808	1
cyberpunk:_edgerunners	赛博朋克: 边缘行者	サイバーパンク: エッジランナーズ	Cyberpunk: Edgerunners	4965
cyberpunk_(series)	赛博朋克	賽博朋克	Cyberpunk	5999
cyberpunk_2077	赛博朋克2077	サイバーパンク2077	Cyberpunk 2077	895
cyborg_girls	进化少女	進化少女	Cyborg Girls	1
d.gray-man	驱魔少年	ディー・グレイマン	D.Gray-man	2128
da_monu_biji	大魔女笔记	大魔女筆記	Da Monu Biji	1
da_zhu_zai	大主宰	大主宰	Da Zhu Zai	1
dai_mahou_touge	大魔法峠	大魔法峠	Dai Mahou Touge	51
dai_n_jigen_(synthesizer_v)	第n次元	第n次元	Dai N Jigen (synthesizer V)	3
dai_nippon_tengutou_ekotoba	大日本天狗党绘词	大日本天狗党絵詞	Dai Nippon Tengutou Ekotoba	1
dai_tokyo_oniyome-den	大东京鬼嫁传	大東京鬼嫁伝	Tokyo Demon Bride Story	21
daiakuji	大恶司	大悪司	Daiakuji	118
daibanchou	大番长	大番長	Daibanchou	81
daiblos_core	交错战线	ダイブロスコア	Diablos Core	398
daija_ni_totsuida_musume	大蛇的新娘	大蛇に嫁いだ娘	Daija Ni Totsuida Musume	4
daikagaku_shoujo	大科学少女	大科学少女	Daikagaku Shoujo	4
daikaijuu_monogatari	大贝兽物语	大貝獣物語	Daikaijuu Monogatari	19
daikatana	大刀	大刀	Daikatana	5
daikoukai_jidai	大航海时代	大航海時代	Uncharted Waters	9
daikoukai_jidai_2	大航海时代2	大航海時代2	Uncharted Waters II: New Horizons	1
daikoukai_jidai_iv	大航海时代IV	大航海時代IV	Uncharted Waters IV	3
daikoukai_jidai_online	大航海时代Origin	大航海時代Origin	Daikoukai Jidai Online	4
daimajin_(series)	大魔神	大魔神	Daimajin (series)	13
daimakaimura	大魔界村	大魔界村	Daimakaimura	1
dairoku_ryouhei	第六猎兵	第六猟兵	Dairoku Ryouhei	2671
daisan_hikou_shoujo-tai	第三飞行少女队	第三飛行少女隊	Daisan Hikou Shoujo-tai	21
daiteikoku	大帝国	大帝国	Daiteikoku	211
daitetsujin_17	大铁人17	大鉄人17	Daitetsujin 17	4
daiya_no_ace	钻石王牌	ダイヤのA[エース]	Daiya No Ace	1184
dame_x_prince	废柴王子	ダメプリ	DAME×PRINCE	120
dandadan	胆大党	ダンダダン	Dandadan	6460
danganronpa:_trigger_happy_havoc	弹丸论破：希望的学园与绝望的高中生	ダンガンロンパ_希望の学園と絶望の高校生	Danganronpa: Trigger Happy Havoc	14745
danganronpa_(series)	弹丸论破	ダンガンロンパシリーズ	danganronpa	68822
danganronpa_2:_goodbye_despair	弹丸论破2	スーパーダンガンロンパ2	Danganronpa_2	26931
danganronpa_3_(anime)	弹丸论破3	ダンガンロンパ3	Danganronpa 3	3140
danganronpa_another:_another_despair_academy	弹丸论破a1	ダンガンロンパアナザー	Danganronpa Another: Another Despair Academy	160
danganronpa_another_episode:_ultra_despair_girls	绝对绝望少女	絶対絶望少女	Danganronpa Another Episode: Ultra Despair Girls	2058
danganronpa_v3:_killing_harmony	弹丸论破v3	NEWダンガンロンパV3	Danganronpa V3: Killing Harmony	25094
danmaku_girl	弹幕少女3	弾幕少女3	Danmaku Girl	2
dansan_joshi	男三女四	男三女四	Dansan Joshi	6
dao_gui_yi_xian	道诡异仙	道詭異仙	Dao Of The Bizarre Immortal	1283
dao_mu_bi_ji	盗墓笔记	盗墓筆記	Dao Mu Bi Ji	70
dao_yu_tan_ji_houzi_siyang_shouze	道与碳基猴子饲养守则	道与碳基猴子飼養守則	Dao Yu Tan Ji Houzi Siyang Shouze	1
daraku_gear	堕落姬甲	堕落ギア	Daraku Gear	1
dark_side_of_the_moon	狂气	狂気	Dark Side of the Moon	91
dark_souls_(series)	黑暗之魂	ダークソウル	Dark Souls	5937
dark_souls_i	黑暗之魂	ダークソウル	Dark Souls	3004
dark_souls_ii	黑暗之魂2	ダークソウル2	Dark Souls II	1062
dark_souls_iii	黑暗之魂3	ダークソウル3	Dark Souls III	2024
darker_than_black	黑之契约者	黒の契約者	Darker than Black	2101
darkstalkers	魔域幽灵	ヴァンパイア	Darkstalkers	13252
darlie_(brand)	好来	黑人牙膏	Darlie	2
das_kapital	资本论	資本論	Das Kapital	10
date_a_live	约会大作战	デート・ア・ライブ	Date a Live	6215
"dateless_bar_""old_adam"""	旧约酒场	旧約酒場	"Dateless Bar ""old Adam"""	161
daten_keikaku	堕天计划	堕天計画	Daten Keikaku	225
datsu!_doutei	夺！童贞。	奪!童貞。	Datsu! Doutei	7
datsugoku_(vocaloid)	脱狱	脱獄	Datsugoku	6
datya	脱兔屋	脱兎屋	ippo_zenshin	4
dave_the_diver	潜水员戴夫	デイヴ・ザ・ダイバー	Dave The Diver	35
days_(manga)	DAYS(安田刚士)	DAYS(安田剛士)	Days	17
dayu_haitang	大鱼海棠	大魚海棠	Big Fish & Begonia	19
dc_comics	DC漫画	DCコミックス	DC Comics	14678
dead_ma'am's_chest_(houshou_marine)	幽灵船战	幽霊船戦	Dead Ma'am's Chest	26
dead_or_alive	死或生	デッドオアアライブ	Dead or Alive	7182
dead_or_alive_5	死或生5	デッドオアアライブ5	Dead or Alive 5	1415
deadpool_&_wolverine	死侍与金刚狼	デッドプール&ウルヴァリン	Deadpool & Wolverine	1304
deadpool_(series)	死侍		Deadpool	2102
death_mark	死印	死印	Death Mark	28
death_note	死亡笔记	デスノート	Death Note	3424
death_stranding	死亡搁浅	デス・ストランディング	Death Stranding	410
debwi_mos_hamyeon_jugneun_byeong_geollim	出道死	出道死	Debut Or Die	0
decoration_disorder_disconnection	DDD(小说)	DDD(小説)	Decoration Disorder Disconnection	39
deep_coma	深昏睡	深昏睡	Deep Coma	5
deepone	DeepOne‐领界侵犯‐	DeepOne‐領界侵犯‐	Deep One	2
degrees_of_lewdity	堕落度	Degrees Of Lewdity	Degrees Of Lewdity	1894
deisui_kanojo	泥醉彼女	泥酔彼女	Deisui Kanojo	1
dekoboko_quartet	凸凹Quartet	凸凹Quartet	Dekoboko Quartet	10
delta_force_(game)	三角洲行动	三角洲行動	Delta Force (Game)	36
deltarune	三角符文	デルタルーン	DELTARUNE	11570
