tag	current_zh	ja	en	post_count
neko_yume_douchuuki	猫梦道中记	猫夢道中記	Neko Yume Douchuuki	2
nekojishi	家有大猫	家有大猫	Nekojishi	185
nekokaburi_no_ikegaya-kun	带着面具的池谷同学	猫かぶりの池ヶ谷くん	Nekokaburi No Ikegaya-kun	2
nekomonogatari	猫物语	猫物語	Nekomonogatari	974
nekomonogatari_white	猫物语白	猫物語白	Nekomonogatari White	80
nekopara	猫娘乐园	ネコぱら	Nekopara	1740
nekumo_wander_project	音云漫步计划	音雲漫歩計画	Nekumo Wander Project	3
nekura_megane	根暗眼镜	根暗眼鏡	Nekura Megane	84
neo-traditionalism_of_japan	伊弉诺物质	伊弉諾物質	Neo-traditionalism Of Japan	143
neo_ranga	南海奇皇	ネオランガ	Neo Ranga	129
neoma	新月Neoma	新月Neoma	Neoma	10
neon_genesis_evangelion	新世纪福音战士	新世紀エヴァンゲリオン	Neon Genesis Evangelion	35810
neon_genesis_evangelion_gakuen_datenroku	学园堕天禄	学園堕天禄	Neon Genesis Evangelion Gakuen Datenroku	121
nephi_anime	尼腓工作室	尼腓工作室	NephiAnime	2
neptune_(series)	超次元游戏海王星	超次元ゲイムネプテューヌ	Hyperdimension Neptunia	14441
netsu_ijou_(utau)	热异常	熱異常	Netsu Ijou	529
neverness_to_everness	异环	異環	NevernessToEverness	2155
new_gods:_nezha_reborn	新神榜：哪吒重生	新神榜:哪吒重生	New Gods: Nezha Reborn	1
new_gods:_yang_jian	新神榜：杨戬	新神榜:楊戩	New Gods: Yang Jian	17
new_super_mario_bros._u_deluxe	新超级马力欧兄弟U 豪华版	NewスーパーマリオブラザーズUデラックス	New Super Mario Bros. U Deluxe	6019
new_testament	新约圣经	新約聖書	New Testament	38
newtype	新人类	ニュータイプ	Newtype	1954
nezha_chuanqi	哪吒传奇	哪吒伝奇	Nezha Chuanqi	10
nezha_conquers_the_dragon_king	哪吒闹海	ナーザの大暴れ	Prince Nezha's Triumph Against Dragon King	9
nezha_zhi_motong_jiangshi	哪吒之魔童降世	哪吒之魔童降世	Ne Zha	296
nhk_(broadcaster)	日本放送协会	日本放送協会	NHK	169
nichijo_gumi	日常组	日常ロック	Nichijo Gumi	10
nichijou	日常	日常(あらゐけいいち)	Nichijou	3352
nichoume_rojiura_tantei_kitan	二丁目路地里探侦奇谭	二丁目路地裏探偵奇譚	Nichoume Rojiura Tantei Kitan	19
nier	尼尔伪装者	ニーア レプリカント	Nier	1842
nier:automata	尼尔机械纪元	ニーアオートマタ	NieR:Automata	14776
nier_(series)	尼尔	ニーア	NieR	16952
nige_jouzu_no_wakagimi	擅长逃跑的少主	逃げ上手の若君	The Elusive Samurai	1624
night_delivery	例外配达	例外配達	Night Delivery	3
night_in_the_woods	林中之夜	ナイト・イン・ザ・ウッズ	Night In The Woods	72
nihonbashi_koukashita_r_keikaku_(vocaloid)	日本桥高架下R计画	日本橋高架下R計画	Nihonbashi Koukashita R Keikaku (vocaloid)	6
nihonkoku_shoukan	日本国召唤	日本国召喚	Nihonkoku Shoukan	2
niizuma_lovely_x_cation	新妻LOVELY×CATION	新妻LOVELY×CATION	Niizuma Lovely X Cation	48
niji_sousaku_(synthesizer_v)	虹搜索	虹捜索	FUN_ARC	1
nijisanji	彩虹社	にじさんじ	Nijisanji	91044
nijisanji_en	彩虹社EN	にじさんじEN	NIJISANJI EN	16734
nijisanji_kr	彩虹社KR	にじさんじKR	Nijisanji KR	1337
nijuuseiki_denki_mokuroku	二十世纪电气目录	二十世紀電氣目録	20th Century Electric Catalog	39
nikkan_bishounen	肉感美少年	肉感美少年	Nikkan Bishounen	1
nikki_(series)	暖暖（系列）	ニキシリーズ	Nikki Series	12312
nikki_up2u2:_world_traveller	暖暖环游世界	ニキ日記~世界旅行編~	Nikki Up2u2: World Traveller	140
nine_sols	九日	九日	Nine Sols	193
ningen_shikkaku	人间失格	人間失格	Ningen Shikkaku	8
ningen_shitsu_satoru_satsujin_kuse	人间失觉杀人癖	人間失覚殺人癖	Ningen Shitsu Satoru Satsujin Kuse	2
ningyo_numa	人鱼沼	人魚沼	Ningyo Numa	30
ninja_must_die	忍者必须死	忍者必须死	Ninja Must Die	1
ninja_ryuuken_den	忍者龙剑传	忍者龍剣伝	Ninja Ryuuken Den	18
ninja_senshi_tobikage	忍者战士飞影	忍者戦士飛影	Ninja Senshi Tobikage	29
ninjago	乐高幻影忍者	ニンジャゴー	Ninjago	352
ninku	忍空	忍空	NINKU	16
ninkyou_tensei	任侠转生	任侠転生	Ninkyou Tensei	4
nintendo	任天堂	任天堂	Nintendo	1830
nioh	仁王	仁王	NIOH	52
nioh_2	仁王2	仁王2	Nioh 2	45
nioh_3	仁王3	仁王3	Nioh 3	4
nippon_sangoku	日本三国	日本三國	Nippon Sangoku	104
nirvana_in_fire	琅琊榜	瑯琊榜	Nirvana In Fire	7
nisekao_(yama)	伪颜	偽顔	Nisekao (yama)	18
nisekoi	伪恋	ニセコイ	Nisekoi	1277
nisemono_ningen_40_gou_(vocaloid)	伪物人间40号	偽物人間40号	Nisemono Ningen 40 Gou (Vocaloid)	3
nisemonogatari	伪物语	偽物語	Nisemonogatari	2403
nishizumi_senshachou-den	西住战车长传	西住戦車長伝	Nishizumi Senshachou-den	2
nishui_han	逆水寒	逆水寒	Nishui Han	32
nisoku_hokou_(vocaloid)	二息步行	二息歩行	Nisoku Hokou	193
nissin	日清食品	日清食品	Nissin	239
nittoku_print	日特印刷	日特印刷	Nittoku Print	5
no.6	未来都市no.6	未来都市no.6	No.6	333
no_game_no_life	游戏人生	ノーゲーム・ノーライフ	No Game No Life	1564
no_more_eiga_dorobou	NO MORE 映画泥棒	NO MORE 映画泥棒	No More Eiga Dorobou	58
noah_fantasy	诺亚幻想	ノアファンタジー	Noah Fantasy	77
nobunaga_concerto	信长协奏曲	信長協奏曲	Nobunaga Concerto	15
nobunaga_tensei	信长转生	信長転生	Nobunaga Tensei	6
noctilucent:_before_dawn	诺提里森	ノクティルセント	Noctilucent: Before Dawn	50
nogizaka46	乃木坂46	乃木坂46	Nogizaka46	63
non_anonymous_instruction	非匿名指令	非匿名指令	Non Anonymous Instruction	5
non_non_biyori	悠哉日常大王	のんのんびより	Non Non Biyori	1335
nongshim	农心	農心	Nongshim	2
norse_mythology	北欧神话	北欧神話	Norse Mythology	130
north_by_northwest	西北偏北	北北西に進路を取れ	North By Northwest	1
novus	纸片人 Novus	紙片人 Novus	Novus	4
now_(manhwa)	傩雨	儺雨	Now	3
noworld	非世创作班	黒室	NoWorld	92
nspcc	全英儿童虐待防止协会	全英児童虐待防止協会	NSPCC	1
nu_carnival	新世界狂欢	NUカーニバル	Nu Carnival	1900
nu_qin_jie_shi_xiuluo_chang	女寝皆是修罗场	女寝皆是修羅場	Nu Qin Jie Shi Xiuluo Chang	19
null_mahou_shoujo	非–魔法少女	非–魔法少女	Null Mahou Shoujo	17
nurse_witch_komugi-chan	魔法护士小麦	ナースウィッチ小麦ちゃんマジカルて	Nurse Witch Komugi	393
nutclear_boom	硬核一中	硬核一中	Nutclear Boom	3
nyakori's_rabbit_doll	喵可莉的兔玩偶	喵可莉的兎玩偶	Nyakori's Rabbit Doll	10
nyantype	娘TYPE	娘TYPE	Nyantype	1715
nyaruru_fishy_fight	咸鱼喵喵	鹹魚喵喵	Nyaruru Fishy Fight	29
oboro_muramasa	胧村正	朧村正	Oboro Muramasa	676
occultic;nine	超自然九人组	オカルティック・ナイン	Occultic;Nine	1171
ochita_yakata_to_ojou-sama	零壹世界与眼镜视界	落ちた館とお嬢様	Ochita Yakata To Ojou-sama	1
octopath_traveler	歧路旅人	オクトパストラベラー	Octopath Traveler	1739
odakyu_electric_railway	小田急电铁	小田急電鉄	Odakyu Electric Railway	15
odd_taxi	odtx腐	オッドタクシー	Odd Taxi	364
odin_sphere	奥丁领域	オーディンスフィア	Odin Sphere	1171
odo_(song)	踊	踊	Odo	88
office_lady_taiwan	台湾靓女OL	台湾靚女OL	Taiwan OL	103
oh!_toumei_ningen	Oh!透明人间	Oh!透明人間	Oh! Toumei Ningen	7
oh_no!_here_comes_trouble	不良执念清除师	不良執念清除師	Oh No! Here Comes Trouble	5
ohaco_virtual	十八番VIRTUAL	十八番VIRTUAL	Ohaco Virtual	6
ohsama_sentai_king-ohger	虫王战队超王者	王様戦隊キングオージャー	Ohsama Sentai King-Ohger	147
oide_yo_mahou_shoujo_mura	魔法少女村	魔法少女村	Oide Yo Mahou Shoujo Mura	21
ojamajo_doremi	小魔女Doremi	おジャ魔女どれみ	Ojamajo Doremi	1237
oka_ranman_(love_live!)	讴歌烂漫	謳歌爛漫	Oka Ranman (Love Live!)	13
ol_shimai	OL姉妹	OL姉妹	OL Shimai	10
old_testament	旧约圣经	旧約聖書	Old Testament	103
olympics	奥林匹克运动会	オリンピック	Olympics	671
olympus_guardian	奥林匹斯星传	奥林匹斯星伝	Olympus Guardian	3
omen_of_the_stars	星预言	星預言	Omen of the Stars	29
omniscient_reader's_viewpoint	全知读者视角	全知的な読者の視点から	Omniscient Reader's Viewpoint	6805
onago_kenkyu_daigaku	女子研究大学	女研	Onago Kenkyu Daigaku	6
onamae_(vocaloid)	御名前	御名前	Onamae (vocaloid)	2
once_human	七日世界	七日世界	Once Human	4
one-punch_man	一拳超人	ワンパンマン	One-Punch Man	8910
one_hundred_thousand_bad_jokes	十万个冷笑话	十万個冷笑話	One Hundred Thousand Bad Jokes	9
one_piece	海贼王	ワンピース	One Piece	55015
one_piece_dream_pointer	航海王梦想指针	航海王夢想指針	One Piece Dream Pointer	7
one_piece_film:_red	航海王：红	RED(ONE PIECE の映画)	Film Red	1281
onegai_my_melody	奇幻魔法Melody	おねがいマイメロディ	Onegai My Melody	399
ongaku_shoujo	音乐少女	音楽少女	Ongaku Shoujo	10
ongeki	音击	オンゲキ	Ongeki	1808
oni_chichi	鬼父	鬼父	Oni Chichi	67
onigiri_(mmorpg)	鬼斩	鬼斬	Onigiri (mmorpg)	35
onihei_hankachou	鬼平犯科帐	鬼平犯科帳	Onihei Hankachou	1
onii-chan_wa_oshimai!	别当欧尼酱了！	お兄ちゃんはおしまい!	Onii-chan Wa Oshimai!	11038
onimonogatari	鬼物语	鬼物語	Onimonogatari	48
onimusha	鬼武者	鬼武者	Onimusha	99
onmyoji	阴阳师	陰陽師	Onmyoji	2656
onmyoji:_the_card_game	阴阳师 百闻牌	陰陽師 百聞牌	Onmyoji: The Card Game	98
onmyoji_arena	决战！平安京	決戦!平安京	Onmyoji Arena	45
onna_kaijin_vs_josou_senshi-kun	女怪人VS女装战士君	女怪人VS女装戦士君	Onna Kaijin Vs Josou Senshi-kun	1
onna_kyoushi	女教师	女教師	Onna Kyoushi	10
ooe_(adelta)	大秽	大穢	Ooe (adelta)	365
ookami_(game)	大神	大神	Okami	1023
ookami_ningen_to_ningen_ookami	狼人与狼女孩	オオカミニンゲンとにんげんおおかみ。	Ookami Ningen To Ningen Ookami	27
ookamiden	大神传	大神伝	Ookamiden	89
ookiku_furikabutte	王牌投手振臂高挥	おおきく振りかぶって	Ookiku Furikabutte	258
oomuro-ke	大室家	大室家	Oomuro-Ke	359
oooku_(manga)	大奥	大奥	Oooku (manga)	2
oounabara_to_wadanohara	大海原与大海原	大海原と大海原	Wadanohara	682
opus:_echo_of_starsong	龙脉常歌	星歌の響き	Opus: Echo Of Starsong	3
ore_monogatari!!	俺物语！！	俺物語!!	Ore Monogatari	40
ore_no_imouto_ga_konna_ni_kawaii_wake_ga_nai	我的妹妹哪有这么可爱！	俺の妹がこんなに可愛いわけがない	Ore No Imouto Ga Konna Ni Kawaii Wake Ga Nai	7835
ore_twintail_ni_narimasu	我要成为双马尾	俺、ツインテールになります。	Ore Twintail Ni Narimasu	604
ore_wa_seikan_kokka_no_akutoku_ryoushu!	星间国家	俺は星間国家の悪徳領主!	Ore Wa Seikan Kokka No Akutoku Ryoushu!	57
orichalcum_reycal	魔偶女战士蕾卡	オリハルコンレイカル	Orichalcum Reycal	48
orient_arcadia	三国志幻想大陆	オリエント・アルカディア	Orient Arcadia	55
origami_warriors	折纸战士	摺紙戰士	Origami Warriors	1
original	原创	オリジナル	original character	1575700
orokamonogatari	愚物语	愚物語	Orokamonogatari	36
orphan's_cradle	异海	異海	Orphan's Cradle	9
os-tan	OS娘	OS娘	OS	4458
osaka_awaking	大阪AWAKING	大阪AWAKING	Osaka Awaking	10
osaka_crisis	大阪CRISIS	大阪CRISIS	Osaka Crisis Kanrakugai Kaihatsu Project	6
osana_reimu	东方幼灵梦	東方幼霊夢	Young Reimu	175
osananajimi_ni_najimitai	两小复无猜	幼なじみになじみたい	Osananajimi Ni Najimitai	56
oshi_no_ko	我推的孩子	推しの子	Oshi no Ko	9410
oshi_no_taisetsuna_hito_ni_narikawaru	取代我推的重要之人	推しの大切な人に成り代わる	Oshi No Taisetsuna Hito Ni Narikawaru	379
osmanthus_(song)	金木犀	金木犀	Osmanthus (song)	6
osomatsu-san	阿松	おそ松さん	Osomatsu-san	5090
osomatsu_(series)	阿松	おそ松さん/くん	Osomatsu	5397
osu!_banchou	押忍！番长	押忍!番長	Osu! Banchou	24
otome_anthology_(love_live!)	乙女词华集	乙女詞華集	Otome Anthology (Love Live!)	22
otome_game_no_hametsu_flag_shika_nai_akuyaku_reijou_ni_tensei_shite_shimatta	转生恶役只好拔除破灭旗帜	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった	Otome Game No Hametsu Flag Shika Nai Akuyaku Reijou Ni Tensei Shite Shimatta	554
otome_kaibou_(vocaloid)	乙女解剖	乙女解剖	Otome Kaibou (vocaloid)	121
otome_no_ken_to_himegoto_concerto	少女之剑与秘密的协奏曲	乙女の剣と秘めごとコンチェルト	Otohime	5
otomekan	音召罐	音召缶	Otomekan	8
otorimonogatari	囮物语	囮物語	Otorimonogatari	124
oudou_yuusha	王道勇者	王道勇者	Oudou Yuusha	1
ougon_musou_kyoku	黄金梦想曲	黄金夢想曲	Ougon Musou Kyoku	56
ouka_houshin	央华封神	央華封神	Ouka Houshin	1
ouka_ryouran_(es-pot)	樱花缭乱	桜花繚乱	Ouka Ryouran (es-pot)	1
ouka_ryouran_(vocaloid)	樱花缭乱	桜花繚乱	Ouka Ryouran (vocaloid)	1
our_crazy_dream	梦我梦中	夢我夢中	Our Crazy Dream	6
ouran_high_school_host_club	樱兰高校男公关部	桜蘭高校ホスト部	Ouran High School Host Club	534
ousama_ren'ai	王样恋爱	王様恋愛	Ousama Ren'ai	9
out_(magazine)	月刊OUT	月刊OUT	OUT	67
out_mark	代号Ring	環形世界	Out Mark	3
ouzoku	王贼	王賊	Ouzoku	17
over_iris_wonderworld	飞跃虹镜	飛躍虹鏡	Over Iris Wonderworld	1
over_the_developed_eden	东方光条阁	東方光条閣	Over The Developed Eden	1
overwatch	守望先锋2	オーバーウォッチ2	Overwatch 2	19882
overwatch_1	守望先锋1			14470
overwatch_2	守望先锋2			1382
owari_no_seraph	终结的炽天使	終わりのセラフ	Owari No Seraph	1138
owarimonogatari	终物语	終物語	Owarimonogatari	571
oyako_rankan	母娘乱馆	母娘乱館	Oyako Rankan	23
p-model	核P-MODEL	核P-MODEL	P-MODEL	38
pachinko_cr_ufo_rush	游砲RUSH	遊砲RUSH	Pachinko Cr Ufo Rush	3
pacific_(kancolle)	美舰本	美艦本	Pacific (kancolle)	413
painter_of_the_night_(manhwa)	夜画帐	夜画帳	Painter Of The Night	5
palworld	幻兽帕鲁	パルワールド	palworld	824
panasonic_corporation	松下电器	パナソニック	Panasonic Corporation	75
pandora_hearts	潘多拉之心	パンドラハーツ	Pandora Hearts	611
panguan	判官	判官	Panguan	13
panty_&_stocking_with_garterbelt	吊带袜天使	パンティ&ストッキングwithガーターベルト	Panty & Stocking with Garterbelt	9100
panzer_maiden	战车少女	戦車少女	PanzerMaiden	5
panzer_waltz	钢铁华尔兹	鋼鉄のワルツ	Panzer Waltz	150
papa_louie_(series)	老爹系列	老爹系列	Papa Louie	27
paper_bride	纸嫁衣	紙嫁衣	Paper Bride	7
paper_bride_7	纸嫁衣7	紙嫁衣7	Paper Bride 7	7
paper_mario_(series)	纸片马力欧	ペーパーマリオ	Paper_mario	1576
paralreturners	异箱团	異箱團	ParalReturners	1
paripi_koumei	派对浪客诸葛孔明	パリピ孔明	Ya Boy Kongming!	331
parkour_civilization	跑酷文明	跑酷文明	Parkour Civilization	83
pastelia_stories	轮回与梦之旅人	輪迴与夢之旅人	Pastelia Stories	1
path_to_nowhere	无期迷途	無期迷途	PathToNowhere	6044
pc-genjin	PC原人	PC原人	PC Genjin	7
peace_maker_kurogane	PEACEMAKER铁	Peace Maker 鐵	Peace Maker Kurogane	52
penny's_box	潘妮的宝盒	潘妮的宝盒	Penny's Box	2
peppa_pig_(series)	小猪佩奇	ペッパピッグ	Peppa Pig	108
perfect_cherry_blossom	东方妖妖梦	東方妖々夢	Perfect Cherry Blossom	1147
perfect_memento_in_strict_sense	东方求闻史纪	東方求聞史紀	Perfect Memento In Strict Sense	25
persona	女神异闻录	ペルソナ	Persona	49220
persona_2	女神异闻录2	ペルソナ2	Persona 2	1005
persona_3	女神异闻录3	ペルソナ3	Persona 3	15861
persona_3_portable	女神异闻录3 携带版	ペルソナ3ポータブル	Persona 3 Portable	3099
persona_3_reload	女神异闻录3 Reload	ペルソナ3リロード	Persona 3 Reload	1872
persona_4	女神异闻录4	ペルソナ4	Persona 4	15907
persona_5	女神异闻录5	ペルソナ5	Persona 5	17619
persona_5:_the_phantom_x	女神异闻录夜幕魅影	ペルソナ5X	Persona 5: The Phantom X	865
persona_5_the_royal	女神异闻录5皇家版	ペルソナ5ロイヤル	Persona 5 The Royal	2407
persona_6	女神异闻录6	ペルソナ6	Persona 6	12
pet_(ranjou_miyake)	思维覆写	ペット	Pet (ranjou Miyake)	8
petit_planet	星布谷地	プチプラネット	Petit Planet	29
phantasmagoria_of_dim.dream	梦时空	夢時空	Phantasmagoria Of Dim.dream	391
phantasmagoria_of_flower_view	东方花映冢	東方花映塚	Phantasmagoria of Flower View	424
phantasy_star	梦幻之星	ファンタシースター	Phantasy Star	5993
phantasy_star_online_2	梦幻之星online2	ファンタシースターオンライン2	PSO2	5006
phantom_blade_(game)	影之刃	ファントムブレイド	Phantom Blade	78
phantom_blade_2	影之刃2	影之刃2	Phantom Blade 2	3
phantom_blood	幻影之血	ファントムブラッド	Phantom Blood	4863
phantom_blood_(movie)	幻影之血（电影）	幻影之血(電影)	Phantom Blood	32
phantom_busters	幻影敢死队	ファントムバスターズ	Phantom Busters	126
phantom_of_the_kill	杀戮魅影	ファントムオブキル	Phantom Of The Kill	1894
phantom_quest_corps	幽幻怪社	幽幻怪社	Phantom Quest Corps	3
phantomoon	映月城与电子姬	映月城与电子姬	Phantomoon	1
phoenix_(love_live!)	PHOENIX(钟岚珠)	PHOENIX(鐘嵐珠)	Phoenix	59
phoenix_wright:_ace_attorney_-_dual_destinies	逆转裁判5	逆転裁判5	Phoenix Wright: Ace Attorney - Dual Destinies	612
phoenix_wright:_ace_attorney_-_justice_for_all	逆转裁判2	逆転裁判2	Phoenix Wright: Ace Attorney - Justice For All	198
phoenix_wright:_ace_attorney_-_spirit_of_justice	逆转6	逆転裁判6	Phoenix Wright: Ace Attorney - Spirit Of Justice	451
phoenix_wright:_ace_attorney_-_trials_and_tribulations	逆转裁判3	逆転裁判3	Phoenix Wright: Ace Attorney - Trials And Tribulations	517
photon_angels	音速少女队2	音速少女隊	Photon Angels	2
piajong	Pia♥雀	Pia♥雀	Piajong	8
piaomiao_fengyan	飘渺烽烟	飄渺烽煙	Piaomiao Fengyan	1
pikmin_(series)	皮克敏	ピクミン	Pikmin	3684
pili_budaixi	霹雳布袋戏	霹靂布袋戯	Pili Puppetry	66
pili_fantasy	刀说异数	霹靂英雄戦紀之刀説異数	Pili Fantasy	3
pinocchio_(disney_movie)	木偶奇遇记（迪士尼）	ピノキオ(ディズニー)	Pinocchio	80
piofiore_no_bansho	虔诚之花的晚钟	ピオフィオーレの晩鐘	Piofiore No Bansho	71
pirates_of_the_caribbean	加勒比海盗	パイレーツ・オブ・カリビアン	Pirates Of The Caribbean	157
pixar	皮克斯	ピクサー	Pixar	37
pixiv_fairy	PixivFairy育成企画	PixivFairy育成企画	Pixiv Fairy	13
pixiv_fantasia_t	PFT新津新天地编	pixivファンタジアT	Pixiv Fantasia T	758
pixiv_mahou_gakuen	Pixiv魔砲学园	Pixiv魔砲学園	Pixiv Mahou Gakuen	89
pixiv_orphanage	【pixiv孤儿院(R-18)】	【pixiv孤児院(R-18)】	Pixiv Orphanage	1
pixiv_shujuu_monogatari	【主从物语】	【主従物語】	Pixiv Shujuu Monogatari	1
pizza_tower	披萨塔	ピザ・タワー	Pizza Tower	282
plague_inc.	传染病株式会社	伝染病株式会社	Plague Inc.	2
planescape:_torment	异域镇魂曲	異域鎮魂曲	Planescape: Torment	18
plant_dolls	观用少女	観用少女	dolls	2
plants_vs._zombies	植物大战僵尸	プラントvs.ゾンビ	Plants vs. Zombies	1362
plants_vs._zombies_2	植物大战僵尸2	植物大戦殭屍2	Plants Vs Zombies 2	357
plantus-ui_jeongwon	关于外星人空降地球邀请我做挚友这件诡事	プランタースの庭園	Plantus-ui Jeongwon	2
plaything	玩物	玩物	Plaything	19
pleasant_goat_and_big_big_wolf	喜羊羊与灰太狼	喜羊羊与灰太狼	Pleasant Goat And Big Big Wolf	52
please_bully_me_miss_villainess!	请欺负我吧，恶役小姐！	請欺負我吧,悪役小姐!	Please Bully Me Miss Villainess!	22
po_yun	破云	破雲	Po Yun	4
pokapoka_no_hoshi_(vocaloid)	暖暖的星	ぽかぽかの星	Pokapoka No Hoshi (vocaloid)	11
pokemon	宝可梦	ポケットモンスター	Pokémon	409303
pokemon:_let's_go_pikachu!_and_let's_go_eevee!	精灵宝可梦 Let's Go！皮卡丘和伊布	ピカブイ	LPLE	1849
pokemon_(anime)	宝可梦（动画）	ポケットモンスター(アニポケ)	Pokemon Anime	27569
pokemon_(classic_anime)	宝可梦（无印篇）	ポケットモンスター(アニポケ第1シリーズ)	Pokemon (Classic Anime)	5414
pokemon_adventures	精灵宝可梦特别篇	ポケットモンスターSPECIAL	Pokemon Adventures	4721
pokemon_black_2_and_white_2	精灵宝可梦 黑2/白2	ポケモンBW2	Pokemon Black 2 And White 2	13135
pokemon_black_and_white	精灵宝可梦 黑/白	ポケモンbw	Pokémon Black And White	19539
pokemon_diamond/pearl/platinum	精灵宝可梦 钻石/珍珠/白金	ポケモンDPt	DPt	16911
pokemon_dp_(manga)	DP物语	DP物語	Pokemon DP	0
pokemon_emerald	精灵宝可梦绿宝石	ポケットモンスターエメラルド	Pokémon Emerald	1299
pokemon_firered_and_leafgreen	精灵宝可梦 火红·叶绿	ポケットモンスターファイアレッド	Pokemon FireRed And LeafGreen	7186
pokemon_go	精灵宝可梦GO	ポケモンGO	Pokemon GO	1865
pokemon_heartgold_and_soulsilver	精灵宝可梦 心金/魂银	ポケモンHGSS	Pokémon HeartGold and SoulSilver	9923
pokemon_horizons	宝可梦地平线	ポケットモンスター(アニポケ第8シリーズ)	Pokemon Horizons	4900
pokemon_journeys	宝可梦 旅途	ポケットモンスター(アニポケ第7シリーズ)	Pokémon Journeys	3487
pokemon_legends:_arceus	宝可梦传说 阿尔宙斯	ポケモンレジェンズアルセウス	Pokemon Legends: Arceus	9606
pokemon_legends:_z-a	宝可梦传说ZA	ポケモンレジェンズZA	Pokemon Legends: Z-A	14013
pokemon_masters_ex	精灵宝可梦大师EX	ポケモンマスターズ EX	Pokémon Masters EX	10295
pokemon_mystery_dungeon	宝可梦不可思议的迷宫	ポケモン不思議のダンジョン	Pokemon Mystery Dungeon	1295
pokemon_mystery_dungeon:_rescue_team_dx	救助队DX	救助隊DX	Pokemon Mystery Dungeon: Rescue Team DX	88
pokemon_omega_ruby_and_alpha_sapphire	精灵宝可梦 欧米茄红宝石/阿尔法蓝宝石	オメガルビー	Pokemon Omega Ruby And Alpha Sapphire	8695
pokemon_platinum	精灵宝可梦白金	ポケットモンスタープラチナ	Pokemon Platinum	2106
pokemon_red/green/blue/yellow	精灵宝可梦 红/绿/蓝/黄	ポケモンRGB	Pokemon Red Green Blue Yellow	3842
pokemon_ruby/sapphire/emerald	精灵宝可梦 红宝石·蓝宝石·绿宝石	ルビサファ	RSE	5625
pokemon_scarlet_and_violet	宝可梦朱紫	ポケモンSV	PokemonScarletViolet	32674
pokemon_sun_and_moon	精灵宝可梦 太阳/月亮	ポケットモンスターサン・ムーン	Pokemon Sun and Moon	24450
pokemon_sword_and_shield	宝可梦剑盾	ポケモン剣盾	Pokemonswordandshield	34684
pokemon_tcg	宝可梦集换式卡牌游戏	ポケモンカードゲーム	Pokemon Tcg	4682
pokemon_the_series:_black_&_white	超级愿望	ベストウイッシュ	Pokemon The Series: Black & White	1137
pokemon_the_series:_diamond_and_pearl	精灵宝可梦：钻石与珍珠	アニポケDP	Pokemon The Series: Diamond And Pearl	2131
pokemon_the_series:_ruby_and_sapphire	宝可梦超世代	アドバンスジェネレーション	Pokemon The Series: Ruby And Sapphire	1650
pokemon_the_series:_sun_&_moon	宝可梦太阳&月亮	ポケットモンスターサン&ムーン	Pokemon The Series: Sun & Moon	4273
pokemon_the_series:_xy	精灵宝可梦XY	XY(アニポケ)	Pokemon The Series: XY	2731
pokemon_ultra_sun_and_ultra_moon	精灵宝可梦 究极之日·究极之月	ポケモンUSM	Pokemon Ultra Sun And Ultra Moon	1138
pokemon_unite	宝可梦大集结	ポケモンユナイト	Pokemon UNITE	1166
pokemon_x_and_y	精灵宝可梦 X/Y	ポケモンXY	Pokemon X And Y	12187
pony.mov	电锯小蝶	電鋸小蝶	Pony.mov	5
poptepipic	POP子和PIPI美的日常	ポプテピピック	Pop Team Epic	3034
popucom	泡姆泡姆	泡姆泡姆	Popucom	11
portrait_of_exotic_girls	蓬莱少女绘幻想	蓬莱少女絵幻想	Portrait Of Exotic Girls	306
power_of_three	三力量	三力量	Power of Three	55
power_rangers	金刚战士系列	パワーレンジャー	PowerRangers	326
powerpuff_girls	飞天小女警	パワーパフガールズ	Powerpuff Girls	1828
precure	光之美少女	プリキュア	PreCure	68817
pretty_rhythm	美妙旋律	プリティーリズム	Pretty Rhythm	1365
pretty_series	星光系列	プリティーシリーズ	Pretty Series	10696
princess_connect!	公主连结	プリンセスコネクト!Re:Dive	Princess Connect! Re:Dive	27703
princess_principal	公主准则	プリンセス・プリンシパル	Princess Principal	1395
pripara	美妙天堂	プリパラ	Pripara	6717
prison_boys	监狱少年	監獄少年	Prison Boys	8
prison_school	监狱学园	監獄学園	Prison School	499
prisoners_of_power	收容所惑星	収容所惑星	Prisoners of Power	1
produce_camp_2020	创造营2020	創造営2020	Produce Camp 2020	4
professor_layton	雷顿教授	レイトン教授	Professor Layton	352
project_a	A计划	プロジェクトA	Project A	4
project_diva_(series)	初音未来歌姬计划		Project DIVA	3945
project_itoh	伊藤计划	伊藤計劃	Project Itoh	20
project_karibito	狩人计划	狩人計画	Project Karibito	23
project_moon	月亮计划	プロジェクトムーン	Project Moon	48104
project_sekai	世界计划	プロジェクトセカイ	Hatsune Miku: Colorful Stage!	29966
project_soul	代号境	代号境	Project Soul	45
project_winter	V雪人狼	V雪人狼	Project Winter	48
promare	普罗米亚	プロメア	Promare	3040
providence_project	普罗维登	Providence企划	Providence Project	41
proxima_sector	比邻星域	比鄰星域	Proxima Sector	6
pukey_goddess_shot_trick	酒鬼女神的酒诡	ピューキーゴッデスショットトリック	PUKEY GODDESS SHOT TRICK	550
punishing:_gray_raven	战双帕弥什	パニシング:グレイレイヴン	Punishing: Gray Raven	8701
purple_haze_feedback	恬不知耻的紫烟	恥知らずのパープルヘイズ	Purple Haze Feedback	61
