tag	current_zh	ja	en	series	post_count
tsurumaru_kuninaga	鹤丸国永	鶴丸国永	Tsurumaru Kuninaga		1409
tsurumaru_tsuyoshi_(umamusume)	鹤丸刚志	ツルマルツヨシ（ウマ娘プリティーダービー）	Tsurumaru Tsuyoshi	闪耀!优俊少女	504
tsurumi_chiriko	鹤见知利子	鶴見知利子	Tsurumi Chiriko		287
tsurumi_tokushirou	鹤见笃四郎	鶴見篤四郎	Tsurumi Tokushirou		354
tsuruya	鹤屋	鶴屋さん	Tsuruya		1231
tsushima_(kancolle)	对马	対馬	Tsushima		1361
tsushima_yoshiko	津岛善子	津島善子	Tsushima Yoshiko		4581
tsutsukakushi_tsukiko	筒隐月子	筒隠月子	Tsutsukakushi Tsukiko		456
tuesday_(reverse:1999)	蓝手帕	チューズデー	Tuesday	重返未来1999	457
turbo_byakuren	深秘录白莲	OL白蓮	Turbo Byakuren		296
tusk_(stand)	牙	牙	Tusk		337
twilight_(spy_x_family)	黄昏	ロイヨル	Twilight	间谍过家家	4832
twilight_sparkle	暮光闪闪	トワイライト・スパークル	Twilight Sparkle		928
twin_turbo_(umamusume)	双涡轮	ツインターボ	Twin Turbo	闪耀!优俊少女	3334
ty_lee	泰丽	泰麗	Ty Lee		294
type_100_(girls'_frontline)	百式（少女前线）	一〇〇式(ドールズフロントライン)	Type 100	少女前线	314
type_97_(girls'_frontline)	97式	97式自動歩槍	Type 97	少女前线	683
typhon_(arknights)	提丰	提豊	Typhon	明日方舟	1126
u-1146	1146番	1146番	U-1146		367
u-1196	白血球U-1196番	白血球(はたらく細胞BLACK)	U-1196		282
ubel_(sousou_no_frieren)	乌贝尔	ユーベル	Ubel	葬送的芙莉莲	2557
uchi_emiri	内笑美莉	内笑美莉	Uchi Emiri		853
uchida_momo	内田桃	内田桃	Uchida Momo		297
uchiha_itachi	宇智波鼬	うちはイタチ	Uchiha Itachi		921
uchiha_madara	宇智波斑	うちはマダラ	Uchiha Madara		319
uchiha_obito	宇智波带土	うちはオビト	Uchiha Obito		649
uchiha_sarada	宇智波佐良娜	うちはサラダ	Uchiha Sarada		1279
uchiha_sasuke	宇智波佐助	うちはサスケ	Uchiha Sasuke		4624
udagawa_tomoe	宇田川巴	ともひま	Udagawa Tomoe		729
uehara_ayumu	上原步梦	上原歩夢	Uehara Ayumu		3570
uguisumaru	莺丸（刀剑乱舞）	鶯丸	Uguisumaru		361
ui_(blue_archive)	古关忧	古關ウイ	Ui	碧蓝档案	5177
ui_(swimsuit)_(blue_archive)	古关忧（泳装）	古関ウイ	Ui (swimsuit)	碧蓝档案	1279
ujimatsu_chiya	宇治松千夜	宇治松千夜	Ujimatsu Chiya		2238
ukinami_yuzuha	浮波柚叶	浮波柚葉	Ukinami Yuzuha		3034
ukinami_yuzuha_(tanuki_in_broad_daylight)	柚叶•晴空化狸	晴天の化け狸	Ukinami Yuzuha		830
ukuru_(kancolle)	鹈来	鵜来	Ukuru		529
ulpianus_(arknights)	乌尔比安	ウルピアヌス	Ulpianus	明日方舟	362
ulrich_von_hutten_(azur_lane)	乌尔里希·冯·胡滕	ウルリッヒ・フォン・フッテン	Ulrich Von Hutten	碧蓝航线	908
ultimate_madoka	圆神	まど神	Ultimate Madoka		4908
ultraman	奥特曼	ウルトラマン	Ultraman		489
umbreon	月精灵	ブラッキー	Umbreon		3708
umika_(blue_archive)	里滨海香	里浜ウミカ	Umika	碧蓝档案	472
umikaze_(kancolle)	海风（舰队Collection）	海風	Umikaze		1531
umikaze_kai_ni_(kancolle)	海风改二	海風改二	Umikaze Kai Ni		330
ump9_(girls'_frontline)	莱娜（少女前线）	UMP9(ドールズフロントライン)	Ump9	少女前线	2842
undertaker_(elden_ring)	葬仪屋（艾尔登法环）	葬儀屋	Undertaker	艾尔登法环	315
undyne	鱼姐	アンダイン	Undyne		992
unicorn_(azur_lane)	独角兽（碧蓝航线）	ユニコーン（アズールレーン）	Unicorn	碧蓝航线	3676
unicorn_(long-awaited_date)_(azur_lane)	憧憬的约会日	憧れの遊園地	Unicorn (long-awaited Date)	碧蓝航线	312
united_kingdom_(hetalia)	亚瑟•柯克兰	アーサー・カークランド	United Kingdom		2128
unohana_retsu	卯之花烈	卯ノ花烈	Unohana Retsu		656
unryuu_(kancolle)	云龙（舰队Collection）	雲龍	Unryuu		2831
unzen_(azur_lane)	云仙	雲仙(アズールレーン)	Unzen	碧蓝航线	405
urahara_kisuke	浦原喜助	浦原喜助	Urahara Kisuke		306
urakaze_(kancolle)	浦风（舰队Collection）	浦風（舰队Collection）	Urakaze		3016
uranami_(kancolle)	浦波（舰队Collection）	浦波	Uranami		655
uraraka_ochaco	丽日御茶子	麗日お茶子	Uraraka Ochaco		5887
urashima_kotetsu	浦岛虎彻	浦島虎徹	Urashima Kotetsu		290
uruha_rushia	润羽露西娅	潤羽るしあ	Uruha Rushia		4695
uruha_rushia_(1st_costume)	润羽露西亚				1745
urushibara_luka	漆原琉华	漆原るか	Urushibara Luka		746
usada_hikaru	兔田光	うさだヒカル	Usada Hikaru		1132
usada_pekora	兔田佩克拉	兎田ぺこら	Usada Pekora		11938
usada_pekora_(1st_costume)	兔田佩克拉（初始服装）	兎田ぺこら(通常)	Usada Pekora		4873
usagi_(chiikawa)	乌萨奇	うさぎ(ちいかわ)	Usagi		281
usami_renko	宇佐见莲子	宇佐見蓮子	Usami Renko		15475
usami_sumireko	宇佐见堇子	宇佐見菫子	Usami Sumireko		4271
usami_taiga	宇佐美大河	宇佐美大河	Usami Taiga		302
ushi_gozen_(fate)	丑御前(Fate)	醜御前(Fate)	Ushi Gozen		323
ushio_(swimsuit)_(kancolle)	潮（水着）	潮(水着)	Ushio (swimsuit)		344
ushio_kai_ni_(kancolle)	潮改二	潮改二	Ushio Kai Ni		547
ushiromiya_ange	右代宫缘寿	右代宮縁寿	Ushiromiya Ange		1881
ushiromiya_battler	右代宫战人	右代宮戦人	Ushiromiya Battler		2499
ushiromiya_eva	右代宫绘羽	右代宮絵羽	Ushiromiya Eva		482
ushiromiya_george	右代宫让治	右代宮譲治	Ushiromiya George		317
ushiromiya_jessica	右代宫朱志香	右代宮朱志香	Ushiromiya Jessica		907
ushiromiya_kyrie	右代宫雾江	右代宮霧江	Ushiromiya Kyrie		315
ushiromiya_lion	右代宫理御	右代宮理御	Ushiromiya Lion		579
ushiromiya_natsuhi	右代宫夏妃	右代宮夏妃	Ushiromiya Natsuhi		586
ushiromiya_rosa	右代宫楼座	右代宮楼座	Ushiromiya Rosa		608
ushiwakamaru_(fate)	牛若丸（Fate）	牛若丸（Fate）	Ushiwakamaru		2435
ushiwakamaru_(swimsuit_assassin)_(first_ascension)_(fate)	牛若丸水着（一次再临）	牛若丸水着（一次再临）	Ushiwakamaru (swimsuit Assassin) (first Ascension)		349
ushizaki_urumi	牛崎润美	牛崎潤美	Ushizaki Urumi		1244
usopp	乌索普	ウソップ	Usopp		1872
usugumo_(kancolle)	薄云	薄雲	Usugumo		566
uta_(one_piece)	乌塔	ウタ(ONEPIECE)	Uta	海贼王	1271
utage_(arknights)	宴	宴	Utage	明日方舟	1740
utage_(summer_flowers)_(arknights)	夏卉FA661	夏の花弁FA661	Utage (summer Flowers)	明日方舟	615
utaha_(blue_archive)	白石歌原	白石ウタハ	Utaha	碧蓝档案	814
utsugi_kotoko	空木言子	空木言子	Utsugi Kotoko		313
utsugi_noriyuki	宇津木德幸	宇津木徳幸	Utsugi Noriyuki		3664
utsugi_uyu	羽继乌有	羽継烏有	Utsugi Uyu		313
utsugi_yuuki	宇津木优木	宇津木優木	Utsugi Yuuki		791
utsumi_sakura	内海樱	うつみ桜	Utsumi Sakura		887
uzui_tengen	宇髓天元	宇髄天元	Uzui Tengen		470
uzuki_(cookie)	宇月幸成	宇月幸成	Uzuki		730
uzuki_(kancolle)	卯月（舰队Collection）	卯月（舰队Collection）	Uzuki		3043
uzumaki_boruto	漩涡博人	うずまきボルト	Uzumaki Boruto		1074
uzumaki_himawari	漩涡向日葵	うずまきヒマワリ	Uzumaki Himawari		514
uzumaki_kushina	漩涡玖辛奈	うずまきクシナ	Uzumaki Kushina		444
uzumaki_naruto	漩涡鸣人	うずまきナルト	Uzumaki Naruto		5802
valkyrie_(apex_legends)	瓦尔基里	ヴァルキリー（エーペックスレジェンズ）	Valkyrie		560
vampy	斑比	ヴァンピィ	Vampy		751
van_gogh_(fate)	梵高	クリュティエ=ヴァン・ゴッホ	Van Gogh		1089
vanessa_(kof)	温妮莎	温妮莎	Vanessa		298
vaporeon	水伊布	シャワーズ	Vaporeon		3060
varesa_(genshin_impact)	瓦雷莎	ヴァレサ	Varesa	原神	1502
varka_(genshin_impact)	法尔伽	ファルカ	Varka	原神	966
vash_the_stampede	瓦修	ヴァッシュ・ザ・スタンピード	Vash The Stampede		1683
vector_(girls'_frontline)	维克托	Vector(ドールズフロントライン)	Vector	少女前线	718
vegeta	贝吉塔	ベジータ	Vegeta		3195
vegetto	贝吉特	ベジット	Vegetto		1095
velina_airgid	维琳娜	ヴェリナ	Velina Airgid		2096
venat_(ff14)	维涅斯	ヴェーネス（最终幻想14）	Venat		1108
venom_(marvel)	毒液	ヴェノム	Venom	漫威	1198
venti_(genshin_impact)	高天的歌者	高天的歌者	Venti	原神	8429
venusaur	妙蛙花	フシギバナ	Venusaur		1308
vepley_(girls'_frontline_2)	维普蕾（少女前线2）	ヴェプリー(ドールズフロントライン2)	Vepley		294
vera_(pgr)	薇拉（战双帕弥什）	ヴィラ（战双帕弥什）	Vera		475
vergil_(devil_may_cry)	维吉尔（鬼泣）	バージル（鬼泣）	Vergil		1705
vergilius_(project_moon)	维吉里乌斯	維吉里烏斯	Vergilius	月亮计划	486
verina_(wuthering_waves)	维里奈	ヴェリーナ	Verina	鸣潮	308
vermeil_(arknights)	红云	ヴァーミル	Vermeil	明日方舟	469
vertin_(reverse:1999)	维尔汀	ヴェルティ	Vertin	重返未来1999	3058
veyle_(fire_emblem)	贝珥	ヴェイル	Veyle	火焰纹章	766
victorious_(azur_lane)	胜利	ヴィクトリアス（アズールレーン）	Victorious	碧蓝航线	456
vigil_(arknights)	舟德莱	ヴィジル	Vigil	明日方舟	323
vigna_(arknights)	红豆（明日方舟）	ヴィグナ	Vigna	明日方舟	675
vikala_(granblue_fantasy)	碧卡拉	碧卡拉	Vikala	碧蓝幻想	1503
viktor_nikiforov	维克托·尼基福罗夫	ヴィクトル・ニキフォロフ	Viktor Nikiforov		1952
vila_(reverse:1999)	维拉（重返未来1999）	維拉	Vila	重返未来1999	504
vill-v	维尔薇	ヴィルヴィ	Vill-v		680
vincent_valentine	文森特·瓦伦泰	ヴィンセント・ヴァレンタイン	Vincent Valentine		1700
vinegar_doppio	威尼卡·托比欧	ヴィネガー・ドッピオ	Vinegar Doppio		737
vinsmoke_reiju	文斯莫克·蕾玖	ヴィンスモーク・レイジュ	Vinsmoke Reiju		336
viola_(bang_dream!)	薇欧拉	ビオラ（バンドリ）	Viola		440
violet_evergarden	薇尔莉特·伊芙加登	ヴァイオレット・エヴァーガーデン	Violet Evergarden		1212
viper_(nikke)	毒蛇	バイパー	Viper		1154
viper_(valorant)	蝰蛇	ヴァイパー	Viper	无畏契约	287
vira_(granblue_fantasy)	维拉（碧蓝幻想）	ヴィーラ・リーリエ	Vira	碧蓝幻想	1038
virgilia_(umineko)	瓦尔基莉亚	ワルギリア	Virgilia		549
virtuosa_(arknights)	塑心	ヴィルトゥオーサ	Virtuosa	明日方舟	2054
vita_(honkai_impact)	薇塔	ヴィータ(崩壊3rd)	Vita		865
vita_(nanoha)	维塔	ヴィータ	Vita		1939
vittorio_veneto_(azur_lane)	维托里奥·维内托（碧蓝航线）	ヴィットリオ・ヴェネト(アズールレーン)	Vittorio Veneto	碧蓝航线	415
vivian_banshee	薇薇安	ビビアン・バンシー	Vivian Banshee		4733
viviana_(arknights)	薇薇安娜	ヴィヴィアナ(アークナイツ)	Viviana	明日方舟	740
vivio	维维欧	高町ヴィヴィオ	Vivio		1929
vivlos_(umamusume)	比布鲁斯	ヴィブロス（ウマ娘プリティーダービー）	Vivlos	闪耀!优俊少女	2534
vlad_iii_(fate/apocrypha)	弗拉德三世（fate/apocrypha）	ヴラド三世(Fate)	Vlad Iii		492
vodka_(umamusume)	伏特加（闪耀！优俊少女）	ウオッカ（ウマ娘プリティーダービー）	Vodka	闪耀!优俊少女	3584
vodyanitsa_(genshin_impact)	沃雅妮莎	ヴォジャニーツァ	Vodyanitsa	原神	554
void_shiki	两仪式	両儀式	Void Shiki		555
volo_(pokemon)	沃洛	ウォロ	Volo	宝可梦	1250
von_lycaon	冯·莱卡恩	フォン・ライカン	Von Lycaon		2485
voyager_(reverse:1999)	远旅	ボイジャー(リバース:1999)	Voyager	重返未来1999	846
vsk-94_(girls'_frontline)	VSK-94(少女前线)	VSK-94(ドールズフロントライン)	Vsk-94	少女前线	904
vulpisfoglia_(arknights)	忍冬	ウルピスフォリア	Vulpisfoglia	明日方舟	1806
vulpix	六尾	ロコン	Vulpix		1232
vyn_richter_(tears_of_themis)	森月黎	森月黎	Vyn Richter	未定事件簿	464
waai_fu_(arknights)	槐琥	槐琥	Waai Fu	明日方舟	646
wadanohara	大海原	大海原	Wadanohara		405
waguri_kaoruko	和栗薰子	和栗薫子	Waguri Kaoruko		369
wakaba_(kancolle)	若叶	若葉	Wakaba		704
wakaba_mutsumi	若叶睦	若葉睦	Wakaba Mutsumi		7464
wakabayashi_tomoka	若林智香	若林智香	Wakabayashi Tomoka		295
wakamo_(blue_archive)	狐坂若藻	狐坂ワカモ	Wakamo	碧蓝档案	4220
wakasa_yuuri	若狭悠里	若狭悠裏	Wakasa Yuuri		378
wamuu	瓦姆乌	ワムウ	Wamuu		504
wanderer_(genshin_impact)	流浪者	放浪者（原神）	Wanderer	原神	15073
wang_liu_mei	王留美	ワン・リューミン	Wang Liu Mei		502
wang_yujia	王雨嘉	王雨嘉	Wang Yujia		646
warabeda_meiji	童田明治	童田明治	Warabeda Meiji		362
warfarin_(arknights)	华法琳	ワルファリン	Warfarin	明日方舟	979
warlock_(ragnarok_online)	术士	ウォーロック（ラグナロクオンライン）	Warlock	仙境传说	1055
warspite_(azur_lane)	厌战（碧蓝航线）	ウォースパイト（アズールレーン）	Warspite	碧蓝航线	555
warspite_(kancolle)	厌战（舰队Collection）	ウォースパイト（舰队Collection）	Warspite		3205
washington_(azur_lane)	华盛顿（碧蓝航线）	ワシントン（アズールレーン）	Washington	碧蓝航线	304
watarai_hibari	渡会云雀	わたらいらすと	Watarai Hibari		471
watarase_jun	渡良濑准	渡良瀬準	Watarase Jun		469
watatsuki_no_yorihime	绵月依姬	綿月依姫	Watatsuki No Yorihime		2089
watson_amelia	华生·阿米莉亚	ワトソン・アメリア	Watson Amelia		7307
wattson_(apex_legends)	瓦特森	ワットソン	Wattson		1887
waver_velvet	韦伯·维尔维特	ウェイバー・ベルベット	Waver Velvet		3353
weapon_merchant_cattleya	武器屋	武器屋	Weapon Merchant Cattleya		375
weather_report	天气预报	ウェザー・リポート	Weather Report		436
weedy_(arknights)	温蒂（明日方舟）	ウィーディ	Weedy	明日方舟	659
wei_wuxian	魏无羡	魏無羨	Wei Wuxian		5225
weiss_schnee	维斯·施尼	ワイス・シュニー	Weiss Schnee		3575
welrod_mkii_(girls'_frontline)	维尔德MkII	ウェルロッドMkII	Welrod Mkii	少女前线	717
welt_yang	瓦尔特·杨	ヴェルト・ヨウ	Welt Yang		820
whislash_(arknights)	鞭刃	ウィスラッシュ	Whislash	明日方舟	1162
whisperain_(arknights)	絮雨	ウィスパーレイン	Whisperain	明日方舟	596
white_blood_cell_(hataraku_saibou)	白血球	白血球(はたらく細胞)	White Blood Cell	工作细胞	680
white_rabbit_(alice_in_wonderland)	白兔	ホワイト・ラビット	White Rabbit		1134
willow_(reverse:1999)	笃笃骨	ヴィロー	Willow	重返未来1999	296
windsong_(reverse:1999)	北方哨歌	スヴィスティ	Windsong	重返未来1999	566
wingull	浮浮鸥	キャモメ	Wingull		1159
winning_ticket_(umamusume)	胜利奖券	ウイニングチケット（ウマ娘プリティーダービー）	Winning Ticket	闪耀!优俊少女	1692
winry_rockbell	温莉·罗克贝尔	ウィンリィ・ロックベル	Winry Rockbell		1244
wis'adel_(arknights)	维什戴尔	ウィシャデル	Wis'adel	明日方舟	688
wise_(peaceful_waves)_(zenless_zone_zero)	浪影闲庭	浪影閒庭	Wise (peaceful Waves)	绝区零	420
wise_(soaring_crane)_(zenless_zone_zero)	哲（鹤唳青霄）	哲(鶴唳青霄)	Wise (soaring Crane)	绝区零	489
wise_(zenless_zone_zero)	哲	アキラ（ゼンレスゾーンゼロ）	Wise	绝区零	9278
wo-class_aircraft_carrier	WO级航空母舰	空母ヲ級	Wo-class Aircraft Carrier		4675
wolfgang_amadeus_mozart_(fate)	沃尔夫冈·阿马德乌斯·莫扎特	ヴォルフガング・アマデウス・モーツァルト	Wolfgang Amadeus Mozart		453
wolverine_(x-men)	金刚狼	ウルヴァリン	Wolverine		2259
wonder_acute_(umamusume)	奇锐骏	ワンダーアキュート（ウマ娘プリティーダービー）	Wonder Acute	闪耀!优俊少女	936
wooper	泥泥怪	ウパー	Wooper		1151
wraith_(apex_legends)	恶灵	レネイ・ブラジー	Wraith		1690
wriggle_nightbug	莉格露·奈特巴格	リグル・ナイトバグ	Wriggle Nightbug		10360
wriothesley_(genshin_impact)	莱欧斯利	莱欧斯利	Wriothesley	原神	2251
wu_zetian_(fate)	武则天（Fate）	武則天	Wu Zetian		1222
wuxian_(the_legend_of_luo_xiaohei)	无限	無限	Wuxian	罗小黑战记	771
wylder_(elden_ring)	追踪者	追跡者（エルデンリング）	Wylder	艾尔登法环	531
x_(mega_man)	艾克斯	エックス（mega man）	X		2203
x_(reverse:1999)	重返未来x	X(リバース:1999)	X	重返未来1999	468
xander_(aotu_world)	赞德	X天使	Xander	凹凸世界	366
xavier_(love_and_deepspace)	沈星回	沈星迴	Xavier	恋与深空	627
xavier_olivette	艾格沙贝·奥立弗	エグザベ・オリベ	Xavier Olivette		315
xia_fei	夏斐	夏斐	Xia Fei		618
xiangli_yao_(wuthering_waves)	相里要	ソウリ・ヨウ	Xiangli Yao	鸣潮	399
xiangling_(genshin_impact)	万民百味	シャンリン	Xiangling	原神	1617
xianyun_(genshin_impact)	闲云	閒雲	Xianyun	原神	1370
xiao_(genshin_impact)	魈	魈	Xiao	原神	6223
xiao_weiying	萧未影	v斐	Xiao Weiying		512
xiao_wu_(douluo_dalu)	小舞	小舞	Xiao Wu	斗罗大陆	665
xie_lian	谢怜	謝憐	Xie Lian		975
xilonen_(genshin_impact)	希诺宁	希諾寧	Xilonen	原神	1043
xingchen	星尘	星塵	Xingchen		326
xingqiu_(genshin_impact)	行秋	行秋	Xingqiu	原神	1956
xinyan_(genshin_impact)	辛焱	辛焱	Xinyan	原神	587
xu_fu_(fate)	徐福（Fate）	徐福(FGO)	Xu Fu		909
xuangzang_sanzang_(fate)	玄奘三藏（Fate）	玄奘三蔵（Fate）	Xuangzang Sanzang		1244
y'shtola_rhul	雅·修特拉	ヤ・シュトラ・ルル	Y'shtola Rhul		1527
yabuki_kana	矢吹可奈	矢吹可奈	Yabuki Kana		637
yae_miko	八重神子	八重神子	Yae Miko		12452
yae_sakura_(goushinnso_memento)	御神装·勿忘	御神装・勿忘	Yae Sakura		647
yae_sakura_(gyakushinn_miko)	八重樱（逆神巫女）	逆神の巫女	Yae Sakura		840
yaeno_muteki_(umamusume)	八重无敌	ヤエノムテキ（ウマ娘プリティーダービー）	Yaeno Muteki	闪耀!优俊少女	617
yagami_hayate	八神疾风	八神はやて	Yagami Hayate		3431
yagami_iori	八神庵	八神庵	Yagami Iori		598
yagami_taichi	八神太一	八神太一	Yagami Taichi		954
yagen_toushirou	药研藤四郎	薬研藤四郎	Yagen Toushirou		904
yagi_toshinori	八木俊典	トゥルーマイト	Yagi Toshinori		448
yagokoro_eirin	八意永琳	八意永琳	Yagokoro Eirin		13342
yagoo	谷乡元昭	谷郷元昭	Yagoo		380
yagyu_(senran_kagura)	柳生	柳生	Yagyu	闪乱神乐	626
yahagi_(kancolle)	矢矧	矢矧	Yahagi		2859
yahagi_kai_ni_(kancolle)	矢矧改二	矢矧改二	Yahagi Kai Ni		455
yahata_umiri	海铃立希	八幡海鈴	Yahata Umiri		7074
yajuu_senpai	野兽先辈	野獣先輩	Yajuu Senpai		378
yakishio_lemon	烧盐柠檬	焼塩檸檬	Yakishio Lemon		570
yakumo_ran	八云蓝	八雲藍	Yakumo Ran		22754
yakumo_yukari	八云紫	八雲紫	Yakumo Yukari		38423
yamabuki_inori	山吹祈里	山吹祈裏	Yamabuki Inori		893
yamabuki_saya	山吹沙绫	山吹沙綾	Yamabuki Saya		582
yamada_aoi	山田葵	山田葵	Yamada Aoi		717
yamada_elf	山田妖精	山田エルフ	Yamada Elf		828
yamada_ichiro	山田一郎	山田一郎	Yamada Ichiro		361
yamada_ryo	山田凉	山田リョウ	Yamada Ryo		6594
yamagishi_yukako	山岸由花子	山岸由花子	Yamagishi Yukako		599
yamagumo_(kancolle)	山云（舰队Collection）	山雲（舰队Collection）	Yamagumo		1140
yamakaze_(kancolle)	山风（舰队Collection）	山風（舰队Collection）	Yamakaze		3666
yamakaze_kai_ni_(kancolle)	山风改二	山風改二	Yamakaze Kai Ni		356
yamamura_sadako	山村贞子	山村貞子	Yamamura Sadako		1741
yamanami_keisuke_(fate)	山南敬助(Fate)	山南敬助(Fate)	Yamanami Keisuke		404
yamanbagiri_kunihiro	山姥切国广	山姥切国広	Yamanbagiri Kunihiro		622
yamanin_zephyr_(umamusume)	山人西风	ヤマニンゼファー（ウマ娘プリティーダービー）	Yamanin Zephyr	闪耀!优俊少女	709
yamashiro_(azur_lane)	鲼	山城（アズールレーン）	Yamashiro	碧蓝航线	1235
yamashiro_(kancolle)	山城	山城（舰队Collection）	Yamashiro		5102
yamashiro_takane	山城高岭	山城たかね	Yamashiro Takane		823
yamato-no-kami_yasusada	大和守安定	大和守安定	Yamato-no-kami Yasusada		1449
yamato_(kancolle)	大和（舰队Collection）	大和（舰队Collection）	Yamato		7572
yamato_(one_piece)	大和（海贼王）	ヤマト(ONEPIECE)	Yamato	海贼王	2340
yamato_aki	大和亚季	大和亜季	Yamato Aki		313
yamato_kai_ni_(kancolle)	大和改二	大和改二	Yamato Kai Ni		511
yamato_maya	大和麻弥	大和麻弥	Yamato Maya		300
yamato_suzuran	大和铃兰	大和鈴蘭	Yamato Suzuran		294
yamato_takeru_(fate)	大和武尊	大和武尊	Yamato Takeru		1389
yamazaki_sousuke	宗凛	山崎宗介	Yamazaki Sousuke		319
yami_yugi	暗游戏	闇遊戱	Yami Yugi		1000
yamin_(cookie)	YMN姉贵	やみんのひみつ	Yamin		395
yamper	顽皮汪	ワンパチ	Yamper		1250
yan_qing_(fate)	燕青	燕青	Yan Qing		652
yan_vismok	阳·比斯莫克	ヤン・ヴィスモク	Yan Vismok		554
yang_guifei_(fate)	杨贵妃（Fate）	楊貴妃（Fate）	Yang Guifei		1748
yang_xiao_long	阳小龙	ヤン・シャオロン	Yang Xiao Long		2904
yanning	宴宁	宴寧	Yanning		357
yanqing_(honkai:_star_rail)	彦卿	彦卿	Yanqing	崩坏:星穹铁道	619
yao_guang_(honkai:_star_rail)	爻光	爻光	Yao Guang	崩坏:星穹铁道	839
yaotose_hinako	八百岁比名子	八百歳比名子	Yaotose Hinako		316
yaoyao_(genshin_impact)	瑶瑶（原神）	瑤瑤（原神）	Yaoyao	原神	1007
yarai_miu	矢来美羽	矢来美羽	Yarai Miu		535
yashajin_ai	夜叉神天衣	夜叉神天衣	Yashajin Ai		468
yashio_kaito	八汐海翔	八汐海翔	Yashio Kaito		401
yashiro_kizuku	社筑	社築	Yashiro Kizuku		468
yashiro_nene	八寻宁宁	八尋寧々	Yashiro Nene		300
yato_(arknights)	夜刀	ヤトウ(アークナイツ)	Yato	明日方舟	292
yatogami_fuma	夜十神封魔	封魔絵	Yatogami Fuma		364
yatogami_tohka	夜刀神十香	夜刀神十香	Yatogami Tohka		742
yawata_maru_(kancolle)	八幡丸	八幡丸(艦隊これくしょん)	Yawata Maru		280
yayoi_(kancolle)	弥生	弥生	Yayoi		1933
yazawa_nico	矢泽妮可	矢澤にこ	Yazawa Nico		7817
ye_shunguang_(enlightened_state)	叶瞬光（明心境）	葉瞬光(明心境)	Ye Shunguang		556
yelan_(genshin_impact)	夜兰	夜蘭	Yelan	原神	4684
yellow_(pokemon)	黄	イエロー・デ・トキワグローブ	Yellow	宝可梦	1170
yellow_pikmin	黄皮克敏	黄ピクミン	Yellow Pikmin		1224
yenisei_(reverse:1999)	小叶尼塞	エニセイ	Yenisei	重返未来1999	317
yi_(arknights)	易绩	易	Yi	明日方舟	314
yi_sang_(project_moon)	李箱	イサン	Yi Sang	月亮计划	3696
yidhari_murphy	伊德海莉	イドリー・マーフィー	Yidhari Murphy		1407
yin_(darker_than_black)	银（darker than black）	銀（黒の契約者）	Yin		1150
yingxing_(honkai:_star_rail)	应星	応星	Yingxing	崩坏:星穹铁道	368
yixuan_(trails_of_ink)_(zenless_zone_zero)	仪玄（墨形影踪）	墨まとう影の足跡	Yixuan (trails Of Ink)	绝区零	379
ymir_(shingeki_no_kyojin)	尤弥尔	ユミル（進撃の巨人）	Ymir	进击的巨人	1614
yohane_bonaventura	世羽	ヨハネ·ボナヴェントゥーラ	Yohane Bonaventura		305
yoimiya_(genshin_impact)	长野原宵宫	宵宮	Yoimiya	原神	3824
yoisaki_kanade	宵崎奏	宵崎奏	Yoisaki Kanade		3208
yoko_littner	优子	ヨーコ・リットナー	Yoko Littner		5434
yokoyama_chika	横山千佳	横山千佳	Yokoyama Chika		483
yomi_(senran_kagura)	咏	詠	Yomi	闪乱神乐	896
yoo_joonghyuk	刘众赫	劉衆赫	Yoo Joonghyuk		4072
yor_briar	约尔	ヨル・ブライア	Yor Briar		11397
yorigami_jo'on	依神女苑	依神女苑	Yorigami Jo'on		3818
yorigami_shion	依神紫苑	依神紫苑	Yorigami Shion		4480
yorita_yoshino	依田芳乃	依田芳乃	Yorita Yoshino		973
yorktown_(azur_lane)	约克城（碧蓝航线）	ヨークタウン（アズールレーン）	Yorktown	碧蓝航线	521
yoroizuka_mizore	铠冢霙	鎧塚みぞれ	Yoroizuka Mizore		1520
yoru_(chainsaw_man)	夜（电锯人）	ヨル（チェンソーマン）	Yoru	电锯人	3552
yoshi	耀西	ヨッシー	Yoshi		1125
yoshida_kazumi	吉田一美	吉田一美	Yoshida Kazumi		280
yoshida_masaki	吉田茉咲	吉田茉咲	Yoshida Masaki		450
yoshida_ryouko	吉田良子	吉田良子	Yoshida Ryouko		311
yoshida_yuuko	吉田优子	吉田優子	Yoshida Yuuko		3534
yoshikawa_chinatsu	吉川千夏	吉川ちなつ	Yoshikawa Chinatsu		1699
yoshikawa_yuuko	吉川优子	吉川優子	Yoshikawa Yuuko		871
yoshimi_(band)_(blue_archive)	伊原木好美（乐队）	伊原木好美	Yoshimi (band)	碧蓝档案	696
yoshimi_(blue_archive)	伊原木好美	伊原木ヨシミ	Yoshimi	碧蓝档案	2526
yoshimi_(halloween)_(blue_archive)	伊原木好美（万圣节）	伊原木ヨシミ(ハロウィン)	Yoshimi (halloween)	碧蓝档案	371
yoshimoto_shizuka	好本静	好本静	Yoshimoto Shizuka		379
yoshinon	四丝奈	四糸奈	Yoshinon		464
yotsuba_alice	四叶爱丽丝	四葉ありす	Yotsuba Alice		1050
yotsuyu_goe_brutus	露儿	ヨツユ・ゴー・ブルトゥス	Yotsuyu Goe Brutus		552
young_link	少年林克	こどもリンク	Young Link		1702
yowai_totoko	弱井鱼鱼子	弱井トト子	Yowai Totoko		475
