tag	current_zh	ja	en	series	post_count
momoi_airi	桃井爱莉	桃井愛莉	Momoi Airi		1403
momoka_(blue_archive)	桃香（碧蓝档案）	由良木モモカ	Momoka	碧蓝档案	430
momomiya_ichigo	桃宫莓	桃宮いちご	Momomiya Ichigo		572
momone_momo	桃音桃子	桃音モモ	Momone Momo		659
momose_rio	百濑莉绪	百瀬莉緒	Momose Rio		743
momosuzu_nene	桃铃音音	桃鈴ねね	Momosuzu Nene		3752
momozono_love	桃园爱	桃園ラブ	Momozono Love		1414
mona_(genshin_impact)	阿斯托洛吉斯·莫娜·梅姬斯图斯	アストローギスト・モナ・メギストス	Mona	原神	9907
mona_(pact_of_stars_and_moon)_(genshin_impact)	莫娜（星与月之约）	莫娜(星与月之約)	Mona (pact Of Stars And Moon)	原神	321
monarch_(azur_lane)	君主	モナーク	Monarch	碧蓝航线	405
monika_(doki_doki_literature_club)	莫妮卡（doki doki literature club）	モニカ(DDLC)	Monika		2600
monkey_d._luffy	蒙奇·D·路飞	モンキー・D・ルフィ	Monkey D. Luffy		8221
monokuma	黑白熊	モノクマ	Monokuma		2968
monomi_(danganronpa)	莫诺美	ウサミ	Monomi		1912
mononobe_alice	物述有栖	白鳥生子	Mononobe Alice		635
mononobe_no_futo	物部布都	物部布都	Mononobe No Futo		10555
moogle	莫古力	モーグリ	Moogle		2430
moona_hoshinova	暮娜·惑星诺瓦	ムーナ・ホシノヴァ	Moona Hoshinova		2187
moonlight_flower	月夜花	ウォルヤファ	Moonlight Flower		564
mordred_(fate)	莫德雷德（Fate）	モードレッド	Mordred		6738
mordred_(fate/apocrypha)	莫德雷德（fate/apocrypha）				1864
mordred_(memories_at_trifas)_(fate)	莫德雷德（memories at trifas·Fate）	トゥリファスの記憶	Mordred (memories At Trifas)		1402
mordred_(third_ascension)_(fate)	莫德雷德（三次再临·Fate）				1218
morgan_le_fay_(fate)	摩根·勒·菲	モルガン・ル・フェ	Morgan Le Fay		6261
morgana_(persona_5)	摩尔加纳	モルガナ（ペルソナ5）	Morgana	女神异闻录5	1420
mori_calliope	森美声	森カリオペ	Mori Calliope		12591
mori_calliope_(1st_costume)	森美声（初始服装）	森カリオペ(通常)	Mori Calliope		3141
mori_calliope_(streetwear)	森美声（streetwear）	森カリオペ（streetwear）	Mori Calliope		1378
mori_nagayoshi_(fate)	森长可	森長可	Mori Nagayoshi		307
mori_yuki	森雪	森雪	Mori Yuki		357
moria_luluka	森亚露露卡	森亜るるか	Moria Luluka		3296
morinaka_kazaki	森中花咲	森中びじゅつかん	Morinaka Kazaki		777
morisawa_chiaki	守泽千秋	守沢千秋	Morisawa Chiaki		810
moriya_suwako	泄矢诹访子	洩矢諏訪子	Moriya Suwako		21970
morpeko	莫鲁贝可	モルペコ	Morpeko		2761
morpeko_(full)	莫鲁贝可（full）	まんぷくもよう	Morpeko		2420
morrigan_aensland	莫莉卡·安斯兰特	モリガン・アーンスランド	Morrigan Aensland		7181
mortenax_blade_(honkai:_star_rail)	千冶·刃	千冶·刃	Mortenax Blade	崩坏:星穹铁道	537
mosin-nagant_(girls'_frontline)	莫辛纳甘	モシン・ナガン(ドールズフロントライン)	Mosin-nagant	少女前线	371
motomiya_daisuke	本宫大辅	本宮大輔	Motomiya Daisuke		296
mount_lady	山岭女侠	Mtレディ	Mount Lady		538
mountain_(arknights)	山	マウンテン	Mountain	明日方舟	2025
mouri_motonari_(sengoku_basara)	毛利元就（战国BASARA）	毛利元就(戦国BASARA)	Mouri Motonari	战国BASARA	366
mouri_ran	毛利兰	毛利蘭	Mouri Ran		804
mousse_(arknights)	慕斯（明日方舟）	ムース（アークナイツ）	Mousse	明日方舟	294
mousse_(duck)_(ranma_1/2)	沐丝（duck）	ムース(らんま1/2)（duck）	Mousse (duck)		308
mousse_(ranma_1/2)	沐丝	ムース(らんま1/2)	Mousse		699
moze_(honkai:_star_rail)	貘泽	貘沢	Moze	崩坏:星穹铁道	417
mp40_(girls'_frontline)	MP40(少女前线)	MP40(ドールズフロントライン)	Mp40	少女前线	737
mp5_(girls'_frontline)	MP5(少女前线)	MP5(ドールズフロントライン)	Mp5	少女前线	315
mp7_(girls'_frontline)	MP7(少女前线)	MP7(ドールズフロントライン)	Mp7	少女前线	655
mr._scarletella	赤伞男子	赤い傘の男	Mr. Scarletella		731
mualani_(genshin_impact)	玛拉妮	瑪拉妮	Mualani	原神	1766
mudkip	水跳蛙	ミズゴロウ	Mudkip		1742
mudrock_(arknights)	泥岩	マドロック	Mudrock	明日方舟	4281
mudrock_(elite_ii)_(arknights)	泥岩（精英二）			明日方舟	1232
muelsyse_(arknights)	缪尔赛思	ミュルジス	Muelsyse	明日方舟	2098
mugetsu_(touhou)	梦月	夢月	Mugetsu	东方Project	660
mugino_shizuri	麦野沈利	麦野沈利	Mugino Shizuri		508
mujina	貉	ムジナ	Mujina		450
mulberry_(arknights)	桑葚	マルベリー	Mulberry	明日方舟	428
mumei_(kabaneri)	无名（甲铁城的卡巴内瑞）	穂積	Mumei		846
munakata_atsumi	栋方爱海	棟方愛海	Munakata Atsumi		455
murakami_tomoe	村上巴	村上巴	Murakami Tomoe		340
murakumo_(kancolle)	丛云	叢雲	Murakumo		7770
murakumo_(senran_kagura)	丛	叢	Murakumo	闪乱神乐	330
murasaki_(senran_kagura)	紫	紫（閃乱カグラ）	Murasaki	闪乱神乐	664
murasaki_shikibu_(fate)	紫式部（Fate）	紫式部（Fate）	Murasaki Shikibu		1576
murasaki_shikibu_(swimsuit_rider)_(first_ascension)_(fate)	紫式部（水着）（一次再临）	紫式部(水着)（一次再临）	Murasaki Shikibu (swimsuit Rider) (first Ascension)		285
murasaki_shion	紫咲诗音	紫咲シオン	Murasaki Shion		5213
murasaki_shion_(1st_costume)	紫咲诗音（初始服装）	魔法使い衣装	Murasaki Shion		1669
murasame_(kancolle)	村雨（舰队Collection）	村雨（舰队Collection）	Murasame		3911
murasame_(senren)	丛雨	ムラサメ	Murasame		905
murata_himeko	无量塔姬子	姫子（murata）	Murata Himeko		1520
murata_ugetsu	村田雨月	村田雨月	Murata Ugetsu		285
musha_miko_tomoe	武者巫女	武者巫女トモエ	Musha Miko Tomoe		336
muten_roushi	武天老师	亀仙人	Muten Roushi		476
muto_yugi	武藤游戏	武藤遊戱	Muto Yugi		1248
mutsu-no-kami_yoshiyuki	陆奥守吉行	陸奥守吉行	Mutsu-no-kami Yoshiyuki		488
mutsu_(kancolle)	陆奥	陸奥（舰队Collection）	Mutsu		5894
mutsu_kai_ni_(kancolle)	陆奥改二	陸奥改二	Mutsu Kai Ni		369
mutsuki_(azur_lane)	睦月（碧蓝航线）	睦月（アズールレーン）	Mutsuki	碧蓝航线	565
mutsuki_(blue_archive)	浅黄睦月	浅黄ムツキ	Mutsuki	碧蓝档案	6191
mutsuki_(dress)_(blue_archive)	浅黄睦月（礼服）	浅黄ムツキ(ドレス)	Mutsuki (dress)	碧蓝档案	941
mutsuki_(kancolle)	睦月（舰队Collection）	睦月（舰队Collection）	Mutsuki		2622
mutsuki_(new_year)_(blue_archive)	浅黄睦月（新年）	ムツキ(正月)	Mutsuki (new Year)	碧蓝档案	563
my_melody	美乐蒂	マイメロディ	My Melody		1641
mydei_(honkai:_star_rail)	迈德漠斯	モーディス	Mydei	崩坏:星穹铁道	6424
myoudouin_itsuki	明堂院树	明堂院いつき	Myoudouin Itsuki		1435
myoukou_(kancolle)	妙高（舰队Collection）	妙高（舰队Collection）	Myoukou		1871
myoukou_kai_ni_(kancolle)	妙高改二	妙高改二	Myoukou Kai Ni		482
myrtle_(arknights)	桃金娘	テンニンカ	Myrtle	明日方舟	1197
mysterious_heroine_x_alter_(fate)	谜之女主角X〔Alter〕	ヒロインXオルタ	Mysterious Heroine X Alter		1958
mysterious_heroine_xx_(fate)	谜之女英雄XX	ヒロインXX	Mysterious Heroine Xx		2377
mystia_lorelei	米斯蒂娅·萝蕾拉	ミスティア・ローレライ	Mystia Lorelei		16240
nachi_(kancolle)	那智（舰队Collection）	那智（舰队Collection）	Nachi		2104
nachi_kai_ni_(kancolle)	那智改二	那智改二	Nachi Kai Ni		394
nadia_la_arwall	娜汀亚	ナディア・ラ・アルウォール	Nadia La Arwall		1118
nagae_iku	永江衣玖	永江衣玖	Nagae Iku		7648
nagakura_shinpachi_(fate)	永仓新八(Fate)	永倉新八(Fate)	Nagakura Shinpachi		386
naganami_(kancolle)	长波	長波	Naganami		4301
naganohara_mio	长野原美绪	長野原みお	Naganohara Mio		891
nagant_revolver_(girls'_frontline)	纳甘左轮（少女前线）	M1895(ドールズフロントライン)	Nagant Revolver	少女前线	678
nagao_kagetora_(fate)	长尾景虎	長尾景虎	Nagao Kagetora		897
nagara_(kancolle)	长良（舰队Collection）	長良（舰队Collection）	Nagara		852
nagasaki_soyo	长崎素世	長崎そよ	Nagasaki Soyo		9274
nagasone_kotetsu	长曾祢虎彻	長曽禰虎徹	Nagasone Kotetsu		353
nagato_(great_fox's_respite)_(azur_lane)	神子的休憩	御狐の寝間着	Nagato (great Fox's Respite)	碧蓝航线	352
nagato_(kancolle)	长门（舰队Collection）	長門（舰队Collection）	Nagato		9822
nagato_kai_ni_(kancolle)	长门改二	長門改二	Nagato Kai Ni		829
nagato_yuki	长门有希	長門有希	Nagato Yuki		9261
nagatoro_hayase	长瀞早濑	長瀞早瀬	Nagatoro Hayase		2266
nagatsuki_(kancolle)	长月（舰队Collection）	長月（舰队Collection）	Nagatsuki		2063
nagayoshi_subaru	永吉昴	永吉昴	Nagayoshi Subaru		717
nagi_seishirou	凪诚士郎	凪誠士郎	Nagi Seishirou		718
nagisa_(blue_archive)	渚（碧蓝档案）	桐藤ナギサ	Nagisa	碧蓝档案	4470
nagisa_(swimsuit)_(blue_archive)	桐藤渚（泳装）	桐藤ナギサ(水着)	Nagisa (swimsuit)	碧蓝档案	941
nagisa_kaworu	渚薰	渚カヲル	Nagisa Kaworu		4621
nagumo_(sakamoto_days)	南云	南雲	Nagumo		321
nagumo_haruya	南云晴矢	南雲晴矢	Nagumo Haruya		309
nahida_(genshin_impact)	纳西妲	ナヒーダ	Nahida	原神	13289
naihe_(female)_(touqi_guaitan)	佴和（女性）	佴和（女性）	Naihe (female)	头七怪谈	458
naka_(kancolle)	那珂	那珂（舰队Collection）	Naka		3845
naka_kai_ni_(kancolle)	那珂	那珂改二	Naka Kai Ni		1010
nakagawa_nana	中川菜菜	ななぽむ	Nakagawa Nana		513
nakagawa_natsuki	中川夏纪	中川夏紀	Nakagawa Natsuki		999
nakahara_chuuya_(bungou_stray_dogs)	中原中也	中原中也	Nakahara Chuuya		469
nakahara_misaki	中原岬	中原岬	Nakahara Misaki		317
nakajima_(girls_und_panzer)	中嶋丽罗	中嶋麗羅	Nakajima	少女与战车	487
nakamura_okuto	中村男久斗	中村男久闘	Nakamura Okuto		283
nakamura_yuri	仲村由里	仲村ゆり	Nakamura Yuri		1760
nakano_azusa	中野梓	中野梓	Nakano Azusa		9283
nakano_miku	中野三玖	中野三玖	Nakano Miku		4148
nakano_nino	中野二乃	中野二乃	Nakano Nino		4672
nakano_yuka	中野有香	中野有香	Nakano Yuka		488
nakaseko_kaori	中世古香织	中世古香織	Nakaseko Kaori		287
nakasu_kasumi	中须霞	中須かすみ	Nakasu Kasumi		2491
nakata_sae	中多纱江	中多紗江	Nakata Sae		349
nakatani_iku	中谷育	中谷育	Nakatani Iku		858
nakatsu_shizuru	中津静流	中津静流	Nakatsu Shizuru		541
nakayama_festa_(umamusume)	中山庆典	ナカヤマフェスタ（ウマ娘プリティーダービー）	Nakayama Festa	闪耀!优俊少女	2811
nakigitsune	鸣狐	鳴狐	Nakigitsune		331
nakiri_ayame	百鬼绫目	百鬼あやめ	Nakiri Ayame		5486
nakiri_ayame_(1st_costume)	百鬼绫目（初始服装）	百鬼あやめ(通常)	Nakiri Ayame		1411
nakoruru	娜可露露	ナコルル	Nakoruru		846
namazuo_toushirou	鲶尾藤四郎	鯰尾藤四郎	Namazuo Toushirou		1269
nami_(league)	娜美（英雄联盟）	ナミ（英雄联盟）	Nami		354
nami_(one_piece)	娜美（海贼王）	ナミ（ワンピース）	Nami	海贼王	10993
namikaze_minato	波风水门	波風ミナト	Namikaze Minato		433
namipon_(wuthering_waves)	波仔	波仔	Namipon	鸣潮	412
nanami_(pgr)	七实	七実	Nanami		365
nanami_haruka	七海春歌	七海春歌	Nanami Haruka		305
nanami_mami	七海麻美	七海麻美	Nanami Mami		300
nanami_touko	七海灯子	七海灯子	Nanami Touko		847
nanami_yachiyo	七海八千代	七海やちよ	Nanami Yachiyo		1280
nanasaki_ai	七咲逢	七咲逢	Nanasaki Ai		2192
nanase_haruka_(free!)	七濑遥（free!）	七瀬遙（Free!）	Nanase Haruka		592
nanashi_mumei	七诗无铭	七詩ムメイ	Nanashi Mumei		9657
nanaya_shiki	七夜志贵	七夜志貴	Nanaya Shiki		357
nanjo_hikaru	南条光	南条光	Nanjo Hikaru		346
naoe_riki	直枝理树	直枝理樹	Naoe Riki		923
naoi_ayato	直井文人	直井文人	Naoi Ayato		478
naoki_miki	直树美纪	直樹美紀	Naoki Miki		343
nara_shikamaru	奈良鹿丸	奈良シカマル	Nara Shikamaru		632
narancia_ghirga	纳兰迦·吉尔卡	ナランチャ・ギルガ	Narancia Ghirga		1187
narciso_anasui	纳鲁西索·安娜苏	ナルシソ・アナスイ	Narciso Anasui		738
narita_brian_(umamusume)	成田拜仁	ナリタブライアン（ウマ娘プリティーダービー）	Narita Brian	闪耀!优俊少女	2762
narita_taishin_(umamusume)	成田大进	ナリタタイシン（ウマ娘プリティーダービー）	Narita Taishin	闪耀!优俊少女	2588
narita_top_road_(umamusume)	成田路	ナリタトップロード（ウマ娘プリティーダービー）	Narita Top Road	闪耀!优俊少女	2331
narukami_arashi	鸣上岚	鳴上嵐	Narukami Arashi		308
narukami_yu	鸣上悠	鳴上悠	Narukami Yu		5781
naruko_(naruto)	漩涡鸣子	漩渦鳴子	Naruko		652
narumiya_yume	成宫由爱	成宮由愛	Narumiya Yume		365
narusawa_ryouka	成泽棱歌	成沢稜歌	Narusawa Ryouka		624
naruse_mio	成濑澪	成瀬澪	Naruse Mio		298
natori_(kancolle)	名取（舰队Collection）	名取（舰队Collection）	Natori		850
natsu_(band)_(blue_archive)	柚鸟夏（乐队）	柚鳥夏	Natsu (band)	碧蓝档案	847
natsu_(blue_archive)	柚鸟夏	柚鳥ナツ	Natsu	碧蓝档案	3576
natsu_megumi	奈津惠	奈津恵	Natsu Megumi		1039
natsuiro_matsuri	若木春	夏色まつり	Natsuiro Matsuri		4532
natsuiro_matsuri_(1st_costume)	夏色祭	夏色まつり(通常)	Natsuiro Matsuri		1146
natsuki_(doki_doki_literature_club)	夏树	ナツキ(DDLC)	Natsuki		2166
natsuki_karin	夏色花梨	花梨ギャラリー	Natsuki Karin		741
natsume_an-an	夏目安安	夏目アンアン	Natsume An-an		1652
natsume_inori	夏目祈	夏目祈	Natsume Inori		350
natsume_kyousuke	枣恭介	棗恭介	Natsume Kyousuke		969
nautika_(reverse:1999)	诺谛卡	ノーティカ（リバース1999）	Nautika	重返未来1999	377
naveen_(pokemon)	琵鲁	ピュール	Naveen	宝可梦	419
navia_(genshin_impact)	娜维娅·卡萨帕	ナヴィア	Navia	原神	2743
nayuta_(chainsaw_man)	那由多（电锯人）	那由多（チェンソーマン）	Nayuta	电锯人	1133
nazrin	纳兹琳	ナズーリン	Nazrin		16122
nearl_(arknights)	临光	ニアール	Nearl	明日方舟	1406
nearl_the_radiant_knight_(arknights)	耀骑士临光	耀騎士ニアール	Nearl The Radiant Knight	明日方舟	475
necrass_(arknights)	爱布拉娜	エブラナ	Necrass	明日方舟	1363
nefer_(genshin_impact)	奈芙尔	ネフェル	Nefer	原神	735
negev_(girls'_frontline)	内格夫	ネゲヴ(ドールズフロントライン)	Negev	少女前线	793
nekomata_okayu	猫又小粥	猫又おかゆ	Nekomata Okayu		11674
nekomata_okayu_(1st_costume)	猫又小粥（初始服装）	猫又おかゆ(通常)	Nekomata Okayu		3076
nekomata_okayu_(oversized_shirt)	猫又小粥（oversized shirt）	猫又おかゆ(彼シャツ)	Nekomata Okayu		1322
nekomiya_hinata	猫宫日向	猫宮ひなた	Nekomiya Hinata		719
nekomiya_mana	猫宫又奈	猫宮又奈	Nekomiya Mana		1392
nekomura_iroha	猫村伊吕波	猫村いろは	Nekomura Iroha		287
nekomusume	猫女	こねこ娘	Nekomusume		1700
nekomusume_(gegege_no_kitarou_5)	5期猫娘	5期猫娘	Nekomusume		381
nekonyaa_(girls_und_panzer)	猫田舞	猫田舞	Nekonyaa	少女与战车	381
nelson_(azur_lane)	纳尔逊（碧蓝航线）	ネルソン(アズールレーン)	Nelson	碧蓝航线	383
nemesis_(girls'_frontline_2)	纳美西丝（少女前线2）	ネメシス(ドールズフロントライン2)	Nemesis		289
nemesis_(resident_evil)	追迹者	追跡者（バイオハザード）	Nemesis	生化危机	299
nemo_(fate)	尼莫	ネモ・シリーズ	Nemo		1181
nemona_(pokemon)	妮莫	孫ネモ	Nemona	宝可梦	2250
nemoto_hina	根元阳菜	根元陽菜	Nemoto Hina		1342
neneka_(princess_connect!)	现士见似似花	現士見似々花	Neneka	公主连结	304
nenohi_(kancolle)	子日	子日	Nenohi		929
neo_asari	根绪亚纱里	あさり先生	Neo Asari		612
neo_universe_(umamusume)	新宇宙	ネオユニヴァース（ウマ娘プリティーダービー）	Neo Universe	闪耀!优俊少女	1358
neon_(nikke)	尼恩（胜利女神：妮姬）	ネオン(NIKKE)	Neon		748
neopolitan_(rwby)	妮欧	ニオ（rwby）	Neopolitan		1164
neptune_(azur_lane)	海王星（碧蓝航线）	海王星	Neptune	碧蓝航线	378
neptune_(neptunia)	海王星（海王星）	ネプテューヌ	Neptune		2389
nero_(devil_may_cry)	尼禄（鬼泣）	ネロ（鬼泣）	Nero		761
nero_claudius_(bride)_(fate)	尼禄·克劳狄乌斯（新娘·Fate）	嫁セイバー	Nero Claudius (bride)		2021
nero_claudius_(fate)	尼禄·克劳狄乌斯（Fate）	ネロ・クラウディウス	Nero Claudius		11384
nero_claudius_(fate/extra)	尼禄·克劳狄乌斯（fate/extra）	薔薇の舞踏服	Nero Claudius		2753
nero_claudius_(swimsuit_caster)_(fate)	尼禄·克劳狄乌斯（泳装Caster·Fate）	ネロ・クラウディウス(水着)	Nero Claudius (swimsuit Caster)		2326
neru_(blue_archive)	美甘尼禄	美甘ネル	Neru	碧蓝档案	5721
neru_(school_uniform)_(blue_archive)	美甘尼禄（校服）	美甘尼禄(校服)	Neru (school Uniform)	碧蓝档案	569
ness_(mother_2)	尼斯	ネス	Ness		1398
nessa_(pokemon)	露璃娜	露璃娜	Nessa	宝可梦	3860
neuvillette_(genshin_impact)	那维莱特	那維莱特	Neuvillette	原神	2985
new_jersey_(azur_lane)	新泽西	ニュージャージー（アズールレーン）	New Jersey	碧蓝航线	1666
new_jersey_(exhilarating_steps!)_(azur_lane)	跃动的舞台时间！	リッピング・ステッピング!	New Jersey (exhilarating Steps!)	碧蓝航线	495
nia_(blade)_(xenoblade)	妮亚（刃）				1542
nia_(xenoblade)	妮亚	ニア（xenoblade）	Nia		3757
nia_teppelin	妮亚·提佩林	ニア・テッペリン	Nia Teppelin		3189
nian_(arknights)	年	ニアン	Nian	明日方舟	3478
nibutani_shinka	丹生谷森夏	丹生谷森夏	Nibutani Shinka		929
nice_nature_(umamusume)	优秀素质	ナイスネイチャ（ウマ娘プリティーダービー）	Nice Nature	闪耀!优俊少女	5532
nico_robin	妮可·罗宾	ニコ・ロビン	Nico Robin		7695
nicole_(genshin_impact)	尼可·莱恩	ニコ・リヤン	Nicole	原神	796
nicole_demara	妮可·德玛拉	ニコ・デマラ	Nicole Demara		4467
nidai_nekomaru	贰大猫丸	弐大猫丸	Nidai Nekomaru		370
nier_(granblue_fantasy)	尼娅	ニーア	Nier	碧蓝幻想	562
nightingale_(arknights)	夜莺（明日方舟）	ナイチンゲール	Nightingale	明日方舟	490
niijima_sae	新岛冴	新島冴	Niijima Sae		419
niimi_sora	新海天	新海天	Niimi Sora		552
nijigaoka_mashiro	虹之丘真白	虹ヶ丘ましろ	Nijigaoka Mashiro		1851
nijimura_okuyasu	虹村亿泰	虹村億泰	Nijimura Okuyasu		1069
nijou_noriko	二条乃梨子	乃梨子	Nijou Noriko		458
nijou_ryuu	二城龙	二城竜	Nijou Ryuu		352
nikaido_chizuru	二阶堂千鹤	二階堂千鶴	Nikaido Chizuru		462
nikaido_hiro	二阶堂希罗	二階堂ヒロ	Nikaido Hiro		3743
nikaidou_(dorohedoro)	二阶堂	二階堂	Nikaidou		481
nikketa_(girls'_frontline_2)	妮基塔	ニキータ	Nikketa		379
nikki_(nikki)	暖暖	暖暖	Nikki		5369
niko_(blue_archive)	妮可（碧蓝档案）	吉野ニコ	Niko	碧蓝档案	2134
nilou_(breeze_of_sabaa)_(genshin_impact)	妮露（莎邦之息）	東風はこぶ花の吐息	Nilou (breeze Of Sabaa)	原神	570
nilou_(genshin_impact)	莲光落舞筵	ニィロウ	Nilou	原神	5977
nina_(fire_emblem)	妮娜	エポニーヌ	Nina	火焰纹章	1120
ning_hai_(azur_lane)	宁海（碧蓝航线）	寧海(アズールレーン)	Ning Hai	碧蓝航线	513
ningguang_(genshin_impact)	掩月天权	凝光	Ningguang	原神	2678
ningguang_(orchid's_evening_gown)_(genshin_impact)	凝光（纱中幽兰）	凝光(紗中幽蘭)	Ningguang (orchid's Evening Gown)	原神	315
ninja_(final_fantasy)	忍者（最终幻想）	忍者（ファイナルファンタジー）	Ninja	最终幻想	413
ninja_(ragnarok_online)	忍者（仙境传说）	忍者（ラグナロクオンライン）	Ninja	仙境传说	380
ninomae_ina'nis	一伊那尓栖	にのまえいなにす	Ninomae Ina'nis		12642
ninomae_ina'nis_(casual)	一伊那尓栖（私服）	一伊那尓棲(私服)	Ninomae Ina'nis		757
ninomae_ina'nis_(new_year)	一伊那尓栖（正月衣装）	一伊那尓棲(正月衣装)	Ninomae Ina'nis		287
nippaku_zanmu	日白残无	日白残無	Nippaku Zanmu		905
nirei_nozomi	榆井希实	楡井希実	Nirei Nozomi		314
nishi_kinuyo	西绢代	西ダジ	Nishi Kinuyo		1771
nishida_satono	尔子田里乃	爾子田里乃	Nishida Satono		1953
nishijou_nanami	西条七海	西条七海	Nishijou Nanami		510
nishijou_takumi	西条拓巳	西條拓巳	Nishijou Takumi		353
nishikata	西片	西片くん	Nishikata		548
nishikigi_chisato	锦木千束	錦木千束	Nishikigi Chisato		8456
nishikino_maki	西木野真姬	にこまき	Nishikino Maki		8390
nishimiya_shouko	西宫硝子	西宮硝子	Nishimiya Shouko		329
nishino_flower_(umamusume)	西野花	ニシノフラワー（ウマ娘プリティーダービー）	Nishino Flower	闪耀!优俊少女	1465
nishizono_mio	西园美鱼	西園美魚	Nishizono Mio		552
nishizumi_maho	西住真穗	西住まほ	Nishizumi Maho		6994
nishizumi_miho	西住美穗	西住みほ	Nishizumi Miho		10683
nishizumi_shiho	西住志穗	西住しほ	Nishizumi Shiho		2339
nisshin_(kancolle)	日进	日進	Nisshin		508
nito_nazuna	仁兔成鸣	仁兎なずな	Nito Nazuna		398
nitocris_(fate)	尼托克丽丝	ニトクリス	Nitocris		3441
niwatari_kutaka	庭渡久侘歌	庭渡久侘歌	Niwatari Kutaka		2381
niya_(blue_archive)	天地妮娅	天地ニヤ	Niya	碧蓝档案	583
no._21_(pgr)	21号	21号(パニグレ)	No. 21		606
no_name_assassin_(fate)	狂信者	偽アサシン	No Name Assassin		322
no_reason_(umamusume)	莫名其妙	ノーリーズン（ウマ娘プリティーダービー）	No Reason	闪耀!优俊少女	282
noa_(blue_archive)	生盐诺亚	生塩ノア	Noa	碧蓝档案	8459
noa_(pajamas)_(blue_archive)	生盐诺亚（睡衣）	生塩ノア(パジャマ)	Noa (pajamas)	碧蓝档案	944
noda_(angel_beats!)	野田	野田	Noda		292
nodoka_(blue_archive)	天见和香	天見ノドカ	Nodoka	碧蓝档案	451
noel_(cookie)	NEL姉贵	NEL姉貴	Noel		292
noel_vermillion	诺艾尔·维尔米利恩	ノエル=ヴァーミリオン	Noel Vermillion		1752
noelle_(genshin_impact)	诺艾尔（原神）	ノエル（原神）	Noelle	原神	2154
noelle_holiday	诺艾尔	ノエル	Noelle Holiday		2628
noi_(dorohedoro)	能井	能井	Noi		788
noihara_himari	绯鞠	緋鞠	Noihara Himari		448
noir_(nikke)	诺亚尔	ノワール（NIKKE）	Noir		843
nonna_(girls_und_panzer)	农娜	農娜	Nonna	少女与战车	2481
nonohara_akane	野野原茜	野々原茜	Nonohara Akane		620
nonohara_yuzuko	野野原柚子	野々原ゆずこ	Nonohara Yuzuko		595
nonomi_(blue_archive)	十六夜野宫	十六夜ノノミ	Nonomi	碧蓝档案	4877
north_flight_(umamusume)	北方飞翔	ノースフライト(ウマ娘)	North Flight	闪耀!优俊少女	418
northern_ocean_princess	北方栖姬	北方棲姫	Northern Ocean Princess		6763
noshiro_(azur_lane)	能代（碧蓝航线）	能代（アズールレーン）	Noshiro	碧蓝航线	880
noshiro_(kancolle)	能代（舰队Collection）	能代（舰队Collection）	Noshiro		2136
noumi_kudryavka	能美库特莉亚芙卡	能美クドリャフカ	Noumi Kudryavka		2179
nowaki_(kancolle)	野分（舰队Collection）	野分（舰队Collection）	Nowaki		1295
nozaki_umetarou	野崎梅太郎	野崎梅太郎	Nozaki Umetarou		356
nozomi_(blue_archive)	橘望	橘ノゾミ	Nozomi	碧蓝档案	6677
nozomi_(princess_connect!)	樱井望	桜井望	Nozomi	公主连结	361
ntw-20_(girls'_frontline)	NTW-20(少女前线)	NTW-20(ドールズフロントライン)	Ntw-20	少女前线	432
nukumizu_kaju	温水佳树	温水佳樹	Nukumizu Kaju		324
nukumizu_kazuhiko	温水和彦	温水和彦	Nukumizu Kazuhiko		349
numby_(honkai:_star_rail)	账账	トパーズ&カブ	Numby	崩坏:星穹铁道	631
nursery_rhyme_(fate)	童谣	ナーサリー・ライム	Nursery Rhyme		1372
nyaan_(gundam_gquuuuuux)	尼娅安	ニャアン	Nyaan		1522
nyarlathotep_(nyaruko-san)	奈亚子	ニャルラトホテプ（nyaruko-san）	Nyarlathotep		1056
nymph_(arknights)	妮芙	妮芙	Nymph	明日方舟	503
nyon_(cookie)	NYN姐贵	NYN姉貴	Nyon		982
nyotengu	女天狗	女天狗	Nyotengu		485
nyto_(girls'_frontline)	涅托	ドアに挟まれるNYTO	Nyto	少女前线	496
nyubara_reona	鳰原令王那	鳰原れおな	Nyubara Reona		324
oberon_(fate)	奥伯龙	オベロン(Fate)	Oberon		3482
oberon_(third_ascension)_(fate)	奥伯龙（三次再临）	オベロン・ヴォーティガーン	Oberon (third Ascension)		1935
oboro_(kancolle)	胧（舰队Collection）	朧（舰队Collection）	Oboro		3423
octoling_boy	章鱼男孩	タコボーイ	Octoling Boy		1216
oda_nobukatsu_(fate)	织田信胜（Fate）	織田信勝（Fate）	Oda Nobukatsu		1147
oda_nobunaga_(fate)	织田信长（Fate）	織田信長（Fate）	Oda Nobunaga		4042
oda_nobunaga_(maou_avenger)_(fate)	魔王信长(Fate)	魔王信長(Fate)	Oda Nobunaga (maou Avenger)		754
oda_nobunaga_(swimsuit_berserker)_(fate)	织田信长（水着）	織田信長(水着)	Oda Nobunaga (swimsuit Berserker)		642
oddish	走路草	ナゾノクサ	Oddish		1119
odette_(genshin_impact)	奥黛塔	オデット（原神）	Odette	原神	613
ogami_sachi	大贺美沙知	大賀美沙知	Ogami Sachi		754
ogami_tamaki	大神环	大神環	Ogami Tamaki		731
ogasahara_hisame	小笠原绯雨	小笠原緋雨	Ogasahara Hisame		497
