tag	current_zh	ja	en	post_count
garfield	加菲猫和他的朋友们	ガーフィールド	Garfield And Friends	294
garo:_gold_storm_shou	黄金风暴翔	GOLDSTORM翔	Garo: Gold Storm Shou	10
garo:_kami_no_kiba	神之牙	神ノ牙-JINGA-	kaminokiba	15
garo:_makai_retsuden	魔戒烈传	魔戒烈伝	Garo: Makai Retsuden	1
garo:_makai_senki	牙狼 魔界闪骑	魔戒閃騎	MAKAISENKI	7
garo:_soukoku_no_maryu	苍哭魔龙	蒼哭ノ魔竜	Garo: Soukoku No Maryu	2
garo:_vanishing_line	牙狼VL	牙狼VL	Garo: Vanishing Line	49
garo:_versus_road	对阵之路	牙狼VR	VERSUSROAD	1
garo:_yami_o_terasu_mono	照耀黑暗之人	闇を照らす者	Garo: Yami O Terasu Mono	6
garo_(tokusatsu_series)	牙狼	牙狼	GARO	263
garou:_mark_of_the_wolves	饿狼MARK_OF_THE_WOLVES	餓狼MARK_OF_THE_WOLVES	Garou: Mark Of The Wolves	689
garouden	饿狼传	餓狼伝	Garouden	4
garten_of_banban	GoB梦	GoB夢	Garten Of Banban	73
gdgd_fairies	gdgd妖精s	gdgd妖精s	Gdgd Fairies	79
gear_senshi_dendou	GEAR战士电童	GEAR戦士電童	Gear Senshi Dendou	0
gedokuzai_(vocaloid)	解独剂	解独剤	Gedokuzai (Vocaloid)	3
gegege_no_kitarou	咯咯咯的鬼太郎	ゲゲゲの鬼太郎	Gegege No Kitarou	5112
gekijouban_mononoke	蛇神	劇場版モノノ怪	Mononoke The Movie	111
gekijouban_naruto_shippuuden	剧场版疾风传	劇場版疾風伝	Gekijouban Naruto Shippuuden	1
gekisen_soul	激战魂 -Gekisen Soul-	激戦魂 -Gekisen Soul-	Gekisen Soul	3
gekka_bijin_(endou_tatsuya)	月华美刃	月華美刃	Gekka Bijin (endou Tatsuya)	1
gekka_ryouran_romance	月华缭乱ROMANCE	月華繚乱ROMANCE	Gekka Ryouran Romance	4
gekkan_shoujo_nozaki-kun	月刊少女野崎同学	月刊少女野崎くん	Gekkan Shoujo Nozaki-kun	1385
gekkou_chou	月虹蝶	月虹蝶	Gekkou Chou	16
gekkou_jourei	月光条例	月光条例	Gekkou Jourei	12
gekkou_kamen_(series)	月光假面	月光仮面	Gekkou Kamen (series)	11
gekokujo_kyuji	下克上球儿	下剋上球児	Gekokujo Kyuji	3
gekokujou_(vocaloid)	下克上（完）	下剋上(完)	Gekokujou	68
gemtrader_story	宝石研物语	宝石研物语	Gemtrader Story	11
gendai_mahou_gakuen_no_jijou_~shingakki~	【魔事2】	【魔事2】	Gendai Mahou Gakuen No Jijou ~shingakki~	4
gendai_majo_zukan	现代魔女图鉴	現代魔女図鑑	Gendai Majo Zukan	14
gendai_musou	现代无双	現代無双	Gendai Musou	1
general's_order	将军令	将軍令	General's Order	5
gengaku_koubou	幻乐工房	幻楽工房	Gengaku Koubou	1
genjitsuteki_ronri_shugisha_(vocaloid)	现实的论理主义者	現実的論理主義者	Genjitsuteki Ronri Shugisha (vocaloid)	7
genki_zenkai_day!_day!_day!	元气全开DAY!DAY!DAY!	元気全開DAY!DAY!DAY!	Genki Zenkai Day! Day! Day!	26
genpei_touma_den	源平讨魔传	源平討魔伝	Genpei Touma Den	26
genpeiden_neo	源平传NEO	源平伝NEO	Genpeiden Neo	1
genshin_impact	原神	原神	Genshin Impact	313305
gensokyo_delimitation	幻想乡：定域失界	幻想郷:定域失界	Gensokyo Delimitation	3
gensokyo_orb	幻想乡之玉	幻想郷之玉	Gensokyo Orb	12
gensou_douwa_alicetale	幻奏童话ALICETALE	幻奏童話ALICETALE	Gensou Douwa Alicetale	1
gensou_ningyou_enbu	东方幻想人形演舞	幻想人形演舞	Gensou Ningyou Enbu	18
gensou_senhime	幻想战姬	幻想戦姫	Gensou Senhime	5
gensou_shoujo_taisen	幻想少女大战	幻想少女大戦	Fantasy Maiden Wars	43
gensou_suikoden	幻想水浒传	幻想水滸伝	Genso Suikoden	2224
gensou_suikoden_i	幻水i	幻想水滸伝i	Genso Suikoden I	456
gensou_suikoden_ii	幻水II	幻想水滸伝II	Genso Suikoden II	602
gensou_suikoden_iii	幻水iii	幻想水滸伝iii	Genso Suikoden III	312
gensou_suikoden_iv	幻水iv	幻想水滸伝iv	Genso Suikoden IV	198
gensou_suikoden_v	幻水V	幻想水滸伝V	Genso Suikoden V	565
gensou_suikogaiden	幻想水浒外传	幻想水滸外伝	Genso Suikogaiden	109
genyo_yako	眩耀夜行	眩耀夜行	Genyo Yako	58
genzai_monogatari	原罪物语	原罪物語	Genzai Monogatari	87
gersang	巨商传	巨商伝	Gersang	1
getenrou	外天楼	外天楼	Getenrou	2
getsu_fuuma_den	月风魔传	月風魔伝	Getsu Fuuma Den	16
getsuei_gakuen	月英学园	月英学園	Getsuei Gakuen	4
getter_robo	盖塔机器人	ゲッターロボ	Getter Robo	1116
getting_over_it	壶男	壺男	Getting Over It with Bennett Foddy	244
ghost_hound	神灵狩	神霊狩	Ghost Hound	22
ghost_in_the_shell	攻壳机动队	攻殻機動隊	Ghost in the Shell	2497
ghost_in_the_shell:_sac_2045	攻壳机动队SAC_2045	攻殻機動隊SAC_2045	SAC 2045	124
ghost_in_the_shell:_stand_alone_complex_-_first_assault_online	攻壳机动队ONLINE	攻殻機動隊ONLINE	Ghost In The Shell: Stand Alone Complex - First Assault Online	5
ghost_in_the_shell_2:_man_machine_interface	攻壳机动队2	攻殻機動隊2	Ghost In The Shell 2: Man Machine Interface	13
ghost_in_the_shell_arise	攻壳机动队 Arise	攻殻機動隊 Arise	Ghost In The Shell Arise	74
ghost_rule_(vocaloid)	幽灵法则	ゴーストルール	Ghost Rule	115
ghost_sweeper_mikami	GS美神极乐大作战！！	GS美神極楽大作戦!!	Ghost Sweeper Mikami	225
ghost_trick	幽灵诡计	ゴーストトリック	Ghost Trick: Phantom Detective	235
ghostblade	鬼刀	鬼刀	Ghostblade	255
ghostly_field_club	莲台野夜行	蓮台野夜行	Ghostly Field Club	261
giga_(brand)	戏画	戯画	Giga	1
gimai_seikatsu	义妹生活	義妹生活	Gimai Seikatsu	287
gin'iro	银色	銀色	Gin'iro	9
gin_no_cross_to_draculea	银之十字架与吸血姬	銀の十字架とドラキュリア	Gin no Cross to Draculea	22
ginga:_the_last_wars	银牙 THE LAST WARS	銀牙 THE LAST WARS	Ginga: The Last Wars	1
ginga_(franchise)	银牙传说	銀牙伝説	Ginga	47
ginga_densetsu_weed	银牙传说WEED	銀牙伝説ウィード	Ginga Densetsu Weed	23
ginga_eiyuu_densetsu	银河英雄传说	銀河英雄伝説	Ginga Eiyuu Densetsu	440
ginga_ninkyouden	银河任侠传	銀河任侠伝	Ginga Ninkyouden	6
ginga_otome	银河乙女	銀河乙女	Ginga Otome	1
ginga_tetsudou_999	银河铁道999	銀河鉄道999	Ginga Tetsudou 999	335
ginga_tetsudou_monogatari	银河铁道物语	銀河鉄道物語	Ginga Tetsudou Monogatari	9
gingnangboyz	银杏BOYZ	銀杏BOYZ	Gingnangboyz	6
ginkou_kishidan	银光骑士团	銀光騎士団	Ginkou Kishidan	1
gintama	银魂	ぎんたま	Gintama	6254
girl_cafe_gun	少女咖啡枪	ガール・カフェ・ガン	Girl Cafe Gun	434
girls'_frontline	少女前线	少女戦線	Girls' Frontline	79746
girls'_frontline:_blue_covenant	少女前线：蓝蝶契约	少女前線:藍蝶契約	Girls' Frontline: Blue Covenant	1
girls'_frontline_2:_exilium	少女前线2:追放	ドールズフロントライン2:エクシリウム	Girls' Frontline 2: Exilium	10427
girls'_frontline_glitch_land	少前：谲境	少前:譎境	Girls' Frontline Glitch Land	8
girls'_frontline_neural_cloud	云图计划	ニューラルクラウド	Project Neural Cloud	2851
girls'_generation	少女时代	少女時代	Girls' Generation	121
girls_band_cry	哭泣少女乐队	ガールズバンドクライ	Girls Band Cry	12890
girls_logic_observatory	少女理论观测所	少女理論観測所	Girls Logic Observatory	67
girls_of_the_wild's	油腻的师姐	狂野少女	Girls Of The Wild's	27
girls_planet_999	少女星球999	ガールズプラネット999	Girls Planet 999	11
girls_revolution_project	少女革命计划	少女革命計画	girls_rev_pj	68
girls_und_panzer	少女与战车	ガールズ&パンツァー	Girls und Panzer	73550
girls_x_battle	我的学妹不可能那么萌	俺の後輩がこんなに萌いわけがない	Girls X Battle	4
gj-bu	GJ部	GJ部	GJ-bu	571
glorious_memory_lane	联缘结果忆记	連縁結果憶記	Glorious Memory Lane	1
glory_of_deep_skies	东方梦旧市	東方夢旧市	Glory Of Deep Skies	1
go!_go!_nippon!	GGN生放送	GGN生放送	Go! Go! Nippon!	24
go!_princess_precure	公主光之美少女	Go!プリンセスプリキュア	Go! Princess Precure	3198
go-toubun_no_hanayome	五等分的花嫁	五等分の花嫁	The Quintessential Quintuplets	13921
goblin_slayer!	哥布林杀手（漫画）	ゴブリンスレイヤー	Goblin Slayer!	2183
gochuumon_wa_usagi_desu_ka?	请问您今天要来点兔子吗？	ご注文はうさぎですか?	Is the Order a Rabbit?	16828
god_eater	噬神者	ゴッドイーター	God Eater	2345
goddess_defeat:_reincarnation_valanowas	女神败北	女神敗北	Goddess Defeat: Reincarnation Valanowas	19
goddess_of_victory:_nikke	胜利女神新的希望	勝利の女神:NIKKE	Goddess of Victory: NIKKE	47136
goddess_order	女神秘令	ゴッデスオーダー	Goddess Order	23
goddess_paradise	女神乐园	女神楽園	Goddess Paradise	48
godzilla:_planet_of_the_monsters	GODZILLA怪兽惑星	GODZILLA怪獣惑星	Godzilla: Planet Of The Monsters	56
godzilla_(series)	哥斯拉	ゴジラ	Godzilla	2485
gokujou_seitokai	极上生徒会	極上生徒会	Gokujou Seitokai	143
gokurakugai	极乐街	極楽街	Gokurakugai	131
gokushufudou	极主夫道	極主夫道	The Way of the Househusband	138
gokuto_jihen	狱都事变	獄都事変	Underworld Capital Incident	43
golden_kamuy	黄金神威	ゴールデンカムイ	Golden Kamuy	5912
golden_number_(vocaloid)	黄金数	黄金数	Golden Number	27
golden_terrace	黄金台	黄金台	Golden Terrace	1
gone_with_the_wind	乱世佳人	風と共に去りぬ	Gone With The Wind	14
gonensei	五年生	五年生	Gonensei	3
gonglue_bing_jiao_nan_pei_de_zhengque_fangfa	攻略男配的正确方法	攻略男配的正確方法	Gonglue Bing Jiao Nan Pei De Zhengque Fangfa	2
good_omens	好兆头	グッドオーメンズ	Good Omens	338
gosenzo_san'e	御先祖赞江	御先祖賛江	Gosenzo San'e	1
gouhou_yuri_fuufu_hon	合法百合夫妇本	合法百合夫婦本	Legally Married Yuri Couple	49
gouketsuji_ichizoku	豪血寺一族	豪血寺一族	Gouketsuji Ichizoku	178
gourmet_little_fox	美食小狐狸	美食小狐狸	Gourmet Little Fox	4
granblue_fantasy	碧蓝幻想	グランブルーファンタジー	Granblue Fantasy	53026
grandia	格兰蒂亚	グランディア	Grandia	1117
grandma_and_her_ghosts	魔法阿嬷	魔法阿嬤	Grandma And Her Ghosts	1
grandmaster_of_demonic_cultivation	魔道祖师	魔道祖師	The Founder Of Diabolism	5757
gravity_daze	重力眩晕	グラビティデイズ	Gravity Daze	908
gravity_falls	怪诞小镇	グラビティフォールズ	Gravity Falls	1362
greek_mythology	希腊神话	ギリシャ神話	Greek Mythology	970
gridman_universe	古立特宇宙	古立特宇宙	Gridman Universe	8754
gridman_universe_(movie)	古立特宇宙（电影）	グリッドマンユニバース	Gridman Universe	1183
grimms_notes	格林笔记	グリムノーツ	Grimms Notes	3133
grimoire_of_usami	秘封倶乐部异界撮影记录	秘封倶楽部異界撮影記録	Grimoire Of Usami	22
grisaia_(series)	灰色系列	グリザイアシリーズ	Grisaia (series)	1831
guardian_project	超次元大海战	ガーディアン・プロジェクト	Guardian Project	2
guardian_tales	坎公骑冠剑	ガーディアンテイルズ	Guardian Tales	1142
guardians_of_the_galaxy_vol._3	星际异攻队3	ガーディアンズ・オブ・ギャラクシー:VOLUME_3	Guardians Of The Galaxy Vol. 3	45
guardians_of_the_videogame	电子游戏守护者	電子遊戯守護者	Guardians Of The Videogame	48
guardienne	守娘	守娘	Guardienne	1
guild_wars_1	激战	ギルドウォーズ	Guild Wars	32
guild_wars_2	激战2	ギルドウォーズ2	Guild Wars 2	53
guilongchao	归龙潮	帰竜潮	Guilongchao	111
guilty_crown	罪恶王冠	ギルティクラウン	Guilty Crown	2371
guilty_gear	罪恶装备	ギルティギア	Guilty Gear	22863
guilty_gear_strive	罪恶装备st	ギルティギアストライヴ	GGST	10811
guilty_gear_xrd	罪恶装备Xrd	ギルティギアXrd	Guilty Gear Xrd	5221
guilty_gear_xx	罪恶装备XX	ギルティギア イグゼクス	Guilty Gear XX	1813
gujian_qitan_(series)	古剑奇谭	古剣奇譚	Gujian Qitan (series)	114
gujian_qitan_3	古剑奇谭3	古剣奇譚3	Gujian Qitan 3	100
gundam	高达	ガンダム	Gundam	70919
gundam:_hathaway's_flash	机动战士高达：闪光的哈萨维	機動戦士ガンダム閃光のハサウェイ	Hathaway's Flash	1470
gundam_00	机动战士高达00	機動戦士ガンダム00	Gundam 00	6002
gundam_08th_ms_team	第08MS小队	機動戦士ガンダム第08MS小隊	Gundam 08th MS Team	621
gundam_build_divers	高达创形者	ガンダムビルドダイバーズ	Gundam Build Divers	1426
gundam_build_fighters	高达创斗者	ガンダムビルドファイターズ	Gundam Build Fighters	4260
gundam_build_fighters_try	机动战士高达创形者TRY	ガンダムビルドファイターズトライ	Gundam Build Fighters Try	2350
gundam_gquuuuuux	机动战士高达GQuuuuuuX	機動戦士ガンダムGQuuuuuuX	Gundam GQuuuuuuX	8372
gundam_seed	机动战士高达SEED	機動戦士ガンダムSEED	Gundam Seed	7222
gundam_seed_destiny	机动战士高达SEED DESTINY	機動戦士ガンダムSEED DESTINY	Gundam Seed Destiny	3693
gundam_seed_freedom	机动战士高达SEED FREEDOM	機動戦士ガンダムSEED FREEDOM	Gundam Seed Freedom	1504
gundam_suisei_no_majo	水星的魔女	機動戦士ガンダム水星の魔女	Mobile Suit Gundam: The Witch from Mercury	11828
gundam_tekketsu_no_orphans	机动战士高达：铁血的孤儿	機動戦士ガンダム鉄血のオルフェンズ	Mobile Suit Gundam Iron-Blooded Orphans	2095
gundam_unicorn	机动战士高达UC	機動戦士ガンダムUC	Gundam Unicorn	2354
gundam_wing	新机动战记高达W	ガンダムW	Gundam Wing	1540
gundam_zz	机动战士高达ZZ	機動戦士ガンダムZZ	Gundam Zz	3007
gundou_musashi	GUN道	GUN道	Gundou Musashi	50
gunjou	群青	羣青	Gunjou	2
gunjou_biyori_(tokyo_jihen)	群青日和	群青日和	Gunjou Biyori (Tokyo Jihen)	6
gunjou_sanka_(vocaloid)	群青讃歌	群青讃歌	Gunjou Sanka (vocaloid)	16
gunryuu_sangoku-den	群龙三国传	群龍三国伝	Gunryuu Sangoku-den	14
gunvolt_records_cychronicle	GUNVOLT_RECORDS_电子轨录律	GUNVOLT_RECORDS_電子軌録律	Gunvolt Records Cychronicle	15
gurume_sentai_barayarou	美食战队蔷薇野郎	美食戦隊薔薇野郎	Gurume Sentai Barayarou	4
guuzousuuhai_(vocaloid)	偶像崇拜	偶像崇拜	Guuzousuuhai	1
guzu_(voisona)	愚图	愚図	Guzu (Voisona)	3
gwechul	怪谈出勤	怪談出勤	Even if you fell into a ghost story, you still have to go to work	418
gyakkou_(song)	逆光	逆光	Gyakkou (song)	6
gyaku_oudou	逆王道	逆王道	Gyaku Oudou	25
gyakujoku_hiai	虐辱悲哀	虐辱悲哀	Gyakujoku Hiai	9
gyakusatsu_kikan	虐杀器官	虐殺器官	Gyakusatsu Kikan	2
gyakushuu	虐袭	虐襲	Gyakushuu	10
gyakusou_shoujo	逆走少女	逆走少女	Reverse Run Girl	2
gyakuten_majo_saiban	逆转魔女裁判	逆転魔女裁判	Gyakuten Majo Saiban	19
gyakuten_shoukan	逆转召唤	逆転召喚	Gyakuten Shoukan	2
gyakuten_yoshiwara	逆转吉原	逆転吉原	Gyakuten Yoshiwara	2
gyousatsu_shinsengumi	行杀新选组	行殺新選組	Gyousatsu Shinsengumi	35
gyozaya_honpo	饺子屋本铺	餃子屋本舗	Gyozaya Honpo	1
gyu-kaku	牛角	牛角	Gyu-kaku	4
hadaka_shitsuji	裸执事	裸執事	Hadaka Shitsuji	1
hadashi_shoujo	裸足少女	裸足少女	HADASHI_SHOJO	3
hades_(series)	黑帝斯		Hades	1628
hado_dojoden	霸道任侠传	覇道任侠伝	Hado Dojoden	10
haguregumo	浮浪云	浮浪雲	Haguregumo	1
haha_ranman	母烂漫	母爛漫	Haha Ranman	27
hai_to_no_monogatari	废都物语	廃都の物語	Hai To No Monogatari	19
haibane_renmei	灰羽联盟	灰羽連盟	Haibane Renmei	708
haidilao	海底捞	海底撈	Haidilao	13
haier_xiongdi	海尔兄弟	海爾兄弟	Haier Xiongdi	2
haihu	海虎	海虎	Haihu	2
haiiro_teien	灰色庭园	灰色庭園	Tgg	675
haikai_shikou_shugi_(utau)	徘徊至高主义	徘徊至高主義	Haikai Shikou Shugi	1
haikei_(vocaloid)	拜启	拝啓	Haikei (Vocaloid)	34
haikyuu!!	排球少年！！	ハイキュー!!	Haikyuu	5587
hail_the_judge	九品芝麻官	九品芝麻官	Hail The Judge	2
haishin	废深	廃深	Haishin	31
haishin_2	废深2	廃深2	Haishin 2	5
haitokutan	悖德谭	背徳譚	Haitokutan	1
haiyore!_nyaruko-san	爬行吧！奈亚子	這いよれ!ニャル子さん	Haiyore! Nyaruko-san	1608
hajime_(idolmaster)	初	初	Hajime (Idolmaster)	224
hakaba_kitarou	墓场鬼太郎	墓場鬼太郎	Hakaba Kitarou	31
hakaokuri_no_uta_(vocaloid)	送墓呗	送墓唄	Hakaokuri No Uta	5
hakase_(synthesizer_v)	博士	博士	Hakase (synthesizer V)	10
hakoniwa_keikaku	箱庭计划	箱庭計畫	Project Sandbox	86
hakoniwa_toshokan	箱庭图书馆	箱庭図書館	Hakoniwa Toshokan	1
hakoniwakan	箱庭罐	箱庭缶	Hakoniwakan	1
hakuisei_aijou_isonshou	白衣性爱情依存症	白衣性愛情依存症	Hakuisei Aijou Isonshou	7
hakuisei_ren'ai_shoukougun	白衣性恋爱症候群	白衣性恋愛症候群	Hakuisei Ren'ai Shoukougun	24
hakumei_to_mikochi	妖精森林的小不点	ハクメイとミコチ	Hakumei to Mikochi	96
hakuouki_reimeiroku	薄樱鬼黎明录	薄桜鬼黎明録	Hakuouki Reimeiroku	5
hakuouki_shinsengumi_kitan	薄樱鬼	薄桜鬼〜新選組奇譚〜	Hakuouki Shinsengumi Kitan	245
hakusen_(idolmaster)	白线	白線	Hakusen (Idolmaster)	69
hal_laboratory	HAL研究所	HAL研究所	HAL Laboratory	31
halo_(series)	光环		Halo	1109
han-gyaku-sei_million_arthur	叛逆性百万亚瑟王	叛逆性ミリオンアーサー	Hankaku-Sei Million Arthur	61
hana-doll	华Doll*	華Doll*	Hana Doll	2
hana_himeru_kimi_no_meteor	君掩花间流星将至	花秘める君のメテオール	Hana Himeru Kimi No Meteor	53
hana_wa_saku_shura_no_gotoku	花修罗	花は咲く、修羅の如く	Hana Wa Saku Shura No Gotoku	52
hana_x_hana	花×华	花×華	Hana x Hana	31
hanakage_senki:_youma_kourin	花影战记妖魔降临	花影戦記妖魔降臨	Hanakage Senki: Youma Kourin	1
hanamakura	华枕	華枕	Hanamakura	29
hanamonogatari	花物语	花物語	Hanamonogatari	121
hanasaku_iroha	花开伊吕波	花咲くいろは	Hanasaku Iroha	704
hanayori_jyoshiryou	花寄女子寮	花寄女子寮	Hanayori Jyoshiryou	138
hanbun_no_tsuki_ga_noboru_sora	仰望半月的夜空	半分の月がのぼる空	Hanbun No Tsuki Ga Noboru Sora	85
handaya_(restaurant)	半田屋	半田屋	Handaya (restaurant)	8
hanjuku_hero	半熟英雄	半熟英雄	Hanjuku Hero	20
hanjuku_ninpouchou	半熟忍法帐	半熟忍法帳	Hanjuku Ninpouchou	3
hanzawa_naoki_series	半泽直树	半沢直樹	Hanzawa Naoki	4
hao_(vocaloid)	好	好	Hao (vocaloid)	59
hao_yun_shi_jian	好运时间	好運時間	Hao Yun Shi Jian	2
haou_airen	霸王爱人	覇王愛人	Haou Airen	113
happily_ever_afterwards	完结后捡了个男二	傲嬌男二攻心計	Happily Ever Afterwards	1
happiness_double_room	幸福的二人房	幸福的二人房	Happiness Double Room	25
happinesscharge_precure!	幸福爆发！光之美少女	ハピネスチャージプリキュア!	Happiness Charge Precure!	3088
happy_heroes	开心超人联盟	開心超人連盟	Happy Heroes	16
happy_together_(movie)	春光乍泄	春光乍洩	Happy Together (Movie)	3
happy_tree_friends	欢乐树朋友	ハッピーツリーフレンズ	Happy Tree Friends	356
harahara_sensei	腹腹先生	腹腹先生	Timebomb Teacher	4
harmony_(project_itoh)	和谐	ハーモニー	Harmony (project Itoh)	14
harper's_bazaar	时尚芭莎	時尚芭莎	Harper's Bazaar	74
harry_potter:_magic_awakened	哈利波特魔法觉醒	ハリー・ポッター:魔法の覚醒	Harry Potter: Magic Awakened	244
harry_potter:_magic_awakened_design_award	魔法觉醒设计大奖赛	魔法覚醒設計大奨賽	Harry Potter: Magic Awakened Design Award	21
harry_potter_(series)	哈利·波特（系列）	ハリー・ポッター	Harry Potter	2781
harry_potter_and_the_chamber_of_secrets	哈利·波特与密室	ハリー・ポッターと秘密の部屋	Harry Potter And The Chamber Of Secrets	17
harry_potter_and_the_cursed_child	哈利·波特与被诅咒的孩子	ハリー・ポッターと呪いの子	Harry Potter And The Cursed Child	61
harry_potter_and_the_deathly_hallows	哈利·波特与死亡圣器	ハリー・ポッターと死の秘宝	Harry Potter And The Deathly Hallows	29
harry_potter_and_the_goblet_of_fire	哈利·波特与火焰杯	ハリー・ポッターと炎のゴブレット	Harry Potter And The Goblet Of Fire	18
harry_potter_and_the_half-blood_prince	哈利·波特与混血王子	ハリー・ポッターと謎のプリンス	Harry Potter And The Half-Blood Prince	5
harry_potter_and_the_order_of_the_phoenix	哈利·波特与凤凰社	ハリー・ポッターと不死鳥の騎士団	Harry Potter And The Order Of The Phoenix	4
harry_potter_and_the_philosopher's_stone	哈利·波特与魔法石	ハリー・ポッターと賢者の石	Harry Potter And The Philosopher's Stone	54
harry_potter_and_the_prisoner_of_azkaban	哈利·波特与阿兹卡班的囚徒	ハリー・ポッターとアズカバンの囚人	Harry Potter And The Prisoner Of Azkaban	16
harumachi_kagerou	春待蜻蛉	春待蜻蛉	Harumachi Kagerou	2
harumatsuzuki	春待月	春待月	Harumatsuzuki	1
hasbro	孩之宝	ハズブロ	Hasbro	229
hataraku_maou-sama!	打工吧！魔王大人	はたらく魔王さま!	Hataraku Maou-sama	1150
hataraku_saibou	工作细胞	はたらく細胞	Hataraku Saibou	1826
hatsu_inu	初犬	初犬	Hatsu Inu	54
hatsukoi_1/1	初恋1/1	初恋1/1	Hatsukoi 1/1	72
hatsukoi_limited	初恋限定。	初恋限定。	Hatsukoi Limited	52
hatsukoi_time	初恋时间	初恋時間	Hatsukoi Time	11
hatsukoi_yohou.	初恋豫报。	初恋予報。	Hatsukoi Yohou	2
hatsune_miku:_dreamy_vocal	初音未来：梦幻歌姬	初音未来:夢幻歌姬	Hatsune Miku: Dreamy Vocal	2
hatsune_speed:_hatsune_miku_roller_skating_music	初音速	初音速	Hatsune Speed: Hatsune Miku Roller Skating Music	26
hatsune_tenchikaibyaku_shinwa_(vocaloid)	初音天地开辟神话	初音天地開闢神話	Hatsune Tenchikaibyaku Shinwa	29
hatsurou	初楼	初楼	Hatsurou	1
hayari_yamai	HAYARI病	HAYARI病	HAYARI Yamai	1
hayasaki_no_kuroyuri	提早绽放的黑百合	早咲きのくろゆり	Hayasaki No Kuroyuri	41
hayate_no_gotoku!	旋风管家	ハヤテのごとく!	Hayate No Gotoku!	2685
hayate_x_blade	星空学园	はやて×ブレード	Hayate X Blade	81
hazbin_hotel	地狱客栈	ハズビン・ホテル	Hazbin Hotel	4627
haze/reverb	苍雾残响	ハツリバーブ	Haze Reverb	228
he_is_so_flirty	他那么撩	他那麼撩	He is So Flirty	1
heartcatch_precure!	抓心光之美少女	ハートキャッチプリキュア!	HeartCatch Precure!	5665
hearts_recollection	幻想计划	ファンタジープロジェクト	Hearts Recollection	37
heaven's_feel	命运之夜-天之杯-	フェイト/ステイナイト	Heaven's Feel	2218
heaven_and_earth_tribulation	天地劫	天地劫	Heaven And Earth Tribulation	8
heaven_burns_red	绯染天空	ヘブンバーンズレッド	Heaven Burns Red	10500
heaven_no_tenbin	天堂的天平	ヘブンの天秤	Heaven No Tenbin	2
heaven_of_goddess	软妹天国	軟妹天国	Heaven Of Goddess	2
heaven_official's_blessing	天官赐福	天官賜福	Heaven Official's Blessing	1734
heavenly_gathering_of_clouds	东方天流宫	東方天流宮	Heavenly Gathering of Clouds	22
heavily_armed_high_school_girls	重兵装型女子高生	重兵装型女子高生	Heavily Armed High School Girls	88
hebi_no_inochi	蛇之命	ヘビの命	Hebi No Inochi	5
heibai_wushuang	黑白无双	黑白无双	Heibai Wushuang	3
heichao_zhishang	黑潮之上	黑潮之上	Heichao Zhishang	4
heike_nyogo_no_shima	平家女护岛	平家女護島	Heike Nyogo No Shima	2
heiki?_(utau)	平气？	平気?	Heiki? (utau)	1
heimao_jingzhang	黑猫警长	黒猫警長	Heimao Jingzhang	1
helena_and_mr._big_bad_wolf	海伦娜与大野狼先生	海倫娜与大野狼先生	Helena And Mr. Big Bad Wolf	1
helix_horizon	螺旋境界线	螺旋境界線	Helix Horizon	15
helix_waltz	螺旋圆舞曲	ヘリックスワルツ	HelixWaltz	6
helix_waltz_2	螺旋圆舞曲2蔷薇战争	螺旋円舞曲2薔薇戦争	Helix Waltz 2	16
hell_heaven_garden	天狱园	天獄園	Hell Heaven Garden	1
helldivers_(series)	绝地潜兵	ヘルダイバー	Helldivers	618
hello_charlotte	你好夏洛特	你好夏洛特	Hello Charlotte	338
hello_kitty	凯蒂猫	ハローキティ	Hello Kitty	1970
hello_street_cat	哈啰街猫	哈囉街猫	Hello Street Cat	28
helltaker	地狱把妹王	ヘルテイカー	Helltaker	9106
helluva_boss	极恶老大	ヘルヴァボス	Helluva Boss	1205
hen_(manga)	变	変	HEN	8
henjin_henkutsu_retsuden	变人偏屈列传	変人偏屈列伝	Henjin Henkutsu Retsuden	1
henjo_~hen_na_joshi_kousei_amaguri_senko~	变女	変女	Henjo ~hen Na Joshi Kousei Amaguri Senko~	30
henkei_shoujo	变形少女	変形少女	Henkei Shoujo	68
henrin	片鳞	片鱗	Henrin	5
henry_stickmin_(series)	亨利火柴人	ヘンリースティックマン	Henry Stickmin	202
henshin_ganbou_(vocaloid)	返信愿望	返信願望	Henshin Ganbou	2
hentai_kamen	变态假面	変態仮面	Hentai Kamen	134
hentai_rabbit_hood	变态兔头巾	変態兎頭巾	Rabbit Hood Slut	21
hero's_adventure_road_of_passion	大侠立志传	大俠立志伝	Hero's Adventure Road Of Passion	7
hero_108	水火108	水火108	HERO 108	3
heroes_evolved	英魂之刃	英魂之刃	Heroes Evolved	3
hi_fi_club_(vocaloid)	灰Φ倶乐部	灰Φ倶楽部	Hi Φ Club	9
hibike!_euphonium	吹响吧！上低音号	響け!ユーフォニアム	Hibike! Euphonium	7630
hibotan_bakuto	绯牡丹博徒	緋牡丹博徒	Hibotan Bakuto	1
hibou_necchuushou_(synthesizer_v)	诽谤热中症	誹謗熱中症	Hibou Necchuushou (synthesizer V)	4
hidamari_ga_kikoeru	绿草上的情书	ひだまりが聴こえる	I Hear The Sunspot	6
hidamari_sketch	向阳素描	ひだまりスケッチ	Hidamari Sketch	2818
hidden_hero_(o2h)	英雄脸蒙	英雄臉蒙	Hidden Hero (o2h)	21
