tag	current_zh	ja	en	series	post_count
astesia_(arknights)	星极	アステシア(アークナイツ)	Astesia	明日方舟	873
astgenne_(arknights)	星源	アステジーニ	Astgenne	明日方舟	306
astolfo_(fate)	阿斯托尔福（Fate）	アストルフォ	Astolfo		7651
astolfo_(rider)_(fate)	阿斯托尔福（Rider·Fate）				1811
astolfo_(sailor_paladin)_(fate)	阿斯托尔福（sailor paladin·Fate）	セーラー服ナイト	Astolfo (sailor Paladin)		1335
aston_machan_(umamusume)	真弓快车	奥斯頓真弓	Aston Machan	闪耀!优俊少女	1852
astra_yao	耀嘉音	アストラ・ヤオ	Astra Yao		3108
astra_yao_(chandelier)	耀嘉音（水晶灯下）	耀嘉音(水晶灯下)	Astra Yao		314
asui_tsuyu	蛙吹梅雨	蛙吹梅雨	Asui Tsuyu		2575
asuna_(sao)	亚丝娜	結城明日奈	Asuna		6087
asuna_(school_uniform)_(blue_archive)	一之濑明日奈（校服）	一之瀬アスナ	Asuna (school Uniform)	碧蓝档案	3611
atago_(azur_lane)	爱宕（碧蓝航线）	愛宕	Atago	碧蓝航线	4875
atago_(school_traumerei)_(azur_lane)	学园幻想曲（校园生活）	学園トロイメライ	Atago (school Traumerei)	碧蓝航线	296
atago_(stunning_speedster)_(azur_lane)	巅峰时速（疾速狂热）	凄艶のマックススピード	Atago (stunning Speedster)	碧蓝航线	969
atago_(summer_march)_(azur_lane)	盛夏进行曲（夏日泳装）	真夏の行進曲	Atago (summer March)	碧蓝航线	676
atalanta_(fate)	阿塔兰忒	アタランテ	Atalanta		1521
atarashi_ako	新子憧	あたらしあこ	Atarashi Ako		391
athena_cykes	希月心音	希月心音	Athena Cykes		633
athrun_zala	阿斯兰·萨拉	アスラン・ザラ	Athrun Zala		1147
atlanta_(kancolle)	亚特兰大（舰队Collection）	アトランタ（舰队Collection）	Atlanta		3349
atou_haruki	阿藤春树	阿藤春樹	Atou Haruki		2202
atri	亚托莉	亜託莉	Atri		576
atsuko_(blue_archive)	秤亚津子	秤アツコ	Atsuko	碧蓝档案	2548
atsuko_(swimsuit)_(blue_archive)	秤亚津子（泳装）	秤アツコ（泳装）	Atsuko (swimsuit)	碧蓝档案	605
atsushi_toushirou	厚藤四郎（刀剑乱舞）	厚藤四郎	Atsushi Toushirou		441
august_von_parseval_(azur_lane)	奥古斯特·冯·帕塞瓦尔	アウグスト・フォン・パーセヴァル(アズールレーン)	August Von Parseval	碧蓝航线	796
augusta_(wuthering_waves)	奥古斯塔	オーガスタ(鳴潮)	Augusta	鸣潮	1088
aura_(sousou_no_frieren)	奥拉	アウラ（葬送のフリーレン）	Aura	葬送的芙莉莲	1423
aurora_(arknights)	极光	極光	Aurora	明日方舟	1077
aventurine_(honkai:_star_rail)	砂金	アベンチュリン	Aventurine	崩坏:星穹铁道	4385
awa_subaru	安和昴	安和すばる	Awa Subaru		3384
awakened_miki	觉醒美希	覚醒美希	Awakened Miki		320
ayachi_nene	绫地宁宁	綾地寧々	Ayachi Nene		764
ayanami_(azur_lane)	犹	綾波(アズールレーン)	Ayanami	碧蓝航线	3429
ayanami_(kancolle)	绫波	綾波	Ayanami		1970
ayanami_(retrofit)_(azur_lane)	绫波（retrofit·碧蓝航线）	綾波改(アズールレーン)	Ayanami (retrofit)	碧蓝航线	1025
ayanami_kai_ni_(kancolle)	绫波改二	綾波改二	Ayanami Kai Ni		618
ayanami_rei	绫波丽	綾波レイ	Ayanami Rei		10447
ayane_(blue_archive)	奥空绫音	奥空アヤネ	Ayane	碧蓝档案	1933
ayane_(doa)	绫音	綾音	Ayane		966
ayane_(swimsuit)_(blue_archive)	奥空绫音（泳装）	奥空アヤネ(水着)	Ayane (swimsuit)	碧蓝档案	418
ayanokouji_rem	绫小路丽梦	綾小路麗夢	Ayanokouji Rem		358
ayase_alisa	绚濑亚里沙	絢瀬亜裏沙	Ayase Alisa		379
ayase_eli	绚濑绘里	エリーチカ	Ayase Eli		7258
ayase_fuuka	绫濑风香	綾瀬風香	Ayase Fuuka		376
ayase_honoka	绫濑穗乃香	綾瀬穂乃香	Ayase Honoka		321
ayase_seiko	绫濑星子	綾瀬星子	Ayase Seiko		873
ayase_yue	绫濑夕映	綾瀬夕映	Ayase Yue		406
ayatsuji_tsukasa	绚辻词	絢辻詞	Ayatsuji Tsukasa		950
ayatsumugi_roka	绫紬芦花	綾紬芦花	Ayatsumugi Roka		577
ayin_(project_moon)	艾因（月亮计划）	艾因（プロジェクトムーン）	Ayin	月亮计划	448
ayn_alwyn	艾因	艾因	Ayn Alwyn		481
azuki_azusa	小豆梓	小豆梓	Azuki Azusa		298
azula	阿祖拉	阿祖拉	Azula		518
azuma_(azur_lane)	吾妻	吾妻	Azuma	碧蓝航线	472
azumaya_haruka	东谷遥	東谷遙	Azumaya Haruka		566
azusa_(blue_archive)	白洲梓	白洲梓	Azusa	碧蓝档案	3703
azusa_(cookie)	AZS姉贵	AZS姉貴	Azusa		329
azusa_(swimsuit)_(blue_archive)	白洲梓（泳装）	アズサ(水着)	Azusa (swimsuit)	碧蓝档案	847
azusawa_kohane	小豆泽心羽	小豆沢心羽	Azusawa Kohane		1846
bache_(azur_lane)	贝奇	バッチ(アズールレーン)	Bache	碧蓝航线	791
bachira_meguru	蜂乐廻	蜂楽廻	Bachira Meguru		472
bagpipe_(arknights)	风笛	風笛	Bagpipe	明日方舟	1107
bailu_(honkai:_star_rail)	白露（崩坏：星穹铁道）	白露（崩壊:スターレイル）	Bailu	崩坏:星穹铁道	538
baizhi_(wuthering_waves)	白芷（鸣潮）	ビャクシ	Baizhi	鸣潮	386
baizhu_(genshin_impact)	白术	白朮	Baizhu	原神	520
bakugou_katsuki	爆豪胜己	爆豪勝己	Bakugou Katsuki		7444
bakugou_mitsuki	爆豪光己	爆豪ママ	Bakugou Mitsuki		328
baltimore_(after-school_ace)_(azur_lane)	放学后的ACE	エースの放課後	Baltimore (after-school Ace)	碧蓝航线	336
baltimore_(azur_lane)	巴尔的摩（碧蓝航线）	ボルチモア	Baltimore	碧蓝航线	1854
baltimore_(finish_line_flagbearer)_(azur_lane)	迅疾的蓝星	スプレンディッド・ギア	Baltimore (finish Line Flagbearer)	碧蓝航线	386
bambietta_basterbine	班比	バンビエッタ・バスターバイン	Bambietta Basterbine		588
bamboo_memory_(umamusume)	青竹回忆	バンブーメモリー	Bamboo Memory	闪耀!优俊少女	434
banana_(girls'_frontline)	香蕉（少女前线）	バナナ(ドールズフロントライン)	Banana	少女前线	388
banyue_(zenless_zone_zero)	盘岳	盤岳	Banyue	绝区零	434
baobhan_sith_(fate)	芭万·希	バーヴァン・シー	Baobhan Sith		7479
barasuishou	蔷薇水晶	薔薇水晶	Barasuishou		635
barbara_(genshin_impact)	芭芭拉·佩奇	バーバラ（原神）	Barbara	原神	4053
barbara_(summertime_sparkle)_(genshin_impact)	芭芭拉（闪耀协奏）	サマータイムスパークル	Barbara (summertime Sparkle)	原神	633
bardiche_(nanoha)	芭迪修	バルディッシュ	Bardiche		2156
barghest_(fate)	巴格斯特	バーゲスト（Fate）	Barghest		2851
barnaby_brooks_jr.	巴纳比·布鲁克斯二世	バーナビー・ブルックスJr.	Barnaby Brooks Jr.		3439
barok_van_zieks	巴洛克·班吉克斯	バロック・バンジークス	Barok Van Zieks		371
baron_bunny_(genshin_impact)	兔兔伯爵	ウサギ伯爵	Baron Bunny	原神	744
basil_(faraway)_(omori)	贝瑟尔（faraway）	バジル（faraway）	Basil (faraway)		5721
basil_(headspace)_(omori)	巴兹尔	バジル（headspace）	Basil (headspace)		2965
basil_(omori)	贝瑟尔	バジル	Basil		8378
batman	蝙蝠侠	バットマン	Batman		1804
batsubyou	拔猫	エラー猫	Batsubyou		429
battleship_princess	战舰栖姬	戦艦棲姫	Battleship Princess		2096
battleship_water_oni	战舰水鬼	戦艦水鬼	Battleship Water Oni		415
bay_(nikke)	贝伊（胜利女神：妮姬）	ベイ	Bay		763
bayonetta	贝优妮塔	ベヨネッタ	Bayonetta		1856
bb_(swimsuit_mooncancer)_(first_ascension)_(fate)	BB(水着)	BB(水着)	Bb (swimsuit Mooncancer) (first Ascension)		518
bb_(swimsuit_mooncancer)_(third_ascension)_(fate)	泳装BB	BBホテップ	Bb (swimsuit Mooncancer) (third Ascension)		1011
bea_(pokemon)	彩豆	サイトウ	Bea	宝可梦	3638
beam_(chainsaw_man)	毕姆	ビーム	Beam	电锯人	401
beanstalk_(arknights)	豆苗	ビーンストーク(アークナイツ)	Beanstalk	明日方舟	538
beatrice_(re:zero)	贝阿特丽丝	ベアトリス（Re:从零开始的异世界生活）	Beatrice		1546
beatrice_(umineko)	贝阿朵莉切（海猫鸣泣之时）	ベアトリーチェ・カスティリオーニ（海猫鸣泣之时）	Beatrice		3281
bede_(pokemon)	彼特	ビート（ポケットモンスター）	Bede	宝可梦	1521
beelstarmon	贝尔斯塔兽	ベルスターモン	Beelstarmon		889
beeswax_(arknights)	蜜蜡	ビーズワックス	Beeswax	明日方舟	556
beidou_(genshin_impact)	北斗	北斗	Beidou	原神	2146
belfast_(azur_lane)	贝尔法斯特	ベルファスト	Belfast	碧蓝航线	4346
belfast_(shopping_with_the_head_maid)_(azur_lane)	女仆长的购物日	メイド長とお買い物	Belfast (shopping With The Head Maid)	碧蓝航线	476
belle_(delicate_sunlight)_(zenless_zone_zero)	铃（曦色玲珑）	鈴(曦色玲瓏)	Belle (delicate Sunlight)	绝区零	588
ben_bigger	本·比格	ベン・ビガー	Ben Bigger		1059
beni-enma	红阎魔	紅閻魔	Beni-enma		865
benikurage_(cookie)	BNKRG姉贵	BNKRG姉貴	Benikurage		804
bennett_(genshin_impact)	班尼特	ベネット（原神）	Bennett	原神	1029
bernadetta_von_varley	贝尔娜黛塔·冯·瓦雷利	ベルナデッタ=フォン=ヴァーリ	Bernadetta Von Varley		1583
berserker_(fate/zero)	兰斯洛特	蘭斯洛特	Berserker		1135
bertolt_hoover	贝特霍尔德·胡佛	ベルトルト・フーバー	Bertolt Hoover		802
bianca_(dq5)	比安卡（dq5）	ビアンカ（dq5）	Bianca		1294
bianca_(pgr)	比安卡（战双帕弥什）	ビアンカ(パニグレ)	Bianca		436
bianca_(pokemon)	贝尔	ベル（ポケットモンスター）	Bianca	宝可梦	1934
bibi_(tokoyami_towa)	比比	ビビ（tokoyami towa）	Bibi		2066
biko_pegasus_(umamusume)	必高快马	ビコーペガサス	Biko Pegasus	闪耀!优俊少女	318
bili_girl_22	Bili娘22号	二二	Bili Girl 22		472
bili_girl_33	三三	三三	Bili Girl 33		486
bismarck_(azur_lane)	俾斯麦（碧蓝航线）	ビスマルク(アズールレーン)	Bismarck	碧蓝航线	1139
bismarck_(kancolle)	俾斯麦（舰队Collection）	ビスマルク（舰队Collection）	Bismarck		5500
bison_(arknights)	拜松	バイソン(アークナイツ)	Bison	明日方舟	285
biwa_hayahide_(umamusume)	琵琶晨光	ビワハヤヒデ（ウマ娘プリティーダービー）	Biwa Hayahide	闪耀!优俊少女	2143
biyoo_(omniscient_reader's_viewpoint)	譬喩	譬喩	Biyoo	全知读者视角	434
black_jack_(character)	黑杰克	ブラック・ジャック	Black Jack		534
black_mage_(final_fantasy)	黑魔导	黒魔道士	Black Mage	最终幻想	861
black_rock_shooter_(character)	黑岩射手	ブラック★ロックシューター	Black Rock Shooter		4486
black_swan_(honkai:_star_rail)	黑天鹅（崩坏：星穹铁道）	ブラックスワン（崩壊:スターレイル）	Black Swan	崩坏:星穹铁道	3275
blade_(honkai:_star_rail)	刃	刃	Blade	崩坏:星穹铁道	3609
blake_belladonna	布莱克·贝拉多娜	ブレイク・ベラドンナ	Blake Belladonna		2351
blanc_(nikke)	布兰儿（胜利女神：妮姬）	ブラン(勝利の女神:NIKKE)	Blanc		1068
blaze_(arknights)	煌（明日方舟）	煌（アークナイツ）	Blaze	明日方舟	1728
blaze_the_cat	布莱兹	ブレイズ・ザ・キャット	Blaze The Cat		2393
blemishine_(arknights)	玛莉娅·临光	ブレミシャイン	Blemishine	明日方舟	1097
blonde_blazer	金耀光	金耀光	Blonde Blazer		282
blonde_student_council_president_(blue_archive)	伪联邦生徒会长（假）	偽連邦生徒会長(仮)	Blonde Student Council President	碧蓝档案	456
blonney	金蜜儿	金蜜児	Blonney		317
bloodhound_(apex_legends)	寻血猎犬	ブラッドハウンド	Bloodhound		432
bloom_poetry_(shining_nikki)	诗意绽放	詩意綻放	Bloom Poetry	闪耀暖暖	578
blue_pikmin	蓝皮克敏	青ピクミン	Blue Pikmin		1147
blue_poison_(arknights)	蓝毒	アズリウス	Blue Poison	明日方舟	1900
blue_poison_(shoal_beat)_(arknights)	浅濑	浅瀬	Blue Poison (shoal Beat)	明日方舟	861
boa_hancock	波雅·汉库克	ボア・ハンコック	Boa Hancock		2169
bokuto_koutarou	木兔光太郎	木兎光太郎	Bokuto Koutarou		746
bondrewd	波多尔多	ボンドルド	Bondrewd		483
boo_(mario)	害羞幽灵	害羞幽霊	Boo		1629
boo_tao_(genshin_impact)	胡桃（原神）			原神	5802
boryeon_(last_origin)	宝莲	宝蓮	Boryeon		310
bottle_miku	瓶MIKU	ボトルミク	Bottle Miku		740
boudica_(fate)	布狄卡	ブーディカ（Fate）	Boudica		1648
bowser	库巴	クッパ	Bowser		2307
bowser_jr.	库巴二世	庫巴二世	Bowser Jr.		402
bowsette	库巴姬	クッパ姫	Bowsette		4014
bradamante_(fate)	布拉达曼特	ブラダマンテ（Fate）	Bradamante		1073
braixen	长尾火狐	テールナー	Braixen		1802
brant_(wuthering_waves)	布兰特	ブラント	Brant	鸣潮	879
brazilian_miku	巴西初音	ブラジルミク	Brazilian Miku		2280
bremerton_(azur_lane)	布莱默顿	ブレマートン	Bremerton	碧蓝航线	5456
bremerton_(kung_fu_cruiser)_(azur_lane)	功夫少女！	アクションクルーズ	Bremerton (kung Fu Cruiser)	碧蓝航线	436
bridget_(guilty_gear)	布里吉特	布里吉特	Bridget	罪恶装备	4428
bronya_rand	布洛妮娅	ブローニャ・ランド	Bronya Rand		1191
bronya_zaychik	布洛妮娅·扎伊切克	ブローニャ・ザイチク	Bronya Zaychik		4939
bronya_zaychik_(haxxor_bunny)	迷城骇兔	ハッカーバニー	Bronya Zaychik		370
bronya_zaychik_(herrscher_of_reason)	理之律者	ブローニャ・ザイチク(理の律者)	Bronya Zaychik		487
bronya_zaychik_(herrscher_of_truth)	真理之律者	真理の律者	Bronya Zaychik		460
bronya_zaychik_(silverwing:_n-ex)	布洛妮娅（silverwing: n-ex）	ブローニャ・ザイチク（silverwing: n-ex）	Bronya Zaychik		1724
brook_(one_piece)	布鲁克	ブルック	Brook	海贼王	1194
brown_long-eared_bat_(kemono_friends)	长耳蝠	ウサギコウモリ	Brown Long-eared Bat		1146
bruce_wayne	布鲁斯·韦恩	ブルース・ウェイン	Bruce Wayne		1271
bruno_bucciarati	布鲁诺·布加拉提	ブローノ・ブチャラティ	Bruno Bucciarati		1871
buddha	如来	仏陀	Buddha		303
buggy_the_clown	巴基	バギー	Buggy The Clown		968
bulma	布尔玛	ブルマ	Bulma		2462
bungo_yayoi	丰后弥生	豊後弥生	Bungo Yayoi		337
busujima_saeko	毒岛冴子	毒島冴子	Busujima Saeko		604
buttercup_(ppg)	毛毛（ppg）	毛毛（ppg）	Buttercup		713
cael_anselm	叶瑄	ヨウケン	Cael Anselm		507
caelus_(honkai:_star_rail)	穹（崩坏：星穹铁道）	穹(崩壊:星穹鉄道)	Caelus	崩坏:星穹铁道	8841
caenis_(fate)	凯妮斯	凱妮斯	Caenis		1783
caesar_(girls_und_panzer)	铃木贵子	鈴木貴子	Caesar	少女与战车	668
caesar_anthonio_zeppeli	西撒·安东尼奥·齐贝林	シーザー・アントニオ・ツェペリ	Caesar Anthonio Zeppeli		5449
caesar_king_(zenless_zone_zero)	凯撒·金	キング・シーザー	Caesar King	绝区零	1749
cagalli_yula_athha	卡嘉莉·尤拉·阿斯哈	カガリ・ユラ・アスハ	Cagalli Yula Athha		1400
cagliostro_(granblue_fantasy)	卡莉奥斯特萝	カリオストロ	Cagliostro	碧蓝幻想	1534
caleb_(love_and_deepspace)	夏以昼	マヒル	Caleb	恋与深空	541
calem_(pokemon)	卡鲁穆	カルム	Calem	宝可梦	1942
calstone_light_o_(umamusume)	金镇之光	カルストンライトオ（ウマ娘プリティーダービー）	Calstone Light O	闪耀!优俊少女	901
camellya_(wuthering_waves)	椿（鸣潮）	椿（鸣潮）	Camellya	鸣潮	2337
camilla_(fire_emblem)	卡米拉（火焰纹章）	カミラ（ファイアーエムブレム）	Camilla	火焰纹章	2974
camille_(arknights)	卡缪	カミーユ	Camille	明日方舟	299
cammy_white	嘉米·怀特	キャミィ・ホワイト	Cammy White		5806
candace_(genshin_impact)	坎蒂丝	キャンディス（原神）	Candace	原神	774
cantarella_(wuthering_waves)	坎特蕾拉·翡萨烈	カンタレラ・フィサリア	Cantarella	鸣潮	1963
capitano_(genshin_impact)	卡皮塔诺	カピターノ	Capitano	原神	800
cappie_(miside)	帽子米塔	キャッピー（ミサイド）	Cappie	米塔miside	500
captain_(kemono_friends)	队长	隊長さん	Captain		1558
caracal_(kemono_friends)	狞猫	カラカル	Caracal		1108
carbuncle_(reverse:1999)	卡邦克鲁	卡邦克魯	Carbuncle	重返未来1999	303
cardigan_(arknights)	卡缇	カーディ(アークナイツ)	Cardigan	明日方舟	423
carlotta_(wuthering_waves)	珂莱塔·莫塔里	カルロッタ（鸣潮）	Carlotta	鸣潮	2328
carmen_(project_moon)	卡门（月亮计划）	カルメン（プロジェクトムーン）	Carmen	月亮计划	682
carmilla_(fate)	卡米拉（Fate）	カーミラ（Fate）	Carmilla		909
carnelian_(arknights)	卡涅利安	カーネリアン	Carnelian	明日方舟	585
carpaccio_(girls_und_panzer)	卡尔帕乔	カルパッチョ	Carpaccio	少女与战车	1281
cassidy_(overwatch)	卡西迪	麦克雷	Cassidy	守望先锋2	615
castorice_(honkai:_star_rail)	遐蝶	キャストリス	Castorice	崩坏:星穹铁道	4545
catherine_(project_moon)	凯瑟琳（月亮计划）	キャサリンアーンショー	Catherine	月亮计划	503
celebi	时拉比	セレビィ	Celebi		1153
celes_chere	塞莉丝	セリス・シェール	Celes Chere		1148
celestia_ludenberg	塞蕾丝缇雅	セレスティア・ルーデンベルク	Celestia Ludenberg		1967
celica_(fire_emblem)	赛莉卡	セリカ（ファイアーエムブレム）	Celica	火焰纹章	1156
cell_(dragon_ball)	沙鲁	セル	Cell	七龙珠	498
ceobe_(arknights)	刻俄柏	ケオベ	Ceobe	明日方舟	1600
cerberus_(helltaker)	塞伯拉斯	ケルベロス（ヘルテイカー）	Cerberus	地狱把妹王	1158
cesario_(umamusume)	西沙里奥	西沙裏奥	Cesario	闪耀!优俊少女	1052
ceylon_(arknights)	锡兰	セイロン(アークナイツ)	Ceylon	明日方舟	423
ch'en_(arknights)	陈	チェン(アークナイツ)	Ch'en	明日方舟	4496
ch'en_(summer)_(arknights)	女游客C	観光客の女性C	Ch'en (summer)	明日方舟	365
ch'en_the_holungday_(arknights)	假日威龙陈	遊龍チェン	Ch'en The Holungday	明日方舟	631
chacha_(fate)	茶茶(Fate)	茶々	Chacha		399
chainsaw_devil	电锯恶魔	チェーンソーの悪魔	Chainsaw Devil		327
challia_bull	沙利亚·布鲁	シャリア・ブル	Challia Bull		823
chandelure	水晶灯火	シャンデラ	Chandelure		1887
chang_chin-lan	张景岚	ちゃんじんらん	Chang Chin-lan		462
changsheng_(genshin_impact)	长生	長生	Changsheng	原神	366
chapayev_(azur_lane)	恰巴耶夫	チャパエフ	Chapayev	碧蓝航线	488
char_aznable	夏亚·阿兹纳布尔	シャア・アズナブル	Char Aznable		2489
chara_(undertale)	查拉	キャラ	Chara	传说之下	2785
charizard	喷火龙	リザードン	Charizard		3900
charles-henri_sanson_(fate)	夏尔·亨利·桑松	シャルル=アンリ・サンソン(Fate)	Charles-henri Sanson		286
charlie_morningstar	查理·晨星	チャーリー(ハズビン・ホテル)	Charlie Morningstar		1226
charlotte_(genshin_impact)	朗镜索真	シャルロット（原神）	Charlotte	原神	876
charlotte_(madoka_magica)	夏洛特（魔法少女小圆）	人食い魔女	Charlotte		3080
charlotte_dunois	夏洛特·杜诺瓦	シャルロット・デュノア	Charlotte Dunois		1434
charmander	小火龙	ヒトカゲ	Charmander		2416
charmeleon	火恐龙	火恐竜	Charmeleon		1015
charon_(project_moon)	卡戎（月亮计划）	卡戎（プロジェクトムーン）	Charon	月亮计划	330
chasca_(genshin_impact)	恰斯卡	恰斯卡	Chasca	原神	408
chen	橙	橙	Chen		20580
chen_hai_(azur_lane)	镇海	鎮海(アズールレーン)	Chen Hai	碧蓝航线	386
chen_qianyu_(arknights)	陈千语	チェン・センユー	Chen Qianyu	明日方舟	1651
cheng_xiaoshi	程小时	チョン・シャオシー	Cheng Xiaoshi		1256
cheren_(pokemon)	黑连	チェレン	Cheren	宝可梦	1442
cherino_(blue_archive)	连河洁莉诺	連河チェリノ	Cherino	碧蓝档案	768
cheshire_(azur_lane)	柴郡	チェシャー（アズールレーン）	Cheshire	碧蓝航线	1395
cheval_grand_(umamusume)	高尚骏逸	シュヴァルグラン（ウマ娘プリティーダービー）	Cheval Grand	闪耀!优俊少女	4168
chevalier_d'eon_(fate)	骑士迪昂	シュヴァリエ・デオン	Chevalier D'eon		512
chevreuse_(genshin_impact)	明律决罚	シュヴルーズ	Chevreuse	原神	487
chi-chi_(dragon_ball)	琪琪（七龙珠）	チチ	Chi-chi	七龙珠	1855
chiaki_(blue_archive)	元宫千秋	元宮チアキ	Chiaki	碧蓝档案	1029
chiba_mamoru	地场卫	地場衛	Chiba Mamoru		382
chibi_usa	小小兔	ちびうさ	Chibi Usa		2169
chigiri_hyoma	千切豹马	千切豹馬	Chigiri Hyoma		350
chihaya_anon	千早爱音	千早愛音	Chihaya Anon		10499
chihiro_(blue_archive)	各务千寻	各務チヒロ	Chihiro	碧蓝档案	1362
chii	小叽	ちぃ	Chii		705
chikorita	菊草叶	チコリータ	Chikorita		2102
chikuma_(kancolle)	筑摩（舰队Collection）	筑摩	Chikuma		1270
chikuma_kai_ni_(kancolle)	筑摩改二	築摩改二	Chikuma Kai Ni		576
chilchuck_tims	齐尔查克	チルチャック・ティムズ	Chilchuck Tims		1859
china_(hetalia)	王耀	王耀	China		1295
chinatsu_(blue_archive)	火宫千夏	火宮チナツ	Chinatsu	碧蓝档案	1168
chinatsu_(hot_spring)_(blue_archive)	火宫千夏（温泉）	チナツ(温泉)	Chinatsu (hot Spring)	碧蓝档案	282
chiori_(genshin_impact)	千织	千織	Chiori	原神	1405
chisa_(wuthering_waves)	朽叶千咲	千咲（鸣潮）	Chisa	鸣潮	3578
chise_(blue_archive)	和乐知世	和楽チセ	Chise	碧蓝档案	1152
chitanda_eru	千反田爱瑠	千反田える	Chitanda Eru		2901
chito_(shoujo_shuumatsu_ryokou)	千户	チト(少女終末旅行)	Chito	少女终末旅行	1535
chitose_(kancolle)	千岁（舰队Collection）	千歳（舰队Collection）	Chitose		1307
chitose_sana	千岁佐奈	千歳佐奈	Chitose Sana		470
chiya_(urara_meirochou)	千矢	千矢	Chiya		300
chiyoda_(kancolle)	千代田（舰队Collection）	千代田（舰队Collection）	Chiyoda		1002
chloe_von_einzbern	克洛伊	クロエ・フォン・アインツベルン	Chloe Von Einzbern		4627
choi_jongsu	崔钟秀	崔宗秀	Choi Jongsu		432
chongyue_(arknights)	重岳	チョンユエ	Chongyue	明日方舟	2002
chongyun_(genshin_impact)	重云	重雲	Chongyun	原神	1804
chosen_undead	上级骑士	上級騎士	Chosen Undead		375
choso_(jujutsu_kaisen)	胀相	脹相	Choso	咒术回战	864
chou-10cm-hou-chan	超10cm炮酱	長10cm砲ちゃん	Chou-10cm-hou-chan		1110
chougei_(kancolle)	长鲸	長鯨	Chougei		689
choukai_(kancolle)	鸟海（舰队Collection）	鳥海	Choukai		2076
choukai_kai_ni_(kancolle)	鸟海改二	鳥海改二	Choukai Kai Ni		745
chousokabe_motochika_(sengoku_basara)	长曾我部元亲（战国BASARA）	長曽我部元親(戦国BASARA)	Chousokabe Motochika	战国BASARA	364
chouzetsusaikawa_tenshi-chan	超绝最可爱天使酱	超絶最かわてんしちゃん	Chouzetsusaikawa Tenshi-chan		4176
chris_(konosuba)	克里斯	クリス（为美好的世界献上祝福!）	Chris		498
chris_redfield	克里斯·雷德菲尔德	クリス・レッドフィールド	Chris Redfield		2061
chrollo_lucilfer	库洛洛	クロロ=ルシルフル	Chrollo Lucilfer		888
chrom_(fire_emblem)	克罗姆	クロム（ファイアーエムブレム）	Chrom	火焰纹章	1370
chu_wanning	楚晚宁	楚晩寧	Chu Wanning		284
chun-li	春丽	チュン・リー	Chun-li		9136
ciel_phantomhive	夏尔·凡多姆海恩	シエル・ファントムハイヴ	Ciel Phantomhive		1118
cinderace	闪焰王牌	エースバーン	Cinderace		1422
cinnamoroll	大耳狗	シナモロール	Cinnamoroll		2169
cipher_(honkai:_star_rail)	赛飞儿	サフェル	Cipher	崩坏:星穹铁道	2601
cirno	琪露诺	チルノ	Cirno		40527
citlali_(genshin_impact)	茜特菈莉	茜特菈莉	Citlali	原神	3957
citlalin_(genshin_impact)	茜特菈琳	茜特菈琳	Citlalin	原神	459
claire_redfield	克莱尔·雷德菲尔德	クレア・レッドフィールド	Claire Redfield		852
clara_(honkai:_star_rail)	克拉拉	クラーラ（崩壊:スターレイル）	Clara	崩坏:星穹铁道	644
clarence_clayden	司岚	シーラン	Clarence Clayden		462
clarisse_(granblue_fantasy)	克拉丽丝	クラリス（グランブルーファンタジー）	Clarisse	碧蓝幻想	1108
clark_kent	克拉克·肯特		Clark Kent		1386
claude_von_riegan	库罗德	クロード・フォン・リーガン	Claude Von Riegan		1858
clefairy	皮皮	ピッピ	Clefairy		1233
cleveland_(azur_lane)	克利夫兰	クリーブランド	Cleveland	碧蓝航线	1001
cliffheart_(arknights)	崖心	崖心	Cliffheart	明日方舟	504
clive_rosfield	克莱夫·罗斯菲尔德	クライヴ・ロズフィールド	Clive Rosfield		1240
clorinde_(genshin_impact)	克洛琳德	クロリンデ	Clorinde	原神	2821
cloud_retainer_(genshin_impact)	留云借风真君	留雲借風真君	Cloud Retainer	原神	315
cloud_strife	克劳德·斯特莱夫	クラウド・ストライフ	Cloud Strife		15863
collei_(genshin_impact)	柯莱	コレイ	Collei	原神	1668
colonel_sanders	肯德基上校	カーネル・サンダース	Colonel Sanders		376
colorado_(kancolle)	科罗拉多（舰队Collection）	コロラド（舰队Collection）	Colorado		1615
colossal_titan	超大型巨人	超大型巨人	Colossal Titan		293
colphne_(girls'_frontline_2)	寇尔芙（少女前线2）	コルフェン(ドールズフロントライン2)	Colphne		480
columbina_(genshin_impact)	哥伦比娅	コロンビーナ	Columbina	原神	9337
commandant_(pgr)	指挥官（战双帕弥什）	指揮官(パニグレ)	Commandant		431
commander_(girls'_frontline)	指挥官（少女前线）	指揮官(ドールズフロントライン)	Commander	少女前线	2658
commander_(last_origin)	司令官	司令官	Commander		733
commander_(nikke)	指挥官（NIKKE）	指揮官(勝利の女神:NIKKE)	Commander		2816
common_raccoon_(kemono_friends)	浣熊	アライグマ(けものフレンズ)	Common Raccoon		3361
comoli_harcourt	歌茉里·哈高特	コモリ・ハーコート	Comoli Harcourt		378
copano_rickey_(eightfold_fortune)_(umamusume)	阴阳八卦☆开运衣	陰陽八卦☆開運衣	Copano Rickey (eightfold Fortune)	闪耀!优俊少女	466
copano_rickey_(umamusume)	小林历奇	コパノリッキー（ウマ娘プリティーダービー）	Copano Rickey	闪耀!优俊少女	1586
coquelic_(path_to_nowhere)	业师	コクリコ（無期迷途）	Coquelic	无期迷途	309
