tag	current_zh	ja	en	post_count
kanazawa_one-side_love	金泽片恋慕	金沢片恋慕	Kanazawa One-side Love	24
kandagawa_jet_girls	神田川JETGIRLS	神田川JETGIRLS	Kandagawa Jet Girls	82
kangoku_senkan	监狱战舰	監獄戦艦	Kangoku Senkan	155
kangoku_senkan_2	监狱战舰2	監獄戦艦2	Kangoku Senkan 2	49
kanjou_x_jingai	感情×人外	感情誰デザイン	Kanjou X Jingai	17
kannagi	神薙	かんなぎ	Kannagi	1693
kannazuki_no_miko	神无月的巫女	神無月の巫女	Kannazuki No Miko	477
kannou_sensei	官能先生	官能先生	Kannou Sensei	8
kanojo_okarishimasu	租借女友	彼女、お借りします	Rent-A-Girlfriend	1816
kanojo_x_kanojo_x_kanojo	彼女×彼女×彼女	彼女×彼女×彼女	Kanojo X Kanojo X Kanojo	225
kanpeki_sugite_kawaige_ga_nai_to_konyaku_haki_sareta_seijo_wa_ringoku_ni_urareru	完璧圣女	完璧すぎて可愛げがないと婚約破棄された聖女は隣国に売られる	Kanpeki Seijo	11
kansatsui_asagao	监察医朝颜	監察医朝顔	Kansatsui Asagao	1
kansen_(series)	奸染	姦染	Kansen	39
kansen_x_shoujo	感染×少女	感染×少女	Kansen X Shoujo	21
kantai_collection	舰队Collection	艦隊これくしょん	Kantai Collection	543662
kao_an	靠岸	靠岸	Kao An	4
kaohsiung_light_rail_girls	轻轨少女队	軽軌少女隊	Kaohsiung Light Rail Girls	1
kara_no_kyoukai	空之境界	空の境界	Kara No Kyoukai	3271
kara_no_shoujo	壳之少女	殻ノ少女	Kara No Shoujo	116
karakai_jouzu_no_takagi-san	擅长捉弄的高木同学	からかい上手の高木さん	Karakai Jouzu No Takagi-san	2221
karakuri_douji_ultimo	机巧童子ULTIMO	機巧童子ULTIMO	Karakuri Douji Ultimo	12
karakuri_shoujo	空狂少女	世回転界クロジカル	Karakuri Shoujo	34
karate_shoukoushi_kohinata_minoru	空手小霸王	空手小公子小日向海流	Karate Shoukoushi Kohinata Minoru	28
kardia_tou_abel	牧羊人之心	牧羊人の心	Kardia Tou Abel	30
karen_(purple_software)	夏恋~Karen~	夏恋~Karen~	Karen (purple Software)	14
karenai_sekai_to_owaru_hana	永不枯萎的世界与终结之花	枯れない世界と終わる花	Karenai Sekai To Owaru Hana	43
karento	歌恋人	歌恋人	Karento	14
kariz_no_densetsu	卡利兹传说	カリツの伝説	Kariz Story	1
kasane_(matsuura_daruma)	累	累	Kasane	3
kasane_territory_(utau)	重音 territory	重音 territory	Kasane Territory (utau)	38
kasei_(ttrpg_scenario)	彁	彁	Kasei (ttrpg Scenario)	2
kashoku_no_shiro	花烛之白	花燭の白	Kashoku No Shiro	1
kasou_kyoku_(vocaloid)	火葬曲	火葬曲	Kasou Kyoku (vocaloid)	12
katamari_damacy	块魂	塊魂	Katamari Damacy	225
katamichi_yuusha	片道勇者	片道勇者	Katamichi Yuusha	2
katanagatari	刀语	刀語	Katanagatari	479
katei_kyoushi_x_saimin	家庭教师X催眠	家庭教師X催眠	Katei Kyoushi X Saimin	7
katekyo_hitman_reborn!	家教	家庭教師ヒットマンREBORN!	Katekyo Hitman Reborn!	1668
katsugeki/touken_ranbu	活击/刀剑乱舞	活撃/刀剣乱舞	Katsugeki Touken Ranbu	141
katsute_mahou_shoujo_to_aku_wa_tekitai_shiteita	魔法少女与邪恶曾经敌对	かつて魔法少女と悪は敵対していた。	Katsute Mahou Shoujo To Aku Wa Tekitai Shiteita	41
kazoku_keikaku	家族计划	家族計画	Kazoku Keikaku	18
keihin_kyuukou_dentetsu	京滨急行电铁	京浜急行電鉄	Keikyu	15
keijo!!!!!!!!	竞女	競女	Keijo!!!!!!!!	118
kekkai_sensen	血界战线	血界戦線	Kekkai Sensen	748
kekkaishi	结界师	結界師	Kekkaishi	67
kekkon_yubiwa_monogatari	结婚指轮物语	結婚指輪物語	Tales Of Wedding Rings	71
kemono_friends	兽娘动物园	けものフレンズ	Kemono Friends	58335
kemono_friends_3	动物朋友3	けものフレンズ3	Kemono Friends 3	7639
kemono_friends_kingdom	动物朋友王国	動物朋友王国	Kemono Friends Kingdom	177
kemono_jihen	怪物事变	怪物事変	Kemono Jihen	291
kemurikusa	烟草	ケムリクサ	Kemurikusa	486
ken_ga_kimi	剑为君舞	剣が君	Ken Ga Kimi	24
kendo_shoujo	剑道少女	剣道少女	Kendo Shoujo	77
kenka_banchou	喧哗番长	喧嘩番長	Kenka Banchou	12
kenka_banchou_otome	喧哗番长乙女	喧嘩番長乙女	Kenka Banchou Otome	11
kenka_kagyou	喧哗稼业	喧嘩稼業	Kenka Kagyou	1
kenka_shoubai	喧哗商卖	喧嘩商売	Kenka Shoubai	1
kenran_butou_sai	绚烂舞踏祭	絢爛舞踏祭	Kenran Butou Sai	78
kenritsu_chikyuu_boueigun	县立地球防卫军	県立地球防衛軍	Kenritsu Chikyuu Boueigun	9
kensei_sacred_fist	武戏-BUGI-	武戯-BUGI-	Kensei Sacred Fist	1
keroro_gunsou	Keroro军曹	ケロロ軍曹	Keroro Gunsou	2247
ketsu_en	血怨	血怨	Ketsu En	1
ketsugou_danshi:elements_with_emotions	结合男子	結合男子	Ketsugou Danshi:elements With Emotions	13
keyakizaka46	樱坂46	欅坂46	Keyakizaka46	28
kfc	肯德基	ケンタッキーフライドチキン	KFC	1348
kiba_(anime)	牙-KIBA-	牙-KIBA-	Kiba (anime)	12
kiba_dark_knight_side_story	暗黑铠传	呀〈KIBA〉~暗黒騎士鎧傳~	Kiba Dark Knight Side Story	2
kibushi-ie	木伏家	木伏家	Kibushi-Ie	15
kichiku_eiyuu	鬼畜英雄	鬼畜英雄	Kichiku Eiyuu	3
kid_icarus	光神话：帕尔提娜之镜	光神話・パルテナの鏡	Kid Icarus	4871
kid_icarus_uprising	新·光神话 帕露蒂娜之镜	新・光神話パルテナの鏡	Kid Icarus Uprising	3686
kidou_senkan_nadesico	机动战舰	機動戦艦ナデシコ	Kidou Senkan Nadesico	1248
kids_cafe_moms	亲子餐厅的妈妈们	親子餐庁的媽媽們	Kids Cafe Moms	1
kijima_nikki	木岛日记	木島日記	Kijima Nikki	3
kijin_gentoushou	鬼人幻灯抄	鬼人幻燈抄	Kijin Gentoushou	1
kikaijima_(utau)	机拐岛	機拐島	Kikaijima (Utau)	24
kiki_kaikai	奇奇怪界	奇々怪界	Kiki Kaikai	59
kiki_kaikai_2	奇奇怪界2	奇々怪界2	Kiki Kaikai 2	2
kikokugai	鬼哭街	鬼哭街	Kikokugai	57
kikou_souseiki_mospeada	机甲创世记	機甲創世記モスピーダ	Kikou Souseiki Mospeada	174
kill_la_kill	斩服少女	キルラキル	Kill La Kill	16388
kimetsu_no_yaiba	鬼灭之刃	鬼滅の刃	Demon Slayer: Kimetsu no Yaiba	20690
kimi_ga_nozomu_eien	君望	君が望む永遠	Kimi ga Nozomu Eien	596
kimi_ga_shine	你去死吧	キミガシネ	Your Turn To Die	887
kimi_ga_shinu_made_koi_wo_shitai	与你相恋到生命尽头	きみが死ぬまで恋をしたい	Kimi Ga Shinu Made Koi Wo Shitai	366
kimi_kiss	君吻	キミキス	Kimi Kiss	1228
kimi_ni_aisarete_itakatta	君痛	君に愛されて痛かった	Kimi Ni Aisarete Itakatta	12
kimi_no_na_wa.	你的名字	君の名は。	Your Name	1539
kimi_no_yokogao_wo_miteita	凝视你的侧颜	きみの横顔を見ていた	Kimi No Yokogao Wo Miteita	7
kimi_wo_aishita_hitori_no_boku_e	君爱	君を愛したひとりの僕へ	To Me, The One Who Loved You	3
kimio_alive	君·生	キミオアライブ	Kimio Alive	3
kimitachi_wa_dou_ikiru_ka	你想活出怎样的人生	君たちはどう生きるか	How Do You Live?	61
kin-iro_mosaic	黄金拼图	きんいろモザイク	Kin-iro Mosaic	2194
kinema-kan	东方活动写真馆	東方活動写真館	Kinema-kan	10
king's_maker	国王制造者	キングスメーカー	King's Maker	2
king_ki_jack_yaku_(vocaloid)	king妃jack跃	king妃jack躍	King Ki Jack Yaku (Vocaloid)	1
kingdom_come:_deliverance_i	天国拯救	キングダムカム・デリバランス	Kingdom Come	5
kingdom_come:_deliverance_ii	天国拯救2	キングダムカム・デリバランス2	Kingdom Come Deliverance 2	69
kingdom_hearts	王国心	キングダムハーツ	Kingdom Hearts	6970
kingdom_hearts_ii	王国之心II	キングダムハーツII	Kingdom Hearts II	1770
kininatteru_hito_ga_otoko_ja_nakatta	我在意的人不是异性	気になってる人が男じゃなかった	The Guy She Was Interested In Wasn't a Guy at All	853
kinki_spiritual_affairs_bureau	近畿灵务局	近畿霊務局	Kinki Spiritual Affairs Bureau	8
kinniku_shoujo-tai	筋肉少女带	筋肉少女帯	Kinniku Shoujo-Tai	3
kino_no_tabi	奇诺之旅	キノの旅	Kino No Tabi	1386
kioh_gyoku	稀翁玉	稀翁玉	Kioh Gyoku	111
kiokuya	记忆屋	記憶屋	Kiokuya	3
kirakira_precure_a_la_mode	KiraKira☆光之美少女a la mode	キラキラ☆プリキュアアラモード	Kirakira Precure A La Mode	2380
kiratto_pri_chan	美妙频道	キラッとプリ☆チャン	PriChan	1264
kirby_(series)	星之卡比	星のカービィ	Kirby	15522
kirby_64	星之卡比64	星のカービィ64	Kirby 64	1282
kirby_and_the_forgotten_land	星之卡比 探索发现	星のカービィディスカバリー	Kirby and the Forgotten Land	1120
kireigoto_(hoshimachi_suisei)	绮丽事	綺麗事	Kireigoto	24
kiryuu_keisatsu	机龙警察	機龍警察	Kiryuu Keisatsu	3
kiseijuu	寄生兽	寄生獣	Parasyte	188
kishibe_rohan_wa_ugokanai	岸边露伴一动不动	岸辺露伴は動かない	Kishibe Rohan wa Ugokanai	116
kishin_douji_zenki	鬼神童子ZENKI	鬼神童子ZENKI	Kishin Douji Zenki	44
kishou_seireiki	气象精灵记	気象精霊記	Kishou Seireiki	29
kissa_korikori	吃茶狐狸狐狸	喫茶狐狸狐狸	Kissa Korikori	15
kitakubu_katsudou_kiroku	归宅部活动记录	帰宅部活動記録	Kitakubu Katsudou Kiroku	40
kitanai_kimi_ga_ichiban_kawaii	污秽不堪的你最可爱了	きたない君がいちばんかわいい	Kitanai Kimi Ga Ichiban Kawaii	126
kitsune_no_oyome-chan_to_musuko-chan	狐狸妻子酱与小儿子	狐のお嫁ちゃんと息子ちゃん	Kitsune No Oyome-chan To Musuko-chan	28
kitsutsuki_tanteidokoro	啄木鸟探侦处	啄木鳥探偵處	Kitsutsuki Tanteidokoro	5
kizuato	痕	痕	Kizuato	268
kizumonogatari	伤物语	傷物語	Kizumonogatari	1266
kizuna_ai_inc.	绊爱	キズナアイ	Kizuna AI	1812
kk_magic_academy	魔法学校	魔法学校	KK Magic Academy	6
kleins	环行旅舍	環行旅舎	Kleins	14
klight	光隙解语	光隙解語	Klight	5
knight's_&_magic	骑士&魔法	ナイツ&マジック	Knight's & Magic	161
knight_a	骑士A	騎士A	KnightA	37
knight_of_erin	女骑士艾琳	ナイトオブエリン	Knight Of Erin	113
knights_of_guinevere	桂尼维亚骑士团	ナイト・オブ・グィネヴィア	Knights Of Guinevere	218
knights_of_the_zodiac_(2023)	圣斗士星矢TheBeginning	聖闘士星矢TheBeginning	Knights Of The Zodiac	2
knives_out	荒野行动	荒野行動	Knives Out	48
knives_out_(movie)	利刃出鞘	ナイブズ・アウト	Knives Out (Movie)	1
koakuma_love	小恶魔LOVE♡	小悪魔LOVE♡	Koakuma Love	34
kobayashi-san_chi_no_maidragon	小林家的龙女仆	小林さんちのメイドラゴン	Kobayashi-san Chi no Maid Dragon	9096
kobe_shinbun	神户新闻	神戸新聞	Kobe Shinbun	179
kobeya	神户屋	神戸屋	Kobeya	294
kochoki:_wakaki_nobunaga	胡蝶绮	胡蝶綺	Kochoki: Wakaki Nobunaga	2
kodomo_moyou	子供模样	子供模様	Kodomo Moyou	1
koe_no_katachi	声之形	聲の形	A Silent Voice	484
koi_imo_sweet_days	恋妹SWEET☆DAYS	恋妹SWEET☆DAYS	Koi Imo Sweet Days	20
koi_kaze	恋风	恋風	Koi Kaze	26
koi_koi_7	美少女学园	こいこい7	Koi Koi Seven	11
koi_musubi	结恋	結戀	Koi Musubi	1
koi_ni_tsuite_0.1-paasento	关于爱的0.1%	恋について0.1%	Koi Ni Tsuite 0.1-paasento	22
koi_q!	恋Q!	恋Q!	Koi Q!	27
koi_wa_ameagari_no_you_ni	爱在雨过天晴时	恋は雨上がりのように	Koi Wa Ameagari No You Ni	103
koihime_enbu	恋姬†演武	恋姫†演武	Koihime Enbu	12
koihime_musou	恋姬†无双	恋姫†無双	Koihime Musou	1906
koihime_taisen	恋姬†大战	恋姫†大戦	Koihime Taisen	4
koiiro_byoutou_(vocaloid)	恋色病栋	恋色病棟	Koiiro Byoutou (vocaloid)	136
koiiro_soramoyou	恋色空模样	恋色空模様	Koiiro Soramoyou	150
koiito_kinenbi	恋丝记念日	恋糸記念日	Koiito Kinenbi	11
koiken_otome	恋剑乙女	恋剣乙女	Koiken Otome	42
koikeya_(company)	湖池屋	湖池屋	Koikeya	11
koikishi_purely_kiss	恋骑士PurelyKiss	恋騎士PurelyKiss	Koikishi Purely Kiss	138
koimonogatari	恋物语	恋物語	Koimonogatari	175
koishi_komeiji's_heart-throbbing_adventure	古明地恋的心跳大冒险	古明地こいしのドキドキ大冒険	KKHTA	581
koisuru_asteroid	恋爱小行星	恋する小惑星	Asteroid In Love	454
koisuru_kiseichuu	恋爱寄生虫	恋する寄生虫	Koisuru Kiseichuu	5
kojiki_(chronicle)	古事记	古事記	Kojiki (chronicle)	6
kokkimusume	国旗娘	国旗娘	Kokkimusume	290
kokkoku	刻刻	刻刻	Kokkoku	2
kokoro_yohou_(eve)	心豫报	心予報	Heart Forecast	114
kokubou_teishin-tai	国防挺身队	国防挺身隊	Kokubou Teishin-tai	4
kokufu_kyoudan	黑巫镜谈	黒巫鏡談	Kokufu Kyoudan	1
kokuhaku_jikkou_iinkai	告白实行委员会	告白実行委員会	Kokuhaku Jikkou Iinkai	231
kokuhaku_yokou_renshuu_(vocaloid)	告白豫行练习	告白予行練習	Kokuhaku Yokou Renshuu (vocaloid)	7
kokuho	国宝	国宝	Kokuho	1
kokumeikan	刻命馆	刻命館	Kokumeikan	2
kokuyasou	黑夜葬	黒夜葬	Kokuyasou	4
komi-san_wa_komyushou_desu	古见同学有交流障碍症	古見さんは、コミュ症です。	Komi Can't Communicate	3183
komica	糟糕岛	コミカ	Komica	27
konchuu_kansatsu	昆虫奸察	昆虫姦察	Konchuu Kansatsu	48
koneko_monogatari	子猫物语	子猫物語	Koneko Monogatari	1
kongou_banchou	金刚番长	金剛番長	Kongou Banchou	18
kono_bijutsubu_niwa_mondai_ga_aru!	这个美术社大有问题！	この美術部には問題がある!	Konobi	266
kono_naka_ni_hitori_imouto_ga_iru!	中妹	この中に1人、妹がいる!	nakaimo	119
kono_subarashii_sekai_ni_bakuen_wo!	为美好的世界献上爆焰！	この素晴らしい世界に爆焔を!	Kono Subarashii Sekai Ni Bakuen Wo	299
kono_subarashii_sekai_ni_shukufuku_wo!	为美好的世界献上祝福！	この素晴らしい世界に祝福を!	Kono Subarashii Sekai Ni Shukufuku Wo!	22214
kono_yuusha_ga_ore_tueee_kuse_ni_shinchou_sugiru	这个勇者明明超强却过分慎重	この勇者が俺TUEEEくせに慎重すぎる	Cautious Hero	150
konosuba!_fantastic_days	为美好的世界献上祝福!Fantastic_Days	この素晴らしい世界に祝福を!ファンタスティックデイズ	Konosuba! Fantastic Days	732
konpeki_studio	绀碧Studio	紺碧Studio	Konpeki Studio	13
koorimizuiro_(utau)	冰水色	氷水色	Koorimizuiro (Utau)	2
korean_mythology	韩国神话	朝鮮神話	Korean Mythology	5
korojazz	红楼Jazz	紅楼Jazz	Korojazz	1
kororon_(song)	虎狼来	虎狼来	Kororon (song)	40
kosho-ten_douchuu_neko_yashiki	古书店道中猫屋敷	古書店道中猫屋敷	Kosho-ten Douchuu Neko Yashiki	2
koshotengai_no_hashihime	古书店街的桥姬	古書店街の橋姫	Koshotengai No Hashihime	134
koshu_inume-toge	甲州犬目峠	甲州犬目峠	Koshu Inume-toge	2
koshu_isawa_no_akatsuki	甲州伊泽晓	甲州伊沢暁	Koshu Isawa No Akatsuki	1
koshu_kajikazawa	甲州石班泽	甲州石班澤	Koshu Kajikazawa	2
koshu_misaka_suimen	甲州三坂水面	甲州三坂水面	Koshu Misaka Suimen	3
kotobukiya_bishoujo	寿屋美少女	壽屋美少女	Kotobukiya Bishoujo	533
koufuku_kei_(vocaloid)	幸福刑	幸福刑	Koufuku Kei (Vocaloid)	7
koufukuron_(love_live!)	咬福论	咬福論	Koufukuron (Love Live!)	46
koufukuron_(shiina_ringo)	幸福论	幸福論	Koufukuron	1
kouhaku_uta_gassen	红白歌合战	紅白歌合戦	Kouhaku Uta Gassen	18
koujo_denka_no_katei_kyoushi	公女殿下	公女殿下の家庭教師	Koujo Denka No Katei Kyoushi	40
koukei_(idolmaster)	光景	光景	Koukei (Idolmaster)	190
koukousei_kazoku	高校生家族	高校生家族	Highschool Family	14
koukyou_genkai_013	交响限界013	交響限界013	Koukyou Genkai 013	2
koumajou_densetsu	红魔城传说	紅魔城伝説緋色の交響曲	Koumajou Densetsu	845
koumajou_densetsu_2	红魔城传说II	紅魔城伝説II	Koumajou Densetsu 2	261
koushiki_furin	公式不伦	公式不倫	Koushiki Furin	2
koushin_houjuu	口唇包柔	口唇包柔	Koushin Houjuu	12
koushinism	恒心教	恒心教	Koushinism	130
koutetsu_teikoku	钢铁帝国	鋼鉄帝国	Steel Empire	3
koutetsujou_no_kabaneri	甲铁城的卡巴内瑞	甲鉄城のカバネリ	Koutetsujou No Kabaneri	986
kouyoku_senki_exs-tia	光翼战姬	光翼戦姫エクスティア	Kouyoku Senki Exs-Tia	5196
kowashiya_gamon	特工王	こわしや我聞	Kowashiya Gamon	1
kowloon_generic_romance	九龙GR	九龍ジェネリックロマンス	Kowloon Generic Romance	38
kowloon_youma_gakuen_ki	九龙妖魔学园纪	九竜妖魔学園紀	Kowloon Youma Gakuen Ki	9
koyomimonogatari	历物语	暦物語	Koyomimonogatari	4
kpop_demon_hunters	K-Pop猎魔女团	KPOPガールズ!デーモン・ハンターズ	Kpop Demon Hunters	2059
krt_girls	高捷少女	高捷少女	Krt Girls	268
kuai_ba_wo_ge_dai_zou	快把我哥带走	兄に付ける薬はない	Kuai Ba Wo Ge Dai Zou	1
kuhga	空牙	空牙	Kuhga	8
kujaku_ou	孔雀王	孔雀王	Kujaku Ou	7
kujirakawa_zoo	鲸川动物园	鯨川動物園	Kujirakawa Zoo	22
kumamiko	当女孩遇到熊	くまみこ	Kumamiko	406
kumonosu-jou	蜘蛛巢城	蜘蛛巣城	The Castle Of Spider's Web	1
kung_fu_cooking_girls	功夫料理娘	カンフー料理娘	Kung Fu Cooking Girls	24
kunitsu-gami:_path_of_the_goddess	祇	祇	Kunitsu-gami: Path Of The Goddess	11
kunoichi_sekiren	赤莲忍法帖	赤蓮忍法帖	ninja_sekiren	12
kurabito_bidanji	藏人美男儿	蔵人美男児	Kurabito Bidanji	1
kuragehime	海月姬	海月姫	Kuragehime	48
kure-nai	红	紅	Kure-nai	178
kurenai_no_namida	红泪	紅涙	Kurenai No Namida	5
kurenai_sanshiro	红三四郎	紅三四郎	Kurenai Sanshiro	2
kuro_(manga)	黑	黒	Kuro	11
kuro_games	库洛游戏	庫洛遊戯	Kuro Games	89
kuro_no_kiseki_(series)	黎之轨迹			4123
kuro_no_kiseki_i	黎之轨迹	黎の軌跡	Kuro No Kiseki I	1572
kurokishi_monogatari	黑骑士物语	黒騎士物語	Kurokishi Monogatari	13
kuroko_no_basuke	黑子的篮球	黒子のバスケ	Kuroko No Basuke	1947
kuronekokei_jyoshi_(vocaloid)	黑猫系女子	黒猫系女子	Kuronekokei Jyoshi (vocaloid)	2
kurosagi_shitai_takuhaibin	黑鹭尸体宅配便	黒鷺死体宅配便	Kurosagi Shitai Takuhaibin	1
kuroshitsuji	黑执事	黒執事	Black Butler	1564
kuroshitsuji:_kishuku_gakkou-hen	黑执事_-寄宿学校编-	黒執事_-寄宿学校編-	Kuroshitsuji: Kishuku Gakkou-hen	24
kuroushi	黑牛	黒牛	Kuroushi	2
kurouto_shikou	玄人志向	玄人志向	Kurouto Shikou	1
kusari_hime:_euthanasia	腐姬	腐り姫	Kusari Hime: Euthanasia	153
kushige_ni_hanashi	匣似话	匣似話	Kushige Ni Hanashi	1
kusuriya_no_hitorigoto	药屋少女的呢喃	薬屋のひとりごと	Kusuriyanohitorigoto	2285
kuuryuu_giga	九龙戏画	九竜戱画	Kuuryuu Giga	1
kuusen_otome_sky_valkyries	空战乙女	空戦乙女	Kuusen Otome Sky Valkyries	29
kuusou_ressha_(vocaloid)	空奏列车	空奏列車	Kuusou Ressha	11
kuusou_ryouriten	空想料理店	空想料理店	Kuusou Ryouriten	10
kuutei_senki	空帝战骑	空帝戦騎	Kuutei Senki	40
kyochuu_rettou	巨虫列岛	巨蟲列島	Kyochuu Rettou	38
kyodai_shoujo_(vocaloid)	巨大少女	巨大少女	Kyodai Shoujo (vocaloid)	9
kyojin-tachi	离开的人们	去人たち	Kyojin-tachi	3
kyokou_suiri	虚构推理	虚構推理	In/Spectre	189
kyokugen_chikan_tokuiten	极限痴汉特异点	極限痴漢特異点	Kyokugen Chikan Tokuiten	18
kyokugen_chikan_tokuiten_2	极限痴汉特异点2	極限痴漢特異点2	Kyokugen Chikan Tokuiten 2	59
kyokugen_chikan_tokuiten_3	极限痴汉特异点3	極限痴漢特異点3	Kyokugen Chikan Tokuiten 3	12
kyokugen_chikan_tokuiten_neo	极限痴汉特异点NEO	極限痴漢特異点NEO	Kyokugen Chikan Tokuiten Neo	16
kyokugen_dasshutsu	极限脱出	極限脱出	Zero Escape	911
kyonyuu_daikazoku_saimin	巨乳大家族催眠	巨乳大家族催眠「家族みんなでイキまくるセックスがやめられないのぉ」	Kyonyuu Daikazoku Saimin	5
kyonyuu_jukujo_kyoushi	巨乳熟女教师	巨乳熟女教師	Kyonyuu Jukujo Kyoushi	7
kyoto_municipal_subway	京都市营地下铁	京都市営地下鉄	Kyoto Municipal Subway	22
kyou_no_cerberus	地狱三头犬的日常	今日のケルベロス	Kyou No Cerberus	7
kyoufu!_hatan!_bouryokusei!_(vocaloid)	恐怖！破绫！暴力性！	恐怖!破綾!暴力性!	Kyoufu! Hatan! Bouryokusei! (vocaloid)	5
kyoufu_shinbun	恐怖新闻	恐怖新聞	Fear Newspaper	9
kyouin_gakuen	狂淫学园	狂淫学園	Kyouin Gakuen	1
kyouin_kyoushitsu	教淫教室	教淫教室	Kyouin Kyoushitsu	2
kyoukai_no_uta	境界之诗	境界之詩	Kyoukai No Uta	2
kyoukai_senki	境界战机	境界戦機	Kyoukai Senki	81
kyoukaisenjou_no_horizon	境界线上的地平线	境界線上のホライゾン	Kyoukaisenjou No Horizon	1732
kyouran_kazoku_nikki	狂乱家族日记	狂乱家族日記	Kyouran Kazoku Nikki	181
kyoushuu_sakusen_(vocaloid)	乡愁作战	郷愁作戦	Kyoushuu Sakusen (vocaloid)	6
kyousougiga	京骚戏画	京騒戯画	Kyousougiga	153
kyuu_&_ei_(utau)	求&影	求&影	Kyuu & Ei (utau)	46
kyuu_rei_yoru_kyuu_ashi	九〇夜九脚	九〇夜九脚	Kyuu Rei Yoru Kyuu Ashi	2
kyuuketsuki_sugu_shinu	吸血鬼速死	吸血鬼すぐ死ぬ	Vampire Dies In No Time	224
l.g.s	L.G.S~新说封神演义~	L.G.S~新説封神演義~	L.G.S	4
lady_and_the_papyrus	少女莎草纸	少女莎草紙	Girls_Cairo_Papyrus	38
lai_geming_ba!_fupenzi	来革命吧！覆盆子	来革命吧!覆盆子	Lai Geming Ba! Fupenzi	1
laizi_yi_shijie_de_shimizu	来自异世界的清水岛	来自異世界的清水島	Laizi Yi Shijie De Shimizu	1
lanbaoshi_ban_de_beihai_wangxiang_shaonu	蓝宝石般的被害妄想少女	藍宝石般的被害妄想少女	Lanbaoshi ban de Beihai Wangxiang Shaonu	7
land_of_caromag	魔卡领域	魔卡領域	Land Of Caromag	47
lanxi_zhen	蓝溪镇	藍渓鎮	Lanxi Zhen	265
laser_(maoer_entertainment)	Laser激光	Laser激光	Laser (maoer Entertainment)	9
last_origin	最后的起源	ラストオリジン	Last Origin	10044
lavender_quartz:_kyoukai_hyoudou	LQ境界	LQ境界	Lavender Quartz: Kyoukai Hyoudou	38
law_&_order	法律与秩序	LAW&ORDER性犯罪特捜班	LAW&ORDER	7
law_of_creation	造物法则	造物法則	Law Of Creation	12
lawson	罗森	ローソン	Lawson	2574
le_ciel_bleu	风色幻想OL	ル・シエル・ブルー	Le Ciel Bleu	16
le_petit_prince	小王子	星の王子さま	Le Petit Prince	70
league_of_legends	英雄联盟	リーグ・オブ・レジェンド	League of Legends	35174
legacy_of_lunatic_kingdom	东方绀珠传	東方紺珠伝	Legacy Of Lunatic Kingdom	770
legend_of_chaoshan_heroes	潮汕英豪传	潮汕英豪伝	Legend Of Chaoshan Heroes	5
legend_of_mana	圣剑传说LOM	聖剣伝説LOM	Legend Of Mana	287
legend_of_mortal	活侠传	活俠伝	Legend Of Mortal	195
legend_of_sword_and_fairy	仙剑奇侠传	仙剣奇俠伝	Legend Of Sword And Fairy	3
legend_of_the_three_kingdoms	三国杀	三国殺	Legend of the Three Kingdoms	16
legend_of_the_white_snake	白蛇传	白蛇伝	The White Snake Enchantress	9
lego_monkie_kid	悟空小侠	レゴモンキーキッド	LegoMonkieKid	43
lei_ting_zhan_ji	雷霆战机	メタル戦記	Metal Senki	2
len'en	连缘project	連縁Project	Len'en	5963
lenovo	联想	レノボ	Lenovo	17
leon_the_professional	这个杀手不太冷	レオン	Leon The Professional	255
les_miserables	悲惨世界	レ・ミゼラブル	Les Miserables	49
let_the_bullets_fly	让子弹飞	譲子弾飛	Let the Bullets Fly	15
leviathan_(project_moon)	利维坦	利維坦	Leviathan (project Moon)	58
lia's_bad_ending	那个乙女游戏的坏结局	那個乙女遊戯的壊結局	Lia's Bad Ending	2
liaozhai_zhiyi	聊斋志异	聊斎志異	Strange Tales From A Chinese Studio	22
liberty_leading_the_people	自由引导人民	民衆を導く自由の女神	La Liberté guidant le peuple	82
library_of_ruina	废墟图书馆	ライブラリー・オブ・ルイナ	Library Of Ruina	7116
lie_huo_jiao_chou	烈火浇愁	烈火澆愁	Lie Huo Jiao Chou	38
lies_of_p	P的谎言	偽りのP	Lies Of P	291
life_is_strange_1	奇异人生	ライフイズストレンジ	Life Is Strange	259
life_makeover	以闪亮之名	キラパラ	lifemakeover	25
life_of_a_mountain_road_monkey	山道猴子的一生	山道猴子的一生	Life Of A Mountain Road Monkey	1
lifesteal_smp	偷命	偷命	Lifesteal SMP	79
light_and_night_love	光与夜之恋	光と夜の恋	Light And Night Love	546
like_mother_like_daughter	如出一辙的女儿	如出一轍的女児	Like Mother Like Daughter	87
limbus_company	边狱公司	リンバスカンパニー	Limbus Company	35704
ling_long:_incarnation	灵笼 Incarnation	霊籠 Incarnation	Ling Long: Incarnation	9
ling_singer	零singer	零singer	Ling Singer	7
ling_yun_nuo	凌云诺	凌雲諾	Ling Yun Nuo	1
lipu_friends	暹罗厘普	暹羅釐普	Lipu Friends	8
little_king's_story	王样物语	王様物語	Little King's Story	8
little_rabbit_and_the_big_bad_leopard	兔子和黑豹的共生关系	兎子和黒豹的共生関係	Little Rabbit And The Big Bad Leopard	1
little_red_riding_hood_(fairy_tale)	小红帽	赤ずきん	Little Red Riding Hood	2790
little_witch_academia	小魔女学院	リトルウィッチアカデミア	Little Witch Academia	5027
little_witch_in_the_woods	林中小女巫	林中小女巫	Little Witch In The Woods	12
